Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Demographic
"Tantei wa Mou, Shindeiru.",7531,631,6.36,125794.0,338632,3060,TV,12,Finished Airing,Summer,2021,ENGI,
Berserk,7809,632,6.3,168506.0,338349,2276,TV,12,Finished Airing,Summer,2016,Others,Seinen
Vinland Saga Season 2,46,633,8.72,47466.0,337724,3732,TV,24,Currently Airing,Winter,2023,MAPPA,Seinen
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",4285,634,6.95,158863.0,336889,1899,TV,12,Finished Airing,Spring,2021,Others,
Danna ga Nani wo Itteiru ka Wakaranai Ken,2603,635,7.29,178675.0,336468,809,TV,13,Finished Airing,Fall,2014,Others,
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,2885,636,7.24,179653.0,336106,1671,TV,12,Finished Airing,Summer,2016,Lerche,
Space☆Dandy,765,637,7.88,145131.0,335320,5154,TV,13,Finished Airing,Winter,2014,Bones,
Shingeki no Kyojin: The Final Season - Kanketsu-hen,1,638,9.19,85824.0,335086,6541,Special,2,Currently Airing,,2023,MAPPA,Shounen
Evangelion: 3.0+1.0 Thrice Upon a Time,83,639,8.61,132901.0,334558,6665,Movie,1,Finished Airing,,2021,Khara,
Id:Invaded,835,640,7.84,141085.0,334161,2670,TV,13,Finished Airing,Winter,2020,Others,
Gyakkyou Burai Kaiji: Ultimate Survivor,270,641,8.27,151844.0,333085,9602,TV,26,Finished Airing,Fall,2007,Madhouse,Seinen
Sayonara Zetsubou Sensei,791,642,7.86,124339.0,332298,4606,TV,12,Finished Airing,Summer,2007,Shaft,Shounen
Diabolik Lovers,12620,643,5.2,188945.0,331273,1694,TV,12,Finished Airing,Fall,2013,Zexcs,Shoujo
Arifureta Shokugyou de Sekai Saikyou 2nd Season,3155,644,7.19,126423.0,330684,4161,TV,12,Finished Airing,Winter,2022,asread.,
Arifureta Shokugyou de Sekai Saikyou 2nd Season,3155,644,7.19,126423.0,330684,4161,TV,12,Finished Airing,Winter,2022,Others,
Sewayaki Kitsune no Senko-san,2415,645,7.33,164862.0,330660,2124,TV,12,Finished Airing,Spring,2019,Doga Kobo,
Kami nomi zo Shiru Sekai: Megami-hen,572,646,8.01,187102.0,330583,2021,TV,12,Finished Airing,Summer,2013,Manglobe,Shounen
Detective Conan,378,647,8.17,151542.0,328659,13627,TV,0,Currently Airing,Winter,1996,TMS Entertainment,Shounen
Mimi wo Sumaseba,324,648,8.22,185463.0,328595,4500,Movie,1,Finished Airing,,1995,Studio Ghibli,Shoujo
Jaku-Chara Tomozaki-kun,3533,649,7.12,163091.0,328362,1764,TV,12,Finished Airing,Winter,2021,Project No.9,
B: The Beginning,3158,650,7.19,166650.0,328296,1367,ONA,12,Finished Airing,,2018,Production I.G,
Yuru Yuri,1471,651,7.57,147293.0,326296,4420,TV,12,Finished Airing,Summer,2011,Doga Kobo,
Nande Koko ni Sensei ga!?,6629,652,6.51,165559.0,325277,959,TV,12,Finished Airing,Spring,2019,Others,Seinen
Mahouka Koukou no Rettousei: Raihousha-hen,2621,653,7.29,146184.0,325178,1224,TV,13,Finished Airing,Fall,2020,8bit,
Gokukoku no Brynhildr,4650,654,6.87,163107.0,325137,1112,TV,13,Finished Airing,Spring,2014,Arms,Seinen
Kotoura-san,3262,655,7.17,170254.0,324774,1023,TV,12,Finished Airing,Winter,2013,Others,
Naruto: Shippuuden Movie 6 - Road to Ninja,1199,656,7.68,195976.0,324762,553,Movie,1,Finished Airing,,2012,Pierrot,Shounen
Suisei no Gargantia,1862,657,7.46,170737.0,324641,1231,TV,13,Finished Airing,Spring,2013,Production I.G,
Assassins Pride,9853,658,5.93,161727.0,322514,746,TV,12,Finished Airing,Fall,2019,Others,
Kanojo mo Kanojo,6369,659,6.55,154736.0,322492,2278,TV,12,Finished Airing,Summer,2021,Tezuka Productions,Shounen
Phantom: Requiem for the Phantom,652,660,7.95,122321.0,322381,4416,TV,26,Finished Airing,Spring,2009,Others,Seinen
Karigurashi no Arrietty,750,661,7.89,202268.0,321241,1063,Movie,1,Finished Airing,,2010,Studio Ghibli,
Beck,256,662,8.29,134656.0,320447,8031,TV,26,Finished Airing,Fall,2004,Madhouse,Shounen
Motto To LOVE-Ru,2651,663,7.28,184474.0,320225,966,TV,12,Finished Airing,Fall,2010,Xebec,Shounen
Rikei ga Koi ni Ochita no de Shoumei shitemita.,2269,664,7.36,134274.0,320230,1098,TV,12,Finished Airing,Winter,2020,Others,
Fullmetal Alchemist: The Conqueror of Shamballa,1666,665,7.52,200586.0,319347,616,Movie,1,Finished Airing,,2005,Bones,Shounen
Azumanga Daiou The Animation,602,666,7.98,143718.0,319329,6048,TV,26,Finished Airing,Spring,2002,J.C.Staff,
Witch Craft Works,4068,668,7.01,150813.0,318929,729,TV,12,Finished Airing,Winter,2014,J.C.Staff,Seinen
Code:Breaker,5369,667,6.73,155621.0,318925,651,TV,13,Finished Airing,Fall,2012,Kinema Citrus,Shounen
Hanasaku Iroha,714,669,7.91,124709.0,318864,2530,TV,26,Finished Airing,Spring,2011,P.A. Works,
K: Return of Kings,1497,670,7.57,150889.0,317976,1179,TV,13,Finished Airing,Fall,2015,GoHands,
Stranger: Mukou Hadan,279,671,8.27,157914.0,317864,2899,Movie,1,Finished Airing,,2007,Bones,
Imouto sae Ireba Ii.,2611,672,7.29,146287.0,317849,1703,TV,12,Finished Airing,Fall,2017,SILVER LINK.,
Bakuman. 3rd Season,107,673,8.54,186917.0,317626,2921,TV,25,Finished Airing,Fall,2012,J.C.Staff,Shounen
3D Kanojo: Real Girl,4764,674,6.85,157493.0,317338,1488,TV,12,Finished Airing,Spring,2018,Others,Shoujo
School Rumble,756,675,7.89,145335.0,317079,5108,TV,26,Finished Airing,Fall,2004,Others,Shounen
Seto no Hanayome,1201,676,7.68,140452.0,316635,2930,TV,26,Finished Airing,Spring,2007,Gonzo,Shounen
Seto no Hanayome,1201,676,7.68,140452.0,316635,2930,TV,26,Finished Airing,Spring,2007,AIC,Shounen
Shelter (Music),239,677,8.31,213132.0,316587,2405,Music,1,Finished Airing,,2016,A-1 Pictures,
Ben-To,3042,678,7.21,162477.0,316303,1136,TV,12,Finished Airing,Fall,2011,David Production,
Seirei Gensouki,3799,679,7.06,161266.0,316023,2963,TV,12,Finished Airing,Summer,2021,TMS Entertainment,
Seikon no Qwaser,7543,680,6.35,127954.0,315968,784,TV,24,Finished Airing,Winter,2010,Others,Seinen
Wolf's Rain,915,681,7.8,128671.0,315871,5601,TV,26,Finished Airing,Winter,2003,Bones,
Tales of Zestiria the Cross,2873,682,7.24,139525.0,315815,785,TV,12,Finished Airing,Summer,2016,ufotable,
Kiss x Sis,4814,683,6.84,177364.0,315727,1265,OVA,12,Finished Airing,,2008,feel.,Seinen
Nanbaka,2407,684,7.33,136591.0,314816,2053,TV,13,Finished Airing,Fall,2016,Satelight,
Machine-Doll wa Kizutsukanai,3786,685,7.06,152346.0,314586,665,TV,12,Finished Airing,Fall,2013,Lerche,
Shoujo Shuumatsu Ryokou,347,686,8.2,118917.0,314489,6292,TV,12,Finished Airing,Fall,2017,White Fox,
Noragami OVA,1084,687,7.72,179553.0,313979,383,OVA,2,Finished Airing,,2014,Bones,Shounen
Freezing,4939,688,6.81,168120.0,313933,1118,TV,12,Finished Airing,Winter,2011,Others,Seinen
Irozuku Sekai no Ashita kara,1677,689,7.52,122401.0,313291,2080,TV,13,Finished Airing,Fall,2018,P.A. Works,
Kokoro ga Sakebitagatterunda.,848,690,7.83,150379.0,312995,1883,Movie,1,Finished Airing,,2015,A-1 Pictures,
Eizouken ni wa Te wo Dasu na!,422,691,8.13,128511.0,312954,3789,TV,12,Finished Airing,Winter,2020,Others,Seinen
Yagate Kimi ni Naru,736,692,7.9,129606.0,312784,5807,TV,13,Finished Airing,Fall,2018,TROYCA,
Fate/stay night Movie: Heaven's Feel - III. Spring Song,54,693,8.69,161895.0,311864,7537,Movie,1,Finished Airing,,2020,ufotable,
Araburu Kisetsu no Otome-domo yo.,2296,694,7.35,141945.0,311750,1470,TV,12,Finished Airing,Summer,2019,Others,Shounen
K-On! Movie,208,695,8.35,183363.0,311682,2616,Movie,1,Finished Airing,,2011,Kyoto Animation,
Ballroom e Youkoso,355,696,8.19,139287.0,311434,3371,TV,24,Finished Airing,Summer,2017,Production I.G,Shounen
Gakuen Babysitters,721,697,7.9,155728.0,310038,2955,TV,12,Finished Airing,Winter,2018,"""Brains Base""",Shoujo
Carole & Tuesday,769,698,7.88,135697.0,309947,2850,TV,24,Finished Airing,Spring,2019,Bones,
Kakushigoto,601,699,7.99,130961.0,309098,2034,TV,12,Finished Airing,Spring,2020,Ajia-do,Shounen
Tomodachi Game,1141,700,7.71,150223.0,308959,3268,TV,12,Finished Airing,Spring,2022,Others,Shounen
Karakai Jouzu no Takagi-san 2,509,701,8.06,167604.0,308643,2284,TV,12,Finished Airing,Summer,2019,Shin-Ei Animation,Shounen
Bokutachi no Remake,2034,702,7.42,140122.0,308644,2290,TV,12,Finished Airing,Summer,2021,feel.,
One Punch Man: Road to Hero,1157,703,7.7,177965.0,308496,346,OVA,1,Finished Airing,,2015,Madhouse,Seinen
Acchi Kocchi,1796,704,7.48,142333.0,306984,2566,TV,12,Finished Airing,Spring,2012,AIC,
Nejimaki Seirei Senki: Tenkyou no Alderamin,1229,705,7.66,153211.0,304864,1369,TV,13,Finished Airing,Summer,2016,Madhouse,
xxxHOLiC,607,706,7.98,116723.0,304750,4325,TV,24,Finished Airing,Spring,2006,Production I.G,Seinen
Fate/stay night: Unlimited Blade Works Prologue,522,707,8.05,189526.0,304614,434,Special,1,Finished Airing,,2014,ufotable,
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,2161,708,7.39,168402.0,304530,2264,TV,11,Finished Airing,Summer,2016,Lerche,
Sword Art Online: Extra Edition,6344,709,6.55,182394.0,303978,564,Special,1,Finished Airing,,2013,A-1 Pictures,
Kaze Tachinu,446,710,8.11,173283.0,303792,2973,Movie,1,Finished Airing,,2013,Studio Ghibli,
Nodame Cantabile,276,711,8.27,125748.0,303202,4894,TV,23,Finished Airing,Winter,2007,J.C.Staff,Josei
Gintama': Enchousen,11,712,9.03,154700.0,302667,2931,TV,13,Finished Airing,Fall,2012,Sunrise,Shounen
Tensura Nikki: Tensei shitara Slime Datta Ken,1425,713,7.59,128808.0,302383,1974,TV,12,Finished Airing,Spring,2021,8bit,Shounen
Little Witch Academia,908,714,7.8,170387.0,302331,1309,Movie,1,Finished Airing,,2013,Trigger,
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",218,715,8.33,180252.0,302099,814,Special,1,Finished Airing,,2018,Kyoto Animation,
One Punch Man Specials,1156,716,7.7,169996.0,301887,400,Special,6,Finished Airing,,2015,Madhouse,Seinen
Aldnoah.Zero Part 2,4422,717,6.92,186631.0,301098,729,TV,12,Finished Airing,Winter,2015,A-1 Pictures,
Aldnoah.Zero Part 2,4422,717,6.92,186631.0,301098,729,TV,12,Finished Airing,Winter,2015,TROYCA,
Isshuukan Friends.,1629,718,7.53,142047.0,301079,1218,TV,12,Finished Airing,Spring,2014,"""Brains Base""",Shounen
Shakugan no Shana II (Second),1533,719,7.56,168580.0,300745,991,TV,24,Finished Airing,Fall,2007,J.C.Staff,
Munou na Nana,3137,720,7.19,148039.0,300583,1465,TV,13,Finished Airing,Fall,2020,Bridge,Shounen
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,6616,721,6.51,146681.0,300417,870,TV,12,Finished Airing,Summer,2019,Others,
Mononoke,158,722,8.43,84457.0,300427,7536,TV,12,Finished Airing,Summer,2007,Toei Animation,
Amaama to Inazuma,1617,723,7.53,132610.0,300287,1146,TV,12,Finished Airing,Summer,2016,TMS Entertainment,Seinen
Taimadou Gakuen 35 Shiken Shoutai,4899,724,6.82,142735.0,299621,468,TV,12,Finished Airing,Fall,2015,SILVER LINK.,
Ginga Eiyuu Densetsu,12,725,9.02,74330.0,299518,15406,OVA,110,Finished Airing,,1988,Others,
Isekai Cheat Magician,11809,726,5.46,157290.0,298240,488,TV,12,Finished Airing,Summer,2019,Others,
Devil May Cry,4352,727,6.94,164177.0,297463,1576,TV,12,Finished Airing,Summer,2007,Madhouse,
C: The Money of Soul and Possibility Control,3212,728,7.18,142700.0,297048,1243,TV,11,Finished Airing,Spring,2011,Tatsunoko Production,
Soredemo Sekai wa Utsukushii,1380,729,7.61,135853.0,296919,1913,TV,12,Finished Airing,Spring,2014,Pierrot,Shoujo
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",666,730,7.94,197486.0,296500,843,Special,1,Finished Airing,,2008,Kyoto Animation,
Seiken Tsukai no World Break,5032,731,6.79,153919.0,295898,857,TV,12,Finished Airing,Winter,2015,Diomedéa,
Denpa Onna to Seishun Otoko,3475,732,7.13,123785.0,295564,1091,TV,12,Finished Airing,Spring,2011,Shaft,
Senpai ga Uzai Kouhai no Hanashi,1305,733,7.63,134736.0,295561,1677,TV,12,Finished Airing,Fall,2021,Doga Kobo,
Code Geass: Fukkatsu no Lelouch,711,734,7.91,129965.0,295516,1943,Movie,1,Finished Airing,,2019,Sunrise,
Highschool of the Dead: Drifters of the Dead,5963,735,6.62,183915.0,294883,350,OVA,1,Finished Airing,,2011,Madhouse,Shounen
Nazo no Kanojo X,2858,736,7.24,138117.0,294693,2922,TV,13,Finished Airing,Spring,2012,Others,Seinen
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,4884,737,6.83,131340.0,293390,514,TV,12,Finished Airing,Fall,2013,asread.,
Kino no Tabi: The Beautiful World,261,738,8.29,91157.0,293434,6511,TV,13,Finished Airing,Spring,2003,Others,
Tenkuu Shinpan,5449,739,6.72,154148.0,292936,1827,ONA,12,Finished Airing,,2021,Others,
Hamatora The Animation,2769,740,7.26,126011.0,292541,1050,TV,12,Finished Airing,Winter,2014,Others,
Grancrest Senki,3003,741,7.22,125026.0,291628,1230,TV,24,Finished Airing,Winter,2018,A-1 Pictures,
Yesterday wo Utatte,4587,742,6.88,134456.0,291090,1237,TV,12,Finished Airing,Spring,2020,Doga Kobo,Seinen
Maji de Watashi ni Koi Shinasai!,5601,743,6.68,124199.0,291003,631,TV,12,Finished Airing,Fall,2011,Lerche,
Gintama.,14,744,8.99,135252.0,290908,2612,TV,12,Finished Airing,Winter,2017,Bandai Namco Pictures,Shounen
Aharen-san wa Hakarenai,2420,745,7.33,118012.0,290733,2076,TV,12,Finished Airing,Spring,2022,Others,Shounen
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,6994,746,6.44,132484.0,290420,455,TV,12,Finished Airing,Fall,2012,SILVER LINK.,
Air,2678,747,7.28,150156.0,289947,2564,TV,12,Finished Airing,Winter,2005,Kyoto Animation,
Just Because!,2900,748,7.24,118695.0,289722,1369,TV,12,Finished Airing,Fall,2017,Others,
Shijou Saikyou no Deshi Kenichi,515,749,8.06,152034.0,289604,3439,TV,50,Finished Airing,Fall,2006,TMS Entertainment,Shounen
Dimension W,3170,750,7.19,135994.0,289391,817,TV,12,Finished Airing,Winter,2016,Orange,Seinen
Dimension W,3170,750,7.19,135994.0,289391,817,TV,12,Finished Airing,Winter,2016,Others,Seinen
Mawaru Penguindrum,648,751,7.95,104792.0,288989,7154,TV,24,Finished Airing,Summer,2011,"""Brains Base""",
Kono Bijutsu-bu ni wa Mondai ga Aru!,3127,752,7.19,122743.0,288470,752,TV,12,Finished Airing,Summer,2016,feel.,Seinen
Densetsu no Yuusha no Densetsu,1662,753,7.52,133058.0,288017,1961,TV,24,Finished Airing,Summer,2010,Zexcs,
Amnesia,9459,754,6.0,144969.0,286838,1002,TV,12,Finished Airing,Winter,2013,"""Brains Base""",Josei
Tokyo Magnitude 8.0,578,755,8.01,120865.0,286418,1734,TV,11,Finished Airing,Summer,2009,Bones,
Tokyo Magnitude 8.0,578,755,8.01,120865.0,286418,1734,TV,11,Finished Airing,Summer,2009,Kinema Citrus,
Full Metal Panic? Fumoffu,544,756,8.03,170437.0,286346,2896,TV,12,Finished Airing,Summer,2003,Kyoto Animation,
Oda Nobuna no Yabou,2140,757,7.39,141934.0,285616,1134,TV,12,Finished Airing,Summer,2012,Madhouse,
Oda Nobuna no Yabou,2140,757,7.39,141934.0,285616,1134,TV,12,Finished Airing,Summer,2012,Studio Gokumi,
Shingeki no Kyojin: Lost Girls,903,758,7.81,144787.0,285268,533,OVA,3,Finished Airing,,2017,Wit Studio,
Deca-Dence,2179,759,7.38,127185.0,284773,851,TV,12,Finished Airing,Summer,2020,Others,
Fuuka,6606,760,6.51,142334.0,284488,872,TV,12,Finished Airing,Winter,2017,Diomedéa,Shounen
Girls & Panzer,1668,761,7.52,140880.0,284098,5122,TV,12,Finished Airing,Fall,2012,Others,
Mushishi Zoku Shou,52,762,8.7,112150.0,283744,1503,TV,10,Finished Airing,Spring,2014,Artland,Seinen
Okusama ga Seitokaichou!,6160,763,6.58,144508.0,283639,406,TV,12,Finished Airing,Summer,2015,Others,Shounen
Ajin Part 2,1406,764,7.59,164002.0,282973,500,TV,13,Finished Airing,Fall,2016,Others,Seinen
Nanatsu no Taizai Movie 1: Tenkuu no Torawarebito,3568,765,7.11,164874.0,282770,327,Movie,1,Finished Airing,,2018,A-1 Pictures,Shounen
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,814,766,7.85,135907.0,282706,606,Movie,1,Finished Airing,,2013,A-1 Pictures,
Little Busters!,1741,767,7.49,104936.0,282330,1863,TV,26,Finished Airing,Fall,2012,J.C.Staff,
Koi wa Ameagari no You ni,1736,768,7.49,114368.0,282092,1461,TV,12,Finished Airing,Winter,2018,Wit Studio,Seinen
Naruto: Shippuuden Movie 1,2624,769,7.29,165047.0,281988,295,Movie,1,Finished Airing,,2007,Pierrot,Shounen
Xian Wang de Richang Shenghuo,2396,770,7.33,128769.0,281993,1921,ONA,15,Finished Airing,,2020,Others,
Yuragi-sou no Yuuna-san,4071,771,7.01,118628.0,281807,750,TV,12,Finished Airing,Summer,2018,Xebec,Shounen
Sora no Otoshimono Forte,1861,772,7.46,163621.0,281621,887,TV,12,Finished Airing,Fall,2010,Others,Shounen
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,3569,773,7.11,173585.0,281505,275,Movie,1,Finished Airing,,2004,Pierrot,Shounen
Kanata no Astra,473,774,8.09,136120.0,281325,3004,TV,12,Finished Airing,Summer,2019,Lerche,Shounen
ChäoS;HEAd,7780,775,6.31,150488.0,280648,729,TV,12,Finished Airing,Fall,2008,Madhouse,
SSSS.Gridman,3512,776,7.12,122167.0,280303,1299,TV,12,Finished Airing,Fall,2018,Trigger,
Kaze ga Tsuyoku Fuiteiru,179,777,8.4,128094.0,280226,5725,TV,23,Finished Airing,Fall,2018,Production I.G,
Gin no Saji,469,778,8.09,126198.0,280045,2786,TV,11,Finished Airing,Summer,2013,A-1 Pictures,Shounen
Happy Sugar Life,5054,779,6.79,126745.0,279039,2583,TV,12,Finished Airing,Summer,2018,Others,Shounen
Bokutachi wa Benkyou ga Dekinai!,2297,780,7.35,158137.0,279027,702,TV,13,Finished Airing,Fall,2019,Others,Shounen
Maken-Ki!,7662,781,6.33,128396.0,278929,404,TV,12,Finished Airing,Fall,2011,Others,Shounen
Shiguang Dailiren,38,782,8.75,96872.0,278584,8863,ONA,11,Finished Airing,,2021,Others,
Kuroko no Basket Movie 4: Last Game,480,783,8.08,166373.0,278466,1002,Movie,1,Finished Airing,,2017,Production I.G,Shounen
Black Lagoon: Roberta's Blood Trail,562,784,8.02,158622.0,278207,1212,OVA,5,Finished Airing,,2010,Madhouse,Seinen
Juuni Taisen,6395,785,6.54,136079.0,278179,640,TV,12,Finished Airing,Fall,2017,Graphinica,
Mairimashita! Iruma-kun 2nd Season,499,786,8.07,133489.0,278185,2272,TV,21,Finished Airing,Spring,2021,Bandai Namco Pictures,Shounen
Shouwa Genroku Rakugo Shinjuu,93,787,8.57,90253.0,277860,5668,TV,13,Finished Airing,Winter,2016,Studio Deen,Josei
Kämpfer,7401,788,6.38,142076.0,277848,785,TV,12,Finished Airing,Fall,2009,Others,
Tada-kun wa Koi wo Shinai,1484,789,7.57,121539.0,277418,1283,TV,13,Finished Airing,Spring,2018,Doga Kobo,
Masou Gakuen HxH,8769,790,6.13,124004.0,276832,693,TV,12,Finished Airing,Summer,2016,Production IMS,
Slam Dunk,106,791,8.54,126273.0,276607,6700,TV,101,Finished Airing,Fall,1993,Toei Animation,Shounen
Handa-kun,2286,792,7.36,124286.0,276077,827,TV,12,Finished Airing,Summer,2016,Diomedéa,Shounen
Sakasama no Patema,619,793,7.97,128121.0,275317,1374,Movie,1,Finished Airing,,2013,Others,
Haikyuu!! Riku vs. Kuu,865,794,7.83,158814.0,274763,574,OVA,2,Finished Airing,,2020,Production I.G,Shounen
Tate no Yuusha no Nariagari Season 3,/A,795,,,274616,4091,TV,0,Not yet aired,,available,Kinema Citrus,
Kono Oto Tomare!,698,796,7.92,108099.0,274536,2199,TV,13,Finished Airing,Spring,2019,Others,Shounen
Taboo Tattoo,10701,797,5.74,121479.0,274358,232,TV,12,Finished Airing,Summer,2016,J.C.Staff,Seinen
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,1530,798,7.56,140760.0,274134,595,Movie,1,Finished Airing,,2018,White Fox,
Omoide no Marnie,517,799,8.05,149784.0,274081,2429,Movie,1,Finished Airing,,2014,Studio Ghibli,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,1172,800,7.69,91347.0,272508,1930,TV,11,Finished Airing,Summer,2022,J.C.Staff,
Somali to Mori no Kamisama,878,801,7.82,110365.0,272144,1564,TV,12,Finished Airing,Winter,2020,Satelight,
Somali to Mori no Kamisama,878,801,7.82,110365.0,272144,1564,TV,12,Finished Airing,Winter,2020,Others,
Itazura na Kiss,1999,802,7.43,141392.0,272054,2895,TV,25,Finished Airing,Spring,2008,TMS Entertainment,Shoujo
High School DxD OVA,2697,803,7.28,159285.0,271819,539,OVA,2,Finished Airing,,2012,TNK,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,587,804,8.0,140803.0,271543,2501,TV,14,Finished Airing,Fall,2019,Ajia-do,
Shuffle!,3948,805,7.03,132710.0,271143,1444,TV,24,Finished Airing,Summer,2005,asread.,Seinen
Tokyo Godfathers,280,806,8.27,135318.0,271097,2371,Movie,1,Finished Airing,,2003,Madhouse,
Servamp,4547,807,6.89,111377.0,270359,1281,TV,12,Finished Airing,Summer,2016,"""Brains Base""",Josei
Servamp,4547,807,6.89,111377.0,270359,1281,TV,12,Finished Airing,Summer,2016,Others,Josei
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",4283,808,6.95,127545.0,270392,1897,TV,13,Finished Airing,Fall,2021,Others,
Ookami-san to Shichinin no Nakama-tachi,3277,809,7.17,126996.0,269581,775,TV,12,Finished Airing,Summer,2010,J.C.Staff,
Noblesse,4598,810,6.88,114266.0,268667,1127,TV,13,Finished Airing,Fall,2020,Production I.G,
Mangaka-san to Assistant-san to The Animation,3567,811,7.11,126994.0,268562,460,TV,12,Finished Airing,Spring,2014,Zexcs,Seinen
Sonny Boy,1009,812,7.76,92764.0,267889,5169,TV,12,Finished Airing,Summer,2021,Madhouse,
InuYasha: Kanketsu-hen,352,813,8.2,135589.0,267835,2083,TV,26,Finished Airing,Fall,2009,Sunrise,Shounen
Mahoutsukai no Yome: Hoshi Matsu Hito,449,814,8.11,117760.0,266719,699,OVA,3,Finished Airing,,2016,Wit Studio,Shounen
Haibane Renmei,623,815,7.97,95911.0,266651,7160,TV,13,Finished Airing,Fall,2002,Others,
Bleach Movie 1: Memories of Nobody,1985,816,7.43,165280.0,265993,594,Movie,1,Finished Airing,,2006,Pierrot,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,48,817,8.71,132924.0,265947,6084,OVA,4,Finished Airing,,1999,Studio Deen,Shounen
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,11483,818,5.55,116821.0,265973,451,TV,12,Finished Airing,Summer,2019,J.C.Staff,
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken",5524,819,6.7,127894.0,265891,430,TV,12,Finished Airing,Fall,2015,SILVER LINK.,
Princess Connect! Re:Dive,3859,820,7.05,113118.0,264853,983,TV,13,Finished Airing,Spring,2020,Others,
Angel Beats! Specials,1500,821,7.56,155706.0,264350,314,Special,2,Finished Airing,,2010,P.A. Works,
100-man no Inochi no Ue ni Ore wa Tatteiru,6667,822,6.5,134114.0,264245,586,TV,12,Finished Airing,Fall,2020,Others,Shounen
Fate/kaleid liner Prisma☆Illya,3906,823,7.04,119168.0,263499,1008,TV,10,Finished Airing,Summer,2013,SILVER LINK.,
Kanon (2006),635,824,7.96,133164.0,262649,4332,TV,24,Finished Airing,Fall,2006,Kyoto Animation,
Black Cat (TV),2422,825,7.33,126344.0,262186,1768,TV,23,Finished Airing,Fall,2005,Gonzo,Shounen
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,8159,826,6.24,118789.0,261596,424,TV,10,Finished Airing,Fall,2017,Diomedéa,
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,8159,826,6.24,118789.0,261596,424,TV,10,Finished Airing,Fall,2017,Others,
Nurarihyon no Mago,1351,827,7.62,114602.0,261374,1325,TV,24,Finished Airing,Summer,2010,Studio Deen,Shounen
Hajime no Ippo: New Challenger,64,828,8.66,152665.0,260967,1667,TV,26,Finished Airing,Winter,2009,Madhouse,Shounen
Ao no Exorcist Movie,1442,829,7.58,137047.0,260596,398,Movie,1,Finished Airing,,2012,A-1 Pictures,Shounen
Tejina-senpai,7182,830,6.41,121071.0,259900,456,TV,12,Finished Airing,Summer,2019,LIDENFILMS,Seinen
Saihate no Paladin,4827,831,6.84,114737.0,259823,1302,TV,12,Finished Airing,Fall,2021,Others,
Promare,657,833,7.94,126910.0,259804,3161,Movie,1,Finished Airing,,2019,Trigger,
Isekai Ojisan,774,832,7.88,70332.0,259642,1383,TV,13,Finished Airing,Summer,2022,Others,
Akuma no Riddle,6023,834,6.6,124088.0,258844,1017,TV,12,Finished Airing,Spring,2014,Diomedéa,
Psycho-Pass Movie,1139,835,7.71,130610.0,258322,526,Movie,1,Finished Airing,,2015,Production I.G,
Fate/Grand Order: Zettai Majuu Sensen Babylonia,667,836,7.94,121172.0,258299,2421,TV,21,Finished Airing,Fall,2019,CloverWorks,
Skip Beat!,482,837,8.08,135738.0,258020,5061,TV,25,Finished Airing,Fall,2008,Others,Shoujo
One Piece Film: Z,412,838,8.14,164132.0,257973,582,Movie,1,Finished Airing,,2012,Toei Animation,Shounen
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",5816,839,6.65,116416.0,257953,1218,TV,12,Finished Airing,Fall,2020,SILVER LINK.,
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",3173,840,7.19,125996.0,257541,1579,TV,12,Finished Airing,Spring,2022,Others,
Nyan Koi!,3425,841,7.14,132727.0,257258,579,TV,12,Finished Airing,Fall,2009,AIC,
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,7596,842,6.34,128610.0,257094,826,TV,12,Finished Airing,Winter,2021,LIDENFILMS,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,Passione,
