Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Genres,Demographic
Fullmetal Alchemist: Brotherhood,1,3,9.11,1968498,3096928,213711,TV,64,Finished Airing,Spring,2009,Action,Shounen
Fullmetal Alchemist: Brotherhood,1,3,9.11,1968498,3096928,213711,TV,64,Finished Airing,Spring,2009,Adventure,Shounen
Fullmetal Alchemist: Brotherhood,1,3,9.11,1968498,3096928,213711,TV,64,Finished Airing,Spring,2009,Drama,Shounen
Fullmetal Alchemist: Brotherhood,1,3,9.11,1968498,3096928,213711,TV,64,Finished Airing,Spring,2009,Fantasy,Shounen
Bleach: Sennen Kessen-hen,2,518,9.1,176150,395099,15982,TV,13,Finished Airing,Fall,2022,Action,Shounen
Bleach: Sennen Kessen-hen,2,518,9.1,176150,395099,15982,TV,13,Finished Airing,Fall,2022,Adventure,Shounen
Bleach: Sennen Kessen-hen,2,518,9.1,176150,395099,15982,TV,13,Finished Airing,Fall,2022,Fantasy,Shounen
Steins;Gate,3,13,9.08,1307453,2385176,179860,TV,24,Finished Airing,Spring,2011,Drama,
Steins;Gate,3,13,9.08,1307453,2385176,179860,TV,24,Finished Airing,Spring,2011,Sci-Fi,
Steins;Gate,3,13,9.08,1307453,2385176,179860,TV,24,Finished Airing,Spring,2011,Suspense,
Gintama°,4,335,9.07,231942,579574,15572,TV,51,Finished Airing,Spring,2015,Action,Shounen
Gintama°,4,335,9.07,231942,579574,15572,TV,51,Finished Airing,Spring,2015,Comedy,Shounen
Gintama°,4,335,9.07,231942,579574,15572,TV,51,Finished Airing,Spring,2015,Sci-Fi,Shounen
Kaguya-sama wa Kokurasetai: Ultra Romantic,5,224,9.07,409692,762610,27361,TV,13,Finished Airing,Spring,2022,Comedy,Seinen
Kaguya-sama wa Kokurasetai: Ultra Romantic,5,224,9.07,409692,762610,27361,TV,13,Finished Airing,Spring,2022,Romance,Seinen
Shingeki no Kyojin Season 3 Part 2,6,27,9.06,1422409,2031135,54110,TV,10,Finished Airing,Spring,2019,Action,Shounen
Shingeki no Kyojin Season 3 Part 2,6,27,9.06,1422409,2031135,54110,TV,10,Finished Airing,Spring,2019,Drama,Shounen
Gintama: The Final,7,1588,9.05,59808,125093,3971,Movie,1,Finished Airing,,2021,Action,Shounen
Gintama: The Final,7,1588,9.05,59808,125093,3971,Movie,1,Finished Airing,,2021,Comedy,Shounen
Gintama: The Final,7,1588,9.05,59808,125093,3971,Movie,1,Finished Airing,,2021,Drama,Shounen
Gintama: The Final,7,1588,9.05,59808,125093,3971,Movie,1,Finished Airing,,2021,Sci-Fi,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Action,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Comedy,Shounen
Gintama',8,385,9.04,221072,511112,7583,TV,51,Finished Airing,Spring,2011,Sci-Fi,Shounen
Hunter x Hunter (2011),9,10,9.04,1605770,2584223,195979,TV,148,Finished Airing,Fall,2011,Action,Shounen
Hunter x Hunter (2011),9,10,9.04,1605770,2584223,195979,TV,148,Finished Airing,Fall,2011,Adventure,Shounen
Hunter x Hunter (2011),9,10,9.04,1605770,2584223,195979,TV,148,Finished Airing,Fall,2011,Fantasy,Shounen
Ginga Eiyuu Densetsu,11,724,9.02,74176,298804,15395,OVA,110,Finished Airing,,1988,Drama,
Ginga Eiyuu Densetsu,11,724,9.02,74176,298804,15395,OVA,110,Finished Airing,,1988,Sci-Fi,
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,Action,Shounen
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,Comedy,Shounen
Gintama': Enchousen,10,712,9.03,154383,301900,2930,TV,13,Finished Airing,Fall,2012,Sci-Fi,Shounen
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,Drama,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,Romance,Shoujo
Fruits Basket: The Final,12,496,9.01,199637,409391,18297,TV,13,Finished Airing,Spring,2021,Supernatural,Shoujo
Gintama.,13,743,8.99,134928,290072,2613,TV,12,Finished Airing,Winter,2017,Action,Shounen
Gintama.,13,743,8.99,134928,290072,2613,TV,12,Finished Airing,Winter,2017,Comedy,Shounen
Gintama.,13,743,8.99,134928,290072,2613,TV,12,Finished Airing,Winter,2017,Sci-Fi,Shounen
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,14,1944,8.97,10420,95319,476,Movie,1,Finished Airing,,2022,Comedy,Seinen
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,14,1944,8.97,10420,95319,476,Movie,1,Finished Airing,,2022,Drama,Seinen
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,14,1944,8.97,10420,95319,476,Movie,1,Finished Airing,,2022,Romance,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,Drama,Seinen
3-gatsu no Lion 2nd Season,15,551,8.94,186834,375011,14687,TV,22,Finished Airing,Fall,2017,Slice of Life,Seinen
Clannad: After Story,16,111,8.94,630878,1130850,68334,TV,24,Finished Airing,Fall,2008,Drama,
Clannad: After Story,16,111,8.94,630878,1130850,68334,TV,24,Finished Airing,Fall,2008,Romance,
Clannad: After Story,16,111,8.94,630878,1130850,68334,TV,24,Finished Airing,Fall,2008,Supernatural,
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Action,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Comedy,Shounen
Gintama,17,139,8.94,374638,1003597,56937,TV,201,Finished Airing,Spring,2006,Sci-Fi,Shounen
Koe no Katachi,18,19,8.94,1481502,2132723,81535,Movie,1,Finished Airing,,2016,Award Winning,Shounen
Koe no Katachi,18,19,8.94,1481502,2132723,81535,Movie,1,Finished Airing,,2016,Drama,Shounen
Bocchi the Rock!,19,635,8.92,184106,334574,16214,TV,12,Finished Airing,Fall,2022,,
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Action,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Comedy,Shounen
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,959,8.92,127363,224169,2069,Movie,1,Finished Airing,,2013,Sci-Fi,Shounen
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Action,
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Award Winning,
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Drama,
Code Geass: Hangyaku no Lelouch R2,21,47,8.91,1123594,1664362,73613,TV,25,Finished Airing,Spring,2008,Sci-Fi,
Violet Evergarden Movie,22,378,8.91,222929,519716,7871,Movie,1,Finished Airing,,2020,Award Winning,
Violet Evergarden Movie,22,378,8.91,222929,519716,7871,Movie,1,Finished Airing,,2020,Drama,
Violet Evergarden Movie,22,378,8.91,222929,519716,7871,Movie,1,Finished Airing,,2020,Fantasy,
Owarimonogatari 2nd Season,23,556,8.89,179290,371875,8353,TV,7,Finished Airing,Summer,2017,Comedy,
Owarimonogatari 2nd Season,23,556,8.89,179290,371875,8353,TV,7,Finished Airing,Summer,2017,Mystery,
Owarimonogatari 2nd Season,23,556,8.89,179290,371875,8353,TV,7,Finished Airing,Summer,2017,Supernatural,
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Action,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Comedy,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Sci-Fi,Shounen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Drama,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Mystery,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Suspense,Seinen
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Award Winning,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Drama,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Supernatural,
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Action,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Fantasy,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Action,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Comedy,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Sci-Fi,Shounen
Kingdom 3rd Season,29,2067,8.81,32002,86559,1726,TV,26,Finished Airing,Spring,2020,,Seinen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Action,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Drama,Shounen
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,Action,
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,Comedy,
Mob Psycho 100 II,31,76,8.8,872693,1388309,31273,TV,13,Finished Airing,Winter,2019,Supernatural,
Kizumonogatari III: Reiketsu-hen,32,467,8.79,249772,430428,7120,Movie,1,Finished Airing,,2017,Action,
Kizumonogatari III: Reiketsu-hen,32,467,8.79,249772,430428,7120,Movie,1,Finished Airing,,2017,Mystery,
Kizumonogatari III: Reiketsu-hen,32,467,8.79,249772,430428,7120,Movie,1,Finished Airing,,2017,Supernatural,
Sen to Chihiro no Kamikakushi,33,44,8.78,1205808,1718812,30422,Movie,1,Finished Airing,,2001,Adventure,
Sen to Chihiro no Kamikakushi,33,44,8.78,1205808,1718812,30422,Movie,1,Finished Airing,,2001,Award Winning,
Sen to Chihiro no Kamikakushi,33,44,8.78,1205808,1718812,30422,Movie,1,Finished Airing,,2001,Supernatural,
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,34,114,8.78,740657,1114967,15035,TV,10,Finished Airing,Fall,2016,,Shounen
Monogatari Series: Second Season,35,291,8.77,340971,637694,22897,TV,26,Finished Airing,Summer,2013,Comedy,
Monogatari Series: Second Season,35,291,8.77,340971,637694,22897,TV,26,Finished Airing,Summer,2013,Mystery,
Monogatari Series: Second Season,35,291,8.77,340971,637694,22897,TV,26,Finished Airing,Summer,2013,Romance,
Monogatari Series: Second Season,35,291,8.77,340971,637694,22897,TV,26,Finished Airing,Summer,2013,Supernatural,
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Action,Shounen
Shingeki no Kyojin: The Final Season Part 2,36,125,8.77,574330,1062429,28482,TV,12,Finished Airing,Winter,2022,Drama,Shounen
Shiguang Dailiren,37,788,8.75,95849,276201,8811,ONA,11,Finished Airing,,2021,Drama,
Shiguang Dailiren,37,788,8.75,95849,276201,8811,ONA,11,Finished Airing,,2021,Supernatural,
Cowboy Bebop,38,43,8.75,891443,1730094,76750,TV,26,Finished Airing,Spring,1998,Action,
Cowboy Bebop,38,43,8.75,891443,1730094,76750,TV,26,Finished Airing,Spring,1998,Award Winning,
Cowboy Bebop,38,43,8.75,891443,1730094,76750,TV,26,Finished Airing,Spring,1998,Sci-Fi,
Hajime no Ippo,39,370,8.75,257106,527817,19323,TV,75,Finished Airing,Fall,2000,,Shounen
Kingdom 4th Season,40,2845,8.75,18661,49596,899,TV,26,Finished Airing,Spring,2022,,Seinen
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,Action,
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,Comedy,
Mob Psycho 100 III,41,383,8.74,202086,512628,7880,TV,12,Finished Airing,Fall,2022,Supernatural,
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Adventure,Seinen
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Fantasy,Seinen
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Mystery,Seinen
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Slice of Life,Seinen
Mushishi Zoku Shou 2nd Season,42,866,8.73,99337,249815,1378,TV,10,Finished Airing,Fall,2014,Supernatural,Seinen
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,43,1202,8.73,61719,177640,3051,TV,12,Finished Airing,Winter,2017,,Josei
Vinland Saga,44,90,8.73,714701,1282602,39424,TV,24,Finished Airing,Summer,2019,Action,Seinen
Vinland Saga,44,90,8.73,714701,1282602,39424,TV,24,Finished Airing,Summer,2019,Adventure,Seinen
Vinland Saga,44,90,8.73,714701,1282602,39424,TV,24,Finished Airing,Summer,2019,Drama,Seinen
Vinland Saga Season 2,45,650,8.73,40924,325864,3430,TV,24,Currently Airing,Winter,2023,Action,Seinen
Vinland Saga Season 2,45,650,8.73,40924,325864,3430,TV,24,Currently Airing,Winter,2023,Adventure,Seinen
Vinland Saga Season 2,45,650,8.73,40924,325864,3430,TV,24,Currently Airing,Winter,2023,Drama,Seinen
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Drama,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Fantasy,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,46,235,8.71,443198,737498,16407,TV,12,Finished Airing,Fall,2021,Ecchi,
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,47,815,8.71,132799,265607,6077,OVA,4,Finished Airing,,1999,Action,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,47,815,8.71,132799,265607,6077,OVA,4,Finished Airing,,1999,Drama,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,47,815,8.71,132799,265607,6077,OVA,4,Finished Airing,,1999,Romance,Shounen
86 Part 2,48,509,8.71,215262,401743,11980,TV,12,Finished Airing,Fall,2021,Action,
86 Part 2,48,509,8.71,215262,401743,11980,TV,12,Finished Airing,Fall,2021,Drama,
86 Part 2,48,509,8.71,215262,401743,11980,TV,12,Finished Airing,Fall,2021,Sci-Fi,
Ashita no Joe 2,49,2959,8.71,17930,46190,2341,TV,47,Finished Airing,Fall,1980,Drama,Shounen
Ashita no Joe 2,49,2959,8.71,17930,46190,2341,TV,47,Finished Airing,Fall,1980,Sports,Shounen
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Action,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Award Winning,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Drama,
Code Geass: Hangyaku no Lelouch,50,20,8.7,1318147,2109531,103758,TV,25,Finished Airing,Fall,2006,Sci-Fi,
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Adventure,Seinen
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Fantasy,Seinen
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Mystery,Seinen
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Slice of Life,Seinen
Mushishi Zoku Shou,51,761,8.7,111916,283232,1498,TV,10,Finished Airing,Spring,2014,Supernatural,Seinen
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,Award Winning,
Odd Taxi,52,561,8.7,181438,369746,7385,TV,13,Finished Airing,Spring,2021,Mystery,
Fate/stay night Movie: Heaven's Feel - III. Spring Song,53,695,8.69,161090,310515,7512,Movie,1,Finished Airing,,2020,Action,
Fate/stay night Movie: Heaven's Feel - III. Spring Song,53,695,8.69,161090,310515,7512,Movie,1,Finished Airing,,2020,Fantasy,
Fate/stay night Movie: Heaven's Feel - III. Spring Song,53,695,8.69,161090,310515,7512,Movie,1,Finished Airing,,2020,Supernatural,
Great Teacher Onizuka,54,217,8.69,380479,771832,24763,TV,43,Finished Airing,Summer,1999,Comedy,Shounen
Great Teacher Onizuka,54,217,8.69,380479,771832,24763,TV,43,Finished Airing,Summer,1999,Drama,Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,55,1665,8.69,74696,118255,2064,ONA,14,Finished Airing,,2022,Action,Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,55,1665,8.69,74696,118255,2064,ONA,14,Finished Airing,,2022,Adventure,Shounen
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,55,1665,8.69,74696,118255,2064,ONA,14,Finished Airing,,2022,Supernatural,Shounen
Made in Abyss: Retsujitsu no Ougonkyou,56,599,8.68,134980,352365,4676,TV,12,Finished Airing,Summer,2022,Adventure,
Made in Abyss: Retsujitsu no Ougonkyou,56,599,8.68,134980,352365,4676,TV,12,Finished Airing,Summer,2022,Drama,
Made in Abyss: Retsujitsu no Ougonkyou,56,599,8.68,134980,352365,4676,TV,12,Finished Airing,Summer,2022,Fantasy,
Made in Abyss: Retsujitsu no Ougonkyou,56,599,8.68,134980,352365,4676,TV,12,Finished Airing,Summer,2022,Mystery,
Made in Abyss: Retsujitsu no Ougonkyou,56,599,8.68,134980,352365,4676,TV,12,Finished Airing,Summer,2022,Sci-Fi,
One Piece,57,21,8.68,1184231,2099605,190799,TV,0,Currently Airing,Fall,1999,Action,Shounen
One Piece,57,21,8.68,1184231,2099605,190799,TV,0,Currently Airing,Fall,1999,Adventure,Shounen
One Piece,57,21,8.68,1184231,2099605,190799,TV,0,Currently Airing,Fall,1999,Fantasy,Shounen
Mononoke Hime,58,105,8.67,751876,1163853,20160,Movie,1,Finished Airing,,1997,Action,
Mononoke Hime,58,105,8.67,751876,1163853,20160,Movie,1,Finished Airing,,1997,Adventure,
Mononoke Hime,58,105,8.67,751876,1163853,20160,Movie,1,Finished Airing,,1997,Award Winning,
Mononoke Hime,58,105,8.67,751876,1163853,20160,Movie,1,Finished Airing,,1997,Fantasy,
Spy x Family,59,93,8.67,746856,1253320,36915,TV,12,Finished Airing,Spring,2022,Action,Shounen
Spy x Family,59,93,8.67,746856,1253320,36915,TV,12,Finished Airing,Spring,2022,Award Winning,Shounen
Spy x Family,59,93,8.67,746856,1253320,36915,TV,12,Finished Airing,Spring,2022,Comedy,Shounen
Violet Evergarden,60,50,8.67,888777,1632375,56198,TV,13,Finished Airing,Winter,2018,Drama,
Violet Evergarden,60,50,8.67,888777,1632375,56198,TV,13,Finished Airing,Winter,2018,Fantasy,
Made in Abyss,61,92,8.66,676733,1254956,40823,TV,13,Finished Airing,Summer,2017,Adventure,
Made in Abyss,61,92,8.66,676733,1254956,40823,TV,13,Finished Airing,Summer,2017,Drama,
Made in Abyss,61,92,8.66,676733,1254956,40823,TV,13,Finished Airing,Summer,2017,Fantasy,
Made in Abyss,61,92,8.66,676733,1254956,40823,TV,13,Finished Airing,Summer,2017,Mystery,
Made in Abyss,61,92,8.66,676733,1254956,40823,TV,13,Finished Airing,Summer,2017,Sci-Fi,
Mushishi,62,208,8.66,264131,780054,25608,TV,26,Finished Airing,Fall,2005,Adventure,Seinen
Mushishi,62,208,8.66,264131,780054,25608,TV,26,Finished Airing,Fall,2005,Fantasy,Seinen
Mushishi,62,208,8.66,264131,780054,25608,TV,26,Finished Airing,Fall,2005,Mystery,Seinen
Mushishi,62,208,8.66,264131,780054,25608,TV,26,Finished Airing,Fall,2005,Slice of Life,Seinen
Mushishi,62,208,8.66,264131,780054,25608,TV,26,Finished Airing,Fall,2005,Supernatural,Seinen
Hajime no Ippo: New Challenger,63,828,8.66,152230,260166,1671,TV,26,Finished Airing,Winter,2009,,Shounen
Howl no Ugoku Shiro,64,95,8.66,841499,1217924,25958,Movie,1,Finished Airing,,2004,Adventure,
Howl no Ugoku Shiro,64,95,8.66,841499,1217924,25958,Movie,1,Finished Airing,,2004,Award Winning,
Howl no Ugoku Shiro,64,95,8.66,841499,1217924,25958,Movie,1,Finished Airing,,2004,Drama,
Howl no Ugoku Shiro,64,95,8.66,841499,1217924,25958,Movie,1,Finished Airing,,2004,Fantasy,
Howl no Ugoku Shiro,64,95,8.66,841499,1217924,25958,Movie,1,Finished Airing,,2004,Romance,
Chainsaw Man,65,109,8.65,522282,1140315,37805,TV,12,Finished Airing,Fall,2022,Action,Shounen
Chainsaw Man,65,109,8.65,522282,1140315,37805,TV,12,Finished Airing,Fall,2022,Fantasy,Shounen
Jujutsu Kaisen,66,17,8.65,1394028,2155282,78790,TV,24,Finished Airing,Fall,2020,Action,Shounen
Jujutsu Kaisen,66,17,8.65,1394028,2155282,78790,TV,24,Finished Airing,Fall,2020,Award Winning,Shounen
Jujutsu Kaisen,66,17,8.65,1394028,2155282,78790,TV,24,Finished Airing,Fall,2020,Fantasy,Shounen
Natsume Yuujinchou Shi,67,926,8.65,103046,232373,1933,TV,13,Finished Airing,Winter,2012,Drama,Shoujo
Natsume Yuujinchou Shi,67,926,8.65,103046,232373,1933,TV,13,Finished Airing,Winter,2012,Slice of Life,Shoujo
Natsume Yuujinchou Shi,67,926,8.65,103046,232373,1933,TV,13,Finished Airing,Winter,2012,Supernatural,Shoujo
Shigatsu wa Kimi no Uso,68,23,8.65,1260984,2063882,82237,TV,22,Finished Airing,Fall,2014,Drama,Shounen
Shigatsu wa Kimi no Uso,68,23,8.65,1260984,2063882,82237,TV,22,Finished Airing,Fall,2014,Romance,Shounen
Haikyuu!! Second Season,69,84,8.64,879528,1330581,15396,TV,25,Finished Airing,Fall,2015,,Shounen
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,70,96,8.64,774563,1215628,18521,TV,12,Finished Airing,Spring,2020,,Seinen
Bungou Stray Dogs 4th Season,71,1167,8.63,16474,182664,1848,TV,13,Currently Airing,Winter,2023,Action,Seinen
Bungou Stray Dogs 4th Season,71,1167,8.63,16474,182664,1848,TV,13,Currently Airing,Winter,2023,Mystery,Seinen
Bungou Stray Dogs 4th Season,71,1167,8.63,16474,182664,1848,TV,13,Currently Airing,Winter,2023,Supernatural,Seinen
Kimetsu no Yaiba Movie: Mugen Ressha-hen,72,86,8.63,870876,1328020,12416,Movie,1,Finished Airing,,2020,Action,Shounen
Kimetsu no Yaiba Movie: Mugen Ressha-hen,72,86,8.63,870876,1328020,12416,Movie,1,Finished Airing,,2020,Fantasy,Shounen
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Adventure,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Drama,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Fantasy,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Mystery,
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,73,505,8.63,212064,403050,3207,Movie,1,Finished Airing,,2020,Sci-Fi,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Action,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Adventure,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Award Winning,
Tengen Toppa Gurren Lagann,74,64,8.63,854184,1521869,74836,TV,27,Finished Airing,Spring,2007,Sci-Fi,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,Action,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,Adventure,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,Drama,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,Fantasy,
Mo Dao Zu Shi: Wanjie Pian,75,2385,8.62,20950,68312,1463,ONA,12,Finished Airing,,2021,Mystery,
Natsume Yuujinchou Roku,76,1234,8.62,63062,173762,1024,TV,11,Finished Airing,Spring,2017,Drama,Shoujo
Natsume Yuujinchou Roku,76,1234,8.62,63062,173762,1024,TV,11,Finished Airing,Spring,2017,Slice of Life,Shoujo
Natsume Yuujinchou Roku,76,1234,8.62,63062,173762,1024,TV,11,Finished Airing,Spring,2017,Supernatural,Shoujo
Ping Pong the Animation,77,567,8.62,170950,365812,14870,TV,11,Finished Airing,Spring,2014,Award Winning,Seinen
Ping Pong the Animation,77,567,8.62,170950,365812,14870,TV,11,Finished Airing,Spring,2014,Drama,Seinen
Ping Pong the Animation,77,567,8.62,170950,365812,14870,TV,11,Finished Airing,Spring,2014,Sports,Seinen
Shingeki no Kyojin Season 3,78,18,8.62,1457784,2143805,19362,TV,12,Finished Airing,Summer,2018,Action,Shounen
Shingeki no Kyojin Season 3,78,18,8.62,1457784,2143805,19362,TV,12,Finished Airing,Summer,2018,Drama,Shounen
Death Note,79,2,8.62,2563709,3632562,164655,TV,37,Finished Airing,Fall,2006,Supernatural,Shounen
Death Note,79,2,8.62,2563709,3632562,164655,TV,37,Finished Airing,Fall,2006,Suspense,Shounen
Cyberpunk: Edgerunners,80,401,8.61,324854,490987,16207,ONA,10,Finished Airing,,2022,Action,
Cyberpunk: Edgerunners,80,401,8.61,324854,490987,16207,ONA,10,Finished Airing,,2022,Sci-Fi,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Action,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Award Winning,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Drama,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Sci-Fi,
Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,,2021,Suspense,
