Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Genres,Demographic
Chihayafuru 2,176,963,8.39,123575,223672,1579,TV,25,Finished Airing,Winter,2013,Sports,Josei
Cross Game,177,1651,8.39,48911,119398,2973,TV,50,Finished Airing,Spring,2009,Drama,Shounen
Cross Game,177,1651,8.39,48911,119398,2973,TV,50,Finished Airing,Spring,2009,Romance,Shounen
Cross Game,177,1651,8.39,48911,119398,2973,TV,50,Finished Airing,Spring,2009,Sports,Shounen
Kamisama Hajimemashita: Kako-hen,178,1353,8.39,76359,155677,950,OVA,4,Finished Airing,,2015,Comedy,Shoujo
Kamisama Hajimemashita: Kako-hen,178,1353,8.39,76359,155677,950,OVA,4,Finished Airing,,2015,Fantasy,Shoujo
Kamisama Hajimemashita: Kako-hen,178,1353,8.39,76359,155677,950,OVA,4,Finished Airing,,2015,Romance,Shoujo
Kimetsu no Yaiba: Mugen Ressha-hen,179,340,8.39,331172,571822,3676,TV,7,Finished Airing,Fall,2021,Action,Shounen
Kimetsu no Yaiba: Mugen Ressha-hen,179,340,8.39,331172,571822,3676,TV,7,Finished Airing,Fall,2021,Fantasy,Shounen
Natsume Yuujinchou Roku Specials,180,3066,8.39,18890,43217,67,Special,2,Finished Airing,,2017,Drama,Shoujo
Natsume Yuujinchou Roku Specials,180,3066,8.39,18890,43217,67,Special,2,Finished Airing,,2017,Slice of Life,Shoujo
Natsume Yuujinchou Roku Specials,180,3066,8.39,18890,43217,67,Special,2,Finished Airing,,2017,Supernatural,Shoujo
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,Action,
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,Adventure,
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,Comedy,
Tensei shitara Slime Datta Ken 2nd Season,181,183,8.39,475099,839129,10185,TV,12,Finished Airing,Winter,2021,Fantasy,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Action,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Adventure,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Drama,
Tian Guan Ci Fu,182,1719,8.39,47409,113695,4245,ONA,11,Finished Airing,,2020,Supernatural,
Non Non Biyori Nonstop,183,1734,8.38,41278,112626,896,TV,12,Finished Airing,Winter,2021,,Seinen
3-gatsu no Lion,184,288,8.38,265537,641110,14912,TV,22,Finished Airing,Fall,2016,Drama,Seinen
3-gatsu no Lion,184,288,8.38,265537,641110,14912,TV,22,Finished Airing,Fall,2016,Slice of Life,Seinen
Barakamon,185,298,8.38,323159,627912,12435,TV,12,Finished Airing,Summer,2014,,
Cowboy Bebop: Tengoku no Tobira,186,594,8.38,202387,353743,1403,Movie,1,Finished Airing,,2001,Action,
Cowboy Bebop: Tengoku no Tobira,186,594,8.38,202387,353743,1403,Movie,1,Finished Airing,,2001,Sci-Fi,
Kage no Jitsuryokusha ni Naritakute!,187,539,8.38,146735,377699,7425,TV,20,Finished Airing,Fall,2022,Action,
Kage no Jitsuryokusha ni Naritakute!,187,539,8.38,146735,377699,7425,TV,20,Finished Airing,Fall,2022,Comedy,
Kage no Jitsuryokusha ni Naritakute!,187,539,8.38,146735,377699,7425,TV,20,Finished Airing,Fall,2022,Fantasy,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,Action,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,Comedy,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,Mystery,
Baccano!,188,174,8.37,367354,866228,22760,TV,13,Finished Airing,Summer,2007,Supernatural,
Fumetsu no Anata e,189,206,8.37,321413,782856,13214,TV,20,Finished Airing,Spring,2021,Adventure,Shounen
Fumetsu no Anata e,189,206,8.37,321413,782856,13214,TV,20,Finished Airing,Spring,2021,Drama,Shounen
Fumetsu no Anata e,189,206,8.37,321413,782856,13214,TV,20,Finished Airing,Spring,2021,Supernatural,Shounen
Usagi Drop,190,415,8.37,234204,473664,5971,TV,11,Finished Airing,Summer,2011,,Josei
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,191,273,8.37,358744,663495,13308,TV,12,Finished Airing,Summer,2020,Comedy,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,191,273,8.37,358744,663495,13308,TV,12,Finished Airing,Summer,2020,Romance,
Yoru ni Kakeru,192,4792,8.37,10703,17084,84,Music,1,Finished Airing,,2019,,
Kizumonogatari I: Tekketsu-hen,193,398,8.37,266061,496951,3329,Movie,1,Finished Airing,,2016,Action,
Kizumonogatari I: Tekketsu-hen,193,398,8.37,266061,496951,3329,Movie,1,Finished Airing,,2016,Mystery,
Kizumonogatari I: Tekketsu-hen,193,398,8.37,266061,496951,3329,Movie,1,Finished Airing,,2016,Supernatural,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Adventure,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Drama,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Fantasy,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Mystery,
Made in Abyss Movie 2: Hourou Suru Tasogare,194,1669,8.37,44673,117811,200,Movie,1,Finished Airing,,2019,Sci-Fi,
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,195,1113,8.37,96062,192779,1017,Movie,1,Finished Airing,,2012,Drama,
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,195,1113,8.37,96062,192779,1017,Movie,1,Finished Airing,,2012,Suspense,
Mushoku Tensei: Isekai Ittara Honki Dasu,196,120,8.37,668006,1100514,27115,TV,11,Finished Airing,Winter,2021,Drama,
Mushoku Tensei: Isekai Ittara Honki Dasu,196,120,8.37,668006,1100514,27115,TV,11,Finished Airing,Winter,2021,Fantasy,
Mushoku Tensei: Isekai Ittara Honki Dasu,196,120,8.37,668006,1100514,27115,TV,11,Finished Airing,Winter,2021,Ecchi,
Mahou Shoujo Madoka★Magica,197,97,8.36,711566,1213062,51733,TV,12,Finished Airing,Winter,2011,Award Winning,
Mahou Shoujo Madoka★Magica,197,97,8.36,711566,1213062,51733,TV,12,Finished Airing,Winter,2011,Drama,
Mahou Shoujo Madoka★Magica,197,97,8.36,711566,1213062,51733,TV,12,Finished Airing,Winter,2011,Suspense,
Haikyuu!! To the Top,198,179,8.36,521949,851458,4957,TV,13,Finished Airing,Winter,2020,,Shounen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Action,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Horror,Seinen
Hellsing Ultimate,199,170,8.36,453036,870673,20620,OVA,10,Finished Airing,,2006,Supernatural,Seinen
Kaze no Tani no Nausicaä,200,604,8.36,218689,349209,4792,Movie,1,Finished Airing,,1984,Adventure,
Kaze no Tani no Nausicaä,200,604,8.36,218689,349209,4792,Movie,1,Finished Airing,,1984,Award Winning,
Kaze no Tani no Nausicaä,200,604,8.36,218689,349209,4792,Movie,1,Finished Airing,,1984,Fantasy,
Bakuman. 2nd Season,201,624,8.35,204492,339866,1361,TV,25,Finished Airing,Fall,2011,Comedy,Shounen
Bakuman. 2nd Season,201,624,8.35,204492,339866,1361,TV,25,Finished Airing,Fall,2011,Drama,Shounen
Bakuman. 2nd Season,201,624,8.35,204492,339866,1361,TV,25,Finished Airing,Fall,2011,Romance,Shounen
Gintama: Shiroyasha Koutan,202,2430,8.35,32623,66331,87,Special,1,Finished Airing,,2008,Action,
Gintama: Shiroyasha Koutan,202,2430,8.35,32623,66331,87,Special,1,Finished Airing,,2008,Comedy,
Gintama: Shiroyasha Koutan,202,2430,8.35,32623,66331,87,Special,1,Finished Airing,,2008,Sci-Fi,
K-On! Movie,203,692,8.35,183012,311060,2614,Movie,1,Finished Airing,,2011,Award Winning,
K-On! Movie,203,692,8.35,183012,311060,2614,Movie,1,Finished Airing,,2011,Comedy,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,204,135,8.35,580680,1013084,11148,TV,13,Finished Airing,Summer,2020,Drama,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,204,135,8.35,580680,1013084,11148,TV,13,Finished Airing,Summer,2020,Fantasy,
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,204,135,8.35,580680,1013084,11148,TV,13,Finished Airing,Summer,2020,Suspense,
Spy x Family Part 2,205,260,8.35,302052,686701,6451,TV,13,Finished Airing,Fall,2022,Action,Shounen
Spy x Family Part 2,205,260,8.35,302052,686701,6451,TV,13,Finished Airing,Fall,2022,Comedy,Shounen
Kiseijuu: Sei no Kakuritsu,206,42,8.34,1080183,1743917,33005,TV,24,Finished Airing,Fall,2014,Action,Seinen
Kiseijuu: Sei no Kakuritsu,206,42,8.34,1080183,1743917,33005,TV,24,Finished Airing,Fall,2014,Horror,Seinen
Kiseijuu: Sei no Kakuritsu,206,42,8.34,1080183,1743917,33005,TV,24,Finished Airing,Fall,2014,Sci-Fi,Seinen
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Action,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Avant Garde,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Award Winning,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Drama,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Sci-Fi,
Neon Genesis Evangelion,207,46,8.34,998097,1675400,98302,TV,26,Finished Airing,Fall,1995,Suspense,
Psycho-Pass,208,59,8.34,745219,1541765,37263,TV,22,Finished Airing,Fall,2012,Action,
Psycho-Pass,208,59,8.34,745219,1541765,37263,TV,22,Finished Airing,Fall,2012,Sci-Fi,
Psycho-Pass,208,59,8.34,745219,1541765,37263,TV,22,Finished Airing,Fall,2012,Suspense,
Major S6,209,2569,8.33,35305,60164,472,TV,25,Finished Airing,Spring,2010,,Shounen
Natsume Yuujinchou: Itsuka Yuki no Hi ni,210,2235,8.33,34093,76205,104,OVA,1,Finished Airing,,2014,Drama,Shoujo
Natsume Yuujinchou: Itsuka Yuki no Hi ni,210,2235,8.33,34093,76205,104,OVA,1,Finished Airing,,2014,Slice of Life,Shoujo
Natsume Yuujinchou: Itsuka Yuki no Hi ni,210,2235,8.33,34093,76205,104,OVA,1,Finished Airing,,2014,Supernatural,Shoujo
One Outs,211,952,8.33,110051,225417,3884,TV,25,Finished Airing,Fall,2008,,Seinen
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,Action,
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,Adventure,
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,Comedy,
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,Fantasy,
Bakemonogatari,213,83,8.33,700302,1336026,47602,TV,15,Finished Airing,Summer,2009,Mystery,
Bakemonogatari,213,83,8.33,700302,1336026,47602,TV,15,Finished Airing,Summer,2009,Romance,
Bakemonogatari,213,83,8.33,700302,1336026,47602,TV,15,Finished Airing,Summer,2009,Supernatural,
Dr. Stone: Ryuusui,214,1228,8.33,77574,174492,615,Special,1,Finished Airing,,2022,Adventure,Shounen
Dr. Stone: Ryuusui,214,1228,8.33,77574,174492,615,Special,1,Finished Airing,,2022,Comedy,Shounen
Dr. Stone: Ryuusui,214,1228,8.33,77574,174492,615,Special,1,Finished Airing,,2022,Sci-Fi,Shounen
Given,215,379,8.33,283375,519301,16200,TV,11,Finished Airing,Summer,2019,Boys Love,
Given,215,379,8.33,283375,519301,16200,TV,11,Finished Airing,Summer,2019,Drama,
Given,215,379,8.33,283375,519301,16200,TV,11,Finished Airing,Summer,2019,Romance,
Gotcha!,216,3853,8.33,18564,27754,221,Music,1,Finished Airing,,2020,,
IDOLiSH7 Third Beat! Part 2,217,5847,8.33,1854,10273,158,TV,17,Finished Airing,Fall,2022,,
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Action,Shounen
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Sci-Fi,Shounen
Kingdom 2nd Season,219,1699,8.33,55722,114927,816,TV,39,Finished Airing,Summer,2013,,Seinen
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Action,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Drama,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Sci-Fi,
Versailles no Bara,221,2016,8.33,27574,90088,2777,TV,40,Finished Airing,Fall,1979,Drama,Shoujo
Versailles no Bara,221,2016,8.33,27574,90088,2777,TV,40,Finished Airing,Fall,1979,Romance,Shoujo
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",222,715,8.33,179739,301195,813,Special,1,Finished Airing,,2018,Drama,
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",222,715,8.33,179739,301195,813,Special,1,Finished Airing,,2018,Fantasy,
Kobayashi-san Chi no Maid Dragon S,223,394,8.32,240897,502951,5684,TV,12,Finished Airing,Summer,2021,Fantasy,
Kobayashi-san Chi no Maid Dragon S,223,394,8.32,240897,502951,5684,TV,12,Finished Airing,Summer,2021,Slice of Life,
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Drama,Shoujo
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Slice of Life,Shoujo
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Supernatural,Shoujo
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Adventure,
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Fantasy,
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Romance,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Adventure,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Drama,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Slice of Life,
The First Slam Dunk,227,5004,8.32,871,15184,102,Movie,1,Finished Airing,,2022,,Shounen
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,228,63,8.32,938551,1529971,32025,TV,11,Finished Airing,Spring,2011,Drama,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,228,63,8.32,938551,1529971,32025,TV,11,Finished Airing,Spring,2011,Supernatural,
Fate/stay night: Unlimited Blade Works 2nd Season,229,194,8.32,532734,806254,8969,TV,13,Finished Airing,Spring,2015,Action,
Fate/stay night: Unlimited Blade Works 2nd Season,229,194,8.32,532734,806254,8969,TV,13,Finished Airing,Spring,2015,Fantasy,
Fate/stay night: Unlimited Blade Works 2nd Season,229,194,8.32,532734,806254,8969,TV,13,Finished Airing,Spring,2015,Supernatural,
Initial D First Stage,230,619,8.32,171450,341175,10721,TV,26,Finished Airing,Spring,1998,Action,Seinen
Initial D First Stage,230,619,8.32,171450,341175,10721,TV,26,Finished Airing,Spring,1998,Drama,Seinen
Katanagatari,231,363,8.32,205986,537867,10607,TV,12,Finished Airing,Winter,2010,Action,
Katanagatari,231,363,8.32,205986,537867,10607,TV,12,Finished Airing,Winter,2010,Adventure,
Katanagatari,231,363,8.32,205986,537867,10607,TV,12,Finished Airing,Winter,2010,Romance,
Kawaki wo Ameku,232,3887,8.32,17423,27364,194,Music,1,Finished Airing,,2019,,
Kemono no Souja Erin,233,2122,8.32,20279,82278,1478,TV,50,Finished Airing,Winter,2009,Drama,
Kemono no Souja Erin,233,2122,8.32,20279,82278,1478,TV,50,Finished Airing,Winter,2009,Fantasy,
Boku dake ga Inai Machi,234,30,8.31,1273283,1950562,45904,TV,12,Finished Airing,Winter,2016,Mystery,Seinen
Boku dake ga Inai Machi,234,30,8.31,1273283,1950562,45904,TV,12,Finished Airing,Winter,2016,Supernatural,Seinen
Boku dake ga Inai Machi,234,30,8.31,1273283,1950562,45904,TV,12,Finished Airing,Winter,2016,Suspense,Seinen
Boku no Hero Academia 6th Season,235,439,8.31,90052,455733,4798,TV,25,Currently Airing,Fall,2022,,Shounen
Evangelion: 2.0 You Can (Not) Advance,236,392,8.31,309502,505296,3342,Movie,1,Finished Airing,,2009,Action,
Evangelion: 2.0 You Can (Not) Advance,236,392,8.31,309502,505296,3342,Movie,1,Finished Airing,,2009,Drama,
Evangelion: 2.0 You Can (Not) Advance,236,392,8.31,309502,505296,3342,Movie,1,Finished Airing,,2009,Sci-Fi,
Hunter x Hunter: Original Video Animation,237,1633,8.31,63338,120926,389,OVA,8,Finished Airing,,2002,Action,Shounen
Hunter x Hunter: Original Video Animation,237,1633,8.31,63338,120926,389,OVA,8,Finished Airing,,2002,Adventure,Shounen
Hunter x Hunter: Original Video Animation,237,1633,8.31,63338,120926,389,OVA,8,Finished Airing,,2002,Fantasy,Shounen
Natsume Yuujinchou,238,387,8.31,176628,509266,15001,TV,13,Finished Airing,Summer,2008,Drama,Shoujo
Natsume Yuujinchou,238,387,8.31,176628,509266,15001,TV,13,Finished Airing,Summer,2008,Slice of Life,Shoujo
Natsume Yuujinchou,238,387,8.31,176628,509266,15001,TV,13,Finished Airing,Summer,2008,Supernatural,Shoujo
NHK ni Youkoso!,239,254,8.31,315435,692692,24912,TV,24,Finished Airing,Summer,2006,Comedy,
NHK ni Youkoso!,239,254,8.31,315435,692692,24912,TV,24,Finished Airing,Summer,2006,Drama,
NHK ni Youkoso!,239,254,8.31,315435,692692,24912,TV,24,Finished Airing,Summer,2006,Romance,
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,Drama,Josei
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,Romance,Josei
Shelter (Music),241,676,8.31,212870,316184,2402,Music,1,Finished Airing,,2016,,
Kuroko no Basket 3rd Season,242,242,8.3,440965,713125,5002,TV,25,Finished Airing,Winter,2015,,Shounen
Suzume no Tojimari,243,1619,8.3,1843,121775,1083,Movie,1,Finished Airing,,2022,,
Tenki no Ko,244,163,8.3,534742,891950,11344,Movie,1,Finished Airing,,2019,Award Winning,
Tenki no Ko,244,163,8.3,534742,891950,11344,Movie,1,Finished Airing,,2019,Drama,
Tenki no Ko,244,163,8.3,534742,891950,11344,Movie,1,Finished Airing,,2019,Fantasy,
Tenki no Ko,244,163,8.3,534742,891950,11344,Movie,1,Finished Airing,,2019,Romance,
Blue Lock,245,450,8.3,117803,443372,6641,TV,24,Currently Airing,Fall,2022,,Shounen
Detective Conan Movie 06: The Phantom of Baker Street,246,2286,8.3,44122,73290,239,Movie,1,Finished Airing,,2002,Adventure,Shounen
Detective Conan Movie 06: The Phantom of Baker Street,246,2286,8.3,44122,73290,239,Movie,1,Finished Airing,,2002,Mystery,Shounen
Diamond no Ace: Second Season,247,1537,8.3,71996,130001,1033,TV,51,Finished Airing,Spring,2015,,Shounen
Hibike! Euphonium 2,248,1015,8.3,110079,213113,3352,TV,13,Finished Airing,Fall,2016,,
Ashita no Joe,249,2110,8.29,21370,83167,1812,TV,79,Finished Airing,Spring,1970,Drama,Shounen
Ashita no Joe,249,2110,8.29,21370,83167,1812,TV,79,Finished Airing,Spring,1970,Sports,Shounen
Beck,250,661,8.29,134487,319849,8023,TV,26,Finished Airing,Fall,2004,Comedy,Shounen
Beck,250,661,8.29,134487,319849,8023,TV,26,Finished Airing,Fall,2004,Drama,Shounen
Beck,250,661,8.29,134487,319849,8023,TV,26,Finished Airing,Fall,2004,Slice of Life,Shounen
Doukyuusei (Movie),251,868,8.29,133512,249362,5790,Movie,1,Finished Airing,,2016,Boys Love,
Doukyuusei (Movie),251,868,8.29,133512,249362,5790,Movie,1,Finished Airing,,2016,Romance,
Dr. Stone,252,56,8.29,951773,1575817,26004,TV,24,Finished Airing,Summer,2019,Adventure,Shounen
Dr. Stone,252,56,8.29,951773,1575817,26004,TV,24,Finished Airing,Summer,2019,Comedy,Shounen
Dr. Stone,252,56,8.29,951773,1575817,26004,TV,24,Finished Airing,Summer,2019,Sci-Fi,Shounen
Gintama: Shinyaku Benizakura-hen,258,3151,8.29,18202,41277,50,Special,1,Finished Airing,,2010,Action,Shounen
Gintama: Shinyaku Benizakura-hen,258,3151,8.29,18202,41277,50,Special,1,Finished Airing,,2010,Comedy,Shounen
Gintama: Shinyaku Benizakura-hen,258,3151,8.29,18202,41277,50,Special,1,Finished Airing,,2010,Sci-Fi,Shounen
Hotarubi no Mori e,254,213,8.29,434868,776337,9919,Movie,1,Finished Airing,,2011,Award Winning,Shoujo
Hotarubi no Mori e,254,213,8.29,434868,776337,9919,Movie,1,Finished Airing,,2011,Drama,Shoujo
Hotarubi no Mori e,254,213,8.29,434868,776337,9919,Movie,1,Finished Airing,,2011,Romance,Shoujo
Hotarubi no Mori e,254,213,8.29,434868,776337,9919,Movie,1,Finished Airing,,2011,Supernatural,Shoujo
Kino no Tabi: The Beautiful World,255,737,8.29,91001,292798,6504,TV,13,Finished Airing,Spring,2003,Action,
Kino no Tabi: The Beautiful World,255,737,8.29,91001,292798,6504,TV,13,Finished Airing,Spring,2003,Adventure,
Kino no Tabi: The Beautiful World,255,737,8.29,91001,292798,6504,TV,13,Finished Airing,Spring,2003,Slice of Life,
World Trigger 3rd Season,256,1877,8.29,35995,99853,1007,TV,14,Finished Airing,Fall,2021,Action,Shounen
World Trigger 3rd Season,256,1877,8.29,35995,99853,1007,TV,14,Finished Airing,Fall,2021,Sci-Fi,Shounen
World Trigger 3rd Season,256,1877,8.29,35995,99853,1007,TV,14,Finished Airing,Fall,2021,Supernatural,Shounen
Major: World Series,257,3439,8.29,19836,35155,102,OVA,2,Finished Airing,,2011,,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Action,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Adventure,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Comedy,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Romance,Shounen
Shinsekai yori,259,232,8.29,267047,745948,21634,TV,25,Finished Airing,Fall,2012,Drama,
Shinsekai yori,259,232,8.29,267047,745948,21634,TV,25,Finished Airing,Fall,2012,Horror,
Shinsekai yori,259,232,8.29,267047,745948,21634,TV,25,Finished Airing,Fall,2012,Mystery,
Shinsekai yori,259,232,8.29,267047,745948,21634,TV,25,Finished Airing,Fall,2012,Sci-Fi,
Shinsekai yori,259,232,8.29,267047,745948,21634,TV,25,Finished Airing,Fall,2012,Supernatural,
Shirobako,252,476,8.29,136878,424369,6163,TV,24,Finished Airing,Fall,2014,Award Winning,
Shirobako,252,476,8.29,136878,424369,6163,TV,24,Finished Airing,Fall,2014,Comedy,
Shirobako,252,476,8.29,136878,424369,6163,TV,24,Finished Airing,Fall,2014,Drama,
Steins;Gate: Oukoubakko no Poriomania,261,486,8.29,263818,417017,789,Special,1,Finished Airing,,2012,Comedy,
Steins;Gate: Oukoubakko no Poriomania,261,486,8.29,263818,417017,789,Special,1,Finished Airing,,2012,Sci-Fi,
Redline,262,602,8.28,189588,350138,5201,Movie,1,Finished Airing,,2009,Action,
Redline,262,602,8.28,189588,350138,5201,Movie,1,Finished Airing,,2009,Sci-Fi,
Fate/Zero,263,73,8.28,816647,1424067,32869,TV,13,Finished Airing,Fall,2011,Action,
Fate/Zero,263,73,8.28,816647,1424067,32869,TV,13,Finished Airing,Fall,2011,Fantasy,
Fate/Zero,263,73,8.28,816647,1424067,32869,TV,13,Finished Airing,Fall,2011,Supernatural,
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,265,4713,8.28,5835,17812,102,Movie,12,Finished Airing,,2022,Drama,
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,265,4713,8.28,5835,17812,102,Movie,12,Finished Airing,,2022,Sci-Fi,
Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,,2007,Action,Shounen
Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,,2007,Adventure,Shounen
Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,,2007,Drama,Shounen
Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,,2007,Fantasy,Shounen
Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,,2007,Romance,Shounen
Yuru Camp△,272,446,8.27,197843,450260,10229,TV,12,Finished Airing,Winter,2018,,
Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,Adventure,
Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,Comedy,
Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,Fantasy,
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Action,Seinen
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Award Winning,Seinen
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Mystery,Seinen
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Sci-Fi,Seinen
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Suspense,Seinen
Nodame Cantabile,269,710,8.27,125625,302822,4892,TV,23,Finished Airing,Winter,2007,Comedy,Josei
Nodame Cantabile,269,710,8.27,125625,302822,4892,TV,23,Finished Airing,Winter,2007,Romance,Josei
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Award Winning,Seinen
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Drama,Seinen
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Romance,Seinen
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Sci-Fi,Seinen
