Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Genres,Demographic
Space☆Dandy,764,636,7.88,144837,334683,5146,TV,13,Finished Airing,Winter,2014,Bones,Comedy,
Space☆Dandy,764,636,7.88,144837,334683,5146,TV,13,Finished Airing,Winter,2014,Bones,Sci-Fi,
Terra e... (TV),765,2583,7.88,18196,59841,844,TV,24,Finished Airing,Spring,2007,Others,Action,Shounen
Terra e... (TV),765,2583,7.88,18196,59841,844,TV,24,Finished Airing,Spring,2007,Others,Drama,Shounen
Terra e... (TV),765,2583,7.88,18196,59841,844,TV,24,Finished Airing,Spring,2007,Others,Sci-Fi,Shounen
Bishoujo Senshi Sailor Moon S,766,1462,7.88,74250,138950,1376,TV,38,Finished Airing,Spring,1994,Toei Animation,Fantasy,Shoujo
Bishoujo Senshi Sailor Moon S,766,1462,7.88,74250,138950,1376,TV,38,Finished Airing,Spring,1994,Toei Animation,Romance,Shoujo
Carole & Tuesday,767,696,7.88,135435,309279,2840,TV,24,Finished Airing,Spring,2019,Bones,Drama,
Carole & Tuesday,767,696,7.88,135435,309279,2840,TV,24,Finished Airing,Spring,2019,Bones,Sci-Fi,
Densetsu Kyojin Ideon: Hatsudou-hen,768,6124,7.88,3371,9200,181,Movie,1,Finished Airing,,1982,Sunrise,Drama,
Densetsu Kyojin Ideon: Hatsudou-hen,768,6124,7.88,3371,9200,181,Movie,1,Finished Airing,,1982,Sunrise,Sci-Fi,
Detective Conan Movie 02: The Fourteenth Target,769,2569,7.88,37023,60188,67,Movie,1,Finished Airing,,1998,TMS Entertainment,Adventure,Shounen
Detective Conan Movie 02: The Fourteenth Target,769,2569,7.88,37023,60188,67,Movie,1,Finished Airing,,1998,TMS Entertainment,Comedy,Shounen
Detective Conan Movie 02: The Fourteenth Target,769,2569,7.88,37023,60188,67,Movie,1,Finished Airing,,1998,TMS Entertainment,Mystery,Shounen
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,770,3341,7.88,21121,36989,56,Movie,1,Finished Airing,,1988,Others,Action,
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,770,3341,7.88,21121,36989,56,Movie,1,Finished Airing,,1988,Others,Sci-Fi,
Hoozuki no Reitetsu 2nd Season,771,3012,7.88,17898,44798,104,TV,13,Finished Airing,Fall,2017,Studio Deen,Comedy,Seinen
Hoozuki no Reitetsu 2nd Season,771,3012,7.88,17898,44798,104,TV,13,Finished Airing,Fall,2017,Studio Deen,Fantasy,Seinen
Hoozuki no Reitetsu 2nd Season,771,3012,7.88,17898,44798,104,TV,13,Finished Airing,Fall,2017,Studio Deen,Supernatural,Seinen
Inochi no Tabekata,772,8232,7.88,2840,4421,24,Music,1,Finished Airing,,2020,Others,Horror,
Inochi no Tabekata,772,8232,7.88,2840,4421,24,Music,1,Finished Airing,,2020,Others,Supernatural,
Kami nomi zo Shiru Sekai II,773,546,7.88,232749,376507,978,TV,12,Finished Airing,Spring,2011,Manglobe,Comedy,Shounen
Kami nomi zo Shiru Sekai II,773,546,7.88,232749,376507,978,TV,12,Finished Airing,Spring,2011,Manglobe,Romance,Shounen
Kami nomi zo Shiru Sekai II,773,546,7.88,232749,376507,978,TV,12,Finished Airing,Spring,2011,Manglobe,Supernatural,Shounen
BanG Dream! Movie: Poppin' Dream!,774,6845,7.87,1436,6985,51,Movie,1,Finished Airing,,2022,SANZIGEN,,
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,775,1088,7.87,129448,199109,675,Movie,1,Finished Airing,,2012,Studio 4°C,Action,Seinen
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,775,1088,7.87,129448,199109,675,Movie,1,Finished Airing,,2012,Studio 4°C,Adventure,Seinen
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,775,1088,7.87,129448,199109,675,Movie,1,Finished Airing,,2012,Studio 4°C,Drama,Seinen
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,775,1088,7.87,129448,199109,675,Movie,1,Finished Airing,,2012,Studio 4°C,Fantasy,Seinen
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,775,1088,7.87,129448,199109,675,Movie,1,Finished Airing,,2012,Studio 4°C,Horror,Seinen
Carnival Phantasm,776,1130,7.87,92170,189014,1564,OVA,12,Finished Airing,,2011,Lerche,Comedy,
Carnival Phantasm,776,1130,7.87,92170,189014,1564,OVA,12,Finished Airing,,2011,Lerche,Supernatural,
Golden Kamuy,777,605,7.87,145673,348623,3799,TV,12,Finished Airing,Spring,2018,Others,Action,Seinen
Golden Kamuy,777,605,7.87,145673,348623,3799,TV,12,Finished Airing,Spring,2018,Others,Adventure,Seinen
High☆Speed! Movie: Free! Starting Days,778,2037,7.87,40399,88679,274,Movie,1,Finished Airing,,2015,Kyoto Animation,Drama,
High☆Speed! Movie: Free! Starting Days,778,2037,7.87,40399,88679,274,Movie,1,Finished Airing,,2015,Kyoto Animation,Sports,
Zan Sayonara Zetsubou Sensei,779,1836,7.87,39595,103421,230,TV,13,Finished Airing,Summer,2009,Shaft,,Shounen
Machikado Mazoku: 2-choume,780,2593,7.87,19282,59435,307,TV,12,Finished Airing,Spring,2022,J.C.Staff,Comedy,
Machikado Mazoku: 2-choume,780,2593,7.87,19282,59435,307,TV,12,Finished Airing,Spring,2022,J.C.Staff,Fantasy,
Mahou Shoujo Lyrical Nanoha: The Movie 1st,781,3705,7.87,14826,30192,190,Movie,1,Finished Airing,,2010,Seven Arcs,Action,
Mahou Shoujo Lyrical Nanoha: The Movie 1st,781,3705,7.87,14826,30192,190,Movie,1,Finished Airing,,2010,Seven Arcs,Comedy,
Mahou Shoujo Lyrical Nanoha: The Movie 1st,781,3705,7.87,14826,30192,190,Movie,1,Finished Airing,,2010,Seven Arcs,Drama,
Mahou Shoujo Lyrical Nanoha: The Movie 1st,781,3705,7.87,14826,30192,190,Movie,1,Finished Airing,,2010,Seven Arcs,Sci-Fi,
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,782,2081,7.87,51583,85786,101,Special,1,Finished Airing,,2014,Toei Animation,Adventure,Shounen
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,782,2081,7.87,51583,85786,101,Special,1,Finished Airing,,2014,Toei Animation,Fantasy,Shounen
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,"""Brains Base""",Adventure,
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,"""Brains Base""",Fantasy,
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,"""Brains Base""",Romance,
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,Others,Adventure,
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,Others,Fantasy,
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,Others,Romance,
Osomatsu-san Movie,784,5148,7.87,5796,14097,79,Movie,1,Finished Airing,,2019,Pierrot,,
Shingeki no Kyojin OVA,785,464,7.87,252608,432464,881,OVA,3,Finished Airing,,2013,Wit Studio,Action,Shounen
Shingeki no Kyojin OVA,785,464,7.87,252608,432464,881,OVA,3,Finished Airing,,2013,Wit Studio,Drama,Shounen
Top wo Nerae! Gunbuster,786,1670,7.87,49726,117907,2594,OVA,6,Finished Airing,,1988,Gainax,Action,
Top wo Nerae! Gunbuster,786,1670,7.87,49726,117907,2594,OVA,6,Finished Airing,,1988,Gainax,Award Winning,
Top wo Nerae! Gunbuster,786,1670,7.87,49726,117907,2594,OVA,6,Finished Airing,,1988,Gainax,Comedy,
Top wo Nerae! Gunbuster,786,1670,7.87,49726,117907,2594,OVA,6,Finished Airing,,1988,Gainax,Drama,
Top wo Nerae! Gunbuster,786,1670,7.87,49726,117907,2594,OVA,6,Finished Airing,,1988,Gainax,Sci-Fi,
Lupin III vs. Detective Conan: The Movie,787,3702,7.86,15782,30280,40,Movie,1,Finished Airing,,2013,TMS Entertainment,Action,Shounen
Lupin III vs. Detective Conan: The Movie,787,3702,7.86,15782,30280,40,Movie,1,Finished Airing,,2013,TMS Entertainment,Comedy,Shounen
Lupin III vs. Detective Conan: The Movie,787,3702,7.86,15782,30280,40,Movie,1,Finished Airing,,2013,TMS Entertainment,Mystery,Shounen
Magic Kaito 1412,788,1668,7.86,54627,117942,1052,TV,24,Finished Airing,Fall,2014,A-1 Pictures,Adventure,Shounen
Magic Kaito 1412,788,1668,7.86,54627,117942,1052,TV,24,Finished Airing,Fall,2014,A-1 Pictures,Comedy,Shounen
Magic Kaito 1412,788,1668,7.86,54627,117942,1052,TV,24,Finished Airing,Fall,2014,A-1 Pictures,Romance,Shounen
Musekinin Kanchou Tylor,789,2952,7.86,15227,46443,526,TV,26,Finished Airing,Winter,1993,Tatsunoko Production,Comedy,
Musekinin Kanchou Tylor,789,2952,7.86,15227,46443,526,TV,26,Finished Airing,Winter,1993,Tatsunoko Production,Sci-Fi,
Noragami Aragoto OVA,790,872,7.86,132383,248368,361,OVA,2,Finished Airing,,2015,Bones,Comedy,Shounen
Noragami Aragoto OVA,790,872,7.86,132383,248368,361,OVA,2,Finished Airing,,2015,Bones,Fantasy,Shounen
Sayonara Zetsubou Sensei,791,640,7.86,124254,331991,4603,TV,12,Finished Airing,Summer,2007,Shaft,,Shounen
Seitokai Yakuindomo* OVA,792,2237,7.86,31031,75983,95,OVA,10,Finished Airing,,2014,Others,,Shounen
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,793,2492,7.86,30749,63717,212,Movie,1,Finished Airing,,2014,Studio Deen,Boys Love,
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,793,2492,7.86,30749,63717,212,Movie,1,Finished Airing,,2014,Studio Deen,Comedy,
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,793,2492,7.86,30749,63717,212,Movie,1,Finished Airing,,2014,Studio Deen,Drama,
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,793,2492,7.86,30749,63717,212,Movie,1,Finished Airing,,2014,Studio Deen,Romance,
Tennis no Ouji-sama,794,1218,7.86,81019,175566,2974,TV,178,Finished Airing,Fall,2001,Others,,Shounen
Tiger & Bunny,795,985,7.86,88315,219395,2945,TV,25,Finished Airing,Spring,2011,Sunrise,Action,
Tiger & Bunny,795,985,7.86,88315,219395,2945,TV,25,Finished Airing,Spring,2011,Sunrise,Comedy,
Tiger & Bunny,795,985,7.86,88315,219395,2945,TV,25,Finished Airing,Spring,2011,Sunrise,Mystery,
Beelzebub,796,343,7.86,269465,570726,5229,TV,60,Finished Airing,Winter,2011,Others,Action,Shounen
Beelzebub,796,343,7.86,269465,570726,5229,TV,60,Finished Airing,Winter,2011,Others,Comedy,Shounen
Beelzebub,796,343,7.86,269465,570726,5229,TV,60,Finished Airing,Winter,2011,Others,Supernatural,Shounen
Durarara!! Specials,797,1295,7.86,91938,163987,153,Special,2,Finished Airing,,2010,"""Brains Base""",Action,
Durarara!! Specials,797,1295,7.86,91938,163987,153,Special,2,Finished Airing,,2010,"""Brains Base""",Comedy,
Durarara!! Specials,797,1295,7.86,91938,163987,153,Special,2,Finished Airing,,2010,"""Brains Base""",Supernatural,
InuYasha,798,230,7.86,371451,751604,17566,TV,167,Finished Airing,Fall,2000,Sunrise,Action,Shounen
InuYasha,798,230,7.86,371451,751604,17566,TV,167,Finished Airing,Fall,2000,Sunrise,Adventure,Shounen
InuYasha,798,230,7.86,371451,751604,17566,TV,167,Finished Airing,Fall,2000,Sunrise,Fantasy,Shounen
InuYasha,798,230,7.86,371451,751604,17566,TV,167,Finished Airing,Fall,2000,Sunrise,Romance,Shounen
Kidou Senshi Gundam: Suisei no Majo - Prologue,799,3758,7.86,19521,29374,44,Special,1,Finished Airing,,2022,Sunrise,,
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,800,117,7.86,697583,1110996,16759,TV,12,Finished Airing,Summer,2017,Lerche,,
Yuru Yuri Nachuyachumi!,801,2341,7.86,37460,70555,143,OVA,1,Finished Airing,,2015,TYO Animations,Comedy,
Yuru Yuri Nachuyachumi!,801,2341,7.86,37460,70555,143,OVA,1,Finished Airing,,2015,TYO Animations,Girls Love,
Wan Sheng Jie 3,802,7415,7.85,2505,5707,36,ONA,12,Finished Airing,,2022,Others,Comedy,
Wan Sheng Jie 3,802,7415,7.85,2505,5707,36,ONA,12,Finished Airing,,2022,Others,Supernatural,
Wu Shan Wu Xing (2020),803,2899,7.85,15597,48084,325,ONA,3,Finished Airing,,2020,Others,Action,
Wu Shan Wu Xing (2020),803,2899,7.85,15597,48084,325,ONA,3,Finished Airing,,2020,Others,Fantasy,
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,804,547,7.85,243099,376327,617,OVA,1,Finished Airing,,2016,Studio Deen,Comedy,
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,804,547,7.85,243099,376327,617,OVA,1,Finished Airing,,2016,Studio Deen,Fantasy,
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,805,3341,7.85,14986,36996,123,Movie,1,Finished Airing,,2017,Telecom Animation Film,Action,Seinen
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,805,3341,7.85,14986,36996,123,Movie,1,Finished Airing,,2017,Telecom Animation Film,Adventure,Seinen
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,805,3341,7.85,14986,36996,123,Movie,1,Finished Airing,,2017,Telecom Animation Film,Drama,Seinen
Magi: Sinbad no Bouken (TV),806,439,7.85,247385,456816,1509,TV,13,Finished Airing,Spring,2016,Others,Action,Shounen
Magi: Sinbad no Bouken (TV),806,439,7.85,247385,456816,1509,TV,13,Finished Airing,Spring,2016,Others,Adventure,Shounen
Magi: Sinbad no Bouken (TV),806,439,7.85,247385,456816,1509,TV,13,Finished Airing,Spring,2016,Others,Fantasy,Shounen
New Initial D Movie: Legend 3 - Mugen,807,4073,7.85,11485,24874,55,Movie,1,Finished Airing,,2016,SANZIGEN,,Seinen
New Initial D Movie: Legend 3 - Mugen,807,4073,7.85,11485,24874,55,Movie,1,Finished Airing,,2016,LIDENFILMS,,Seinen
Non Non Biyori Repeat: Hotaru ga Tanoshinda,808,2948,7.85,23312,46554,36,OVA,1,Finished Airing,,2016,SILVER LINK.,,Seinen
Paradise Kiss,809,1041,7.85,91672,208885,4032,TV,12,Finished Airing,Fall,2005,Madhouse,Drama,Josei
Paradise Kiss,809,1041,7.85,91672,208885,4032,TV,12,Finished Airing,Fall,2005,Madhouse,Romance,Josei
Sekaiichi Hatsukoi 2,810,1378,7.85,87610,151508,715,TV,12,Finished Airing,Fall,2011,Studio Deen,Boys Love,
Sekaiichi Hatsukoi 2,810,1378,7.85,87610,151508,715,TV,12,Finished Airing,Fall,2011,Studio Deen,Comedy,
Sekaiichi Hatsukoi 2,810,1378,7.85,87610,151508,715,TV,12,Finished Airing,Fall,2011,Studio Deen,Drama,
Sekaiichi Hatsukoi 2,810,1378,7.85,87610,151508,715,TV,12,Finished Airing,Fall,2011,Studio Deen,Romance,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,811,766,7.85,135718,282377,606,Movie,1,Finished Airing,,2013,A-1 Pictures,Drama,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,811,766,7.85,135718,282377,606,Movie,1,Finished Airing,,2013,A-1 Pictures,Supernatural,
BanG Dream! Film Live 2nd Stage,812,7327,7.85,1290,5864,32,Movie,1,Finished Airing,,2021,SANZIGEN,,
Beastars,813,202,7.85,491795,789674,9345,TV,12,Finished Airing,Fall,2019,Others,Drama,Shounen
Beastars,813,202,7.85,491795,789674,9345,TV,12,Finished Airing,Fall,2019,Others,Slice of Life,Shounen
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,814,6172,7.85,4952,9068,104,Movie,1,Finished Airing,,2001,Shin-Ei Animation,Comedy,Seinen
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,814,6172,7.85,4952,9068,104,Movie,1,Finished Airing,,2001,Shin-Ei Animation,Sci-Fi,Seinen
Detective Conan Movie 01: The Timed Skyscraper,815,2402,7.85,42366,67685,99,Movie,1,Finished Airing,,1997,TMS Entertainment,Adventure,Shounen
Detective Conan Movie 01: The Timed Skyscraper,815,2402,7.85,42366,67685,99,Movie,1,Finished Airing,,1997,TMS Entertainment,Comedy,Shounen
Detective Conan Movie 01: The Timed Skyscraper,815,2402,7.85,42366,67685,99,Movie,1,Finished Airing,,1997,TMS Entertainment,Mystery,Shounen
Detective Conan Movie 22: Zero the Enforcer,816,3850,7.85,14934,27819,58,Movie,1,Finished Airing,,2018,TMS Entertainment,Action,
Detective Conan Movie 22: Zero the Enforcer,816,3850,7.85,14934,27819,58,Movie,1,Finished Airing,,2018,TMS Entertainment,Award Winning,
Detective Conan Movie 22: Zero the Enforcer,816,3850,7.85,14934,27819,58,Movie,1,Finished Airing,,2018,TMS Entertainment,Drama,
Detective Conan Movie 22: Zero the Enforcer,816,3850,7.85,14934,27819,58,Movie,1,Finished Airing,,2018,TMS Entertainment,Mystery,
Douluo Dalu,817,3996,7.85,10173,25746,470,ONA,26,Finished Airing,,2018,Others,Action,
Douluo Dalu,817,3996,7.85,10173,25746,470,ONA,26,Finished Airing,,2018,Others,Adventure,
Douluo Dalu,817,3996,7.85,10173,25746,470,ONA,26,Finished Airing,,2018,Others,Fantasy,
Douluo Dalu,817,3996,7.85,10173,25746,470,ONA,26,Finished Airing,,2018,Others,Romance,
Hanasaku Iroha Movie: Home Sweet Home,818,2081,7.85,33741,85824,93,Movie,1,Finished Airing,,2013,P.A. Works,,
Hoozuki no Reitetsu 2nd Season: Sono Ni,819,3892,7.85,11146,27339,51,TV,13,Finished Airing,Spring,2018,Studio Deen,Comedy,Seinen
Hoozuki no Reitetsu 2nd Season: Sono Ni,819,3892,7.85,11146,27339,51,TV,13,Finished Airing,Spring,2018,Studio Deen,Fantasy,Seinen
Hoozuki no Reitetsu 2nd Season: Sono Ni,819,3892,7.85,11146,27339,51,TV,13,Finished Airing,Spring,2018,Studio Deen,Supernatural,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Studio Deen,Comedy,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Studio Deen,Fantasy,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Studio Deen,Supernatural,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Wit Studio,Comedy,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Wit Studio,Fantasy,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Wit Studio,Supernatural,Seinen
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,Madhouse,Adventure,Kids
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,Madhouse,Drama,Kids
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,Madhouse,Slice of Life,Kids
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,TMS Entertainment,Adventure,Kids
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,TMS Entertainment,Drama,Kids
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,TMS Entertainment,Slice of Life,Kids
Jibaku Shounen Hanako-kun,822,361,7.85,262606,538487,11154,TV,12,Finished Airing,Winter,2020,Lerche,,Shounen
K-On!,823,140,7.85,545552,998472,22931,TV,13,Finished Airing,Spring,2009,Kyoto Animation,,
K-On!!: Keikaku!,824,1646,7.85,68201,119992,225,Special,1,Finished Airing,,2011,Kyoto Animation,Comedy,
K-On!!: Keikaku!,824,1646,7.85,68201,119992,225,Special,1,Finished Airing,,2011,Kyoto Animation,Slice of Life,
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,825,5175,7.85,6712,13892,31,OVA,1,Finished Airing,,2005,Gonzo,Comedy,Shoujo
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,825,5175,7.85,6712,13892,31,OVA,1,Finished Airing,,2005,Gonzo,Drama,Shoujo
Detective Conan Movie 23: The Fist of Blue Sapphire,826,3957,7.84,14002,26270,69,Movie,1,Finished Airing,,2019,TMS Entertainment,Action,Shounen
Detective Conan Movie 23: The Fist of Blue Sapphire,826,3957,7.84,14002,26270,69,Movie,1,Finished Airing,,2019,TMS Entertainment,Comedy,Shounen
Detective Conan Movie 23: The Fist of Blue Sapphire,826,3957,7.84,14002,26270,69,Movie,1,Finished Airing,,2019,TMS Entertainment,Drama,Shounen
Detective Conan Movie 23: The Fist of Blue Sapphire,826,3957,7.84,14002,26270,69,Movie,1,Finished Airing,,2019,TMS Entertainment,Mystery,Shounen
Gekkan Shoujo Nozaki-kun,827,167,7.84,483707,882305,10672,TV,12,Finished Airing,Summer,2014,Doga Kobo,Comedy,
Gekkan Shoujo Nozaki-kun,827,167,7.84,483707,882305,10672,TV,12,Finished Airing,Summer,2014,Doga Kobo,Romance,
Grisaia no Meikyuu: Caprice no Mayu 0,828,979,7.84,131699,220662,673,Special,1,Finished Airing,,2015,8bit,,
Heartcatch Precure!,829,3732,7.84,11066,29775,579,TV,49,Finished Airing,Winter,2010,Toei Animation,Action,
Heartcatch Precure!,829,3732,7.84,11066,29775,579,TV,49,Finished Airing,Winter,2010,Toei Animation,Comedy,
Heartcatch Precure!,829,3732,7.84,11066,29775,579,TV,49,Finished Airing,Winter,2010,Toei Animation,Fantasy,
Id:Invaded,830,637,7.84,140777,333410,2661,TV,13,Finished Airing,Winter,2020,Others,Mystery,
Id:Invaded,830,637,7.84,140777,333410,2661,TV,13,Finished Airing,Winter,2020,Others,Sci-Fi,
Id:Invaded,830,637,7.84,140777,333410,2661,TV,13,Finished Airing,Winter,2020,Others,Suspense,
Inu-Ou,831,4624,7.84,3925,18641,91,Movie,1,Finished Airing,,2022,Science SARU,,
K-On!: Live House!,832,1369,7.84,94087,153672,264,Special,1,Finished Airing,,2010,Kyoto Animation,,
Kara no Kyoukai Movie 4: Garan no Dou,833,1056,7.84,124886,205915,303,Movie,1,Finished Airing,,2008,ufotable,Action,
Kara no Kyoukai Movie 4: Garan no Dou,833,1056,7.84,124886,205915,303,Movie,1,Finished Airing,,2008,ufotable,Mystery,
Kara no Kyoukai Movie 4: Garan no Dou,833,1056,7.84,124886,205915,303,Movie,1,Finished Airing,,2008,ufotable,Supernatural,
Kara no Kyoukai Movie 4: Garan no Dou,833,1056,7.84,124886,205915,303,Movie,1,Finished Airing,,2008,ufotable,Suspense,
Uchouten Kazoku,834,1321,7.84,52411,161110,1470,TV,13,Finished Airing,Summer,2013,P.A. Works,Award Winning,
Uchouten Kazoku,834,1321,7.84,52411,161110,1470,TV,13,Finished Airing,Summer,2013,P.A. Works,Comedy,
Uchouten Kazoku,834,1321,7.84,52411,161110,1470,TV,13,Finished Airing,Summer,2013,P.A. Works,Drama,
Uchouten Kazoku,834,1321,7.84,52411,161110,1470,TV,13,Finished Airing,Summer,2013,P.A. Works,Fantasy,
Uchouten Kazoku,834,1321,7.84,52411,161110,1470,TV,13,Finished Airing,Summer,2013,P.A. Works,Slice of Life,
Urusei Yatsura 2: Beautiful Dreamer,835,4683,7.84,7978,18102,232,Movie,1,Finished Airing,,1984,Pierrot,Action,Shounen
Urusei Yatsura 2: Beautiful Dreamer,835,4683,7.84,7978,18102,232,Movie,1,Finished Airing,,1984,Pierrot,Adventure,Shounen
Urusei Yatsura 2: Beautiful Dreamer,835,4683,7.84,7978,18102,232,Movie,1,Finished Airing,,1984,Pierrot,Comedy,Shounen
Urusei Yatsura 2: Beautiful Dreamer,835,4683,7.84,7978,18102,232,Movie,1,Finished Airing,,1984,Pierrot,Drama,Shounen
Urusei Yatsura 2: Beautiful Dreamer,835,4683,7.84,7978,18102,232,Movie,1,Finished Airing,,1984,Pierrot,Romance,Shounen
Urusei Yatsura 2: Beautiful Dreamer,835,4683,7.84,7978,18102,232,Movie,1,Finished Airing,,1984,Pierrot,Sci-Fi,Shounen
Yume-iro Pâtissière,836,2205,7.84,37682,77771,1072,TV,50,Finished Airing,Fall,2009,Studio Hibari,,Shoujo
Michiko to Hatchin,837,1125,7.84,58471,189998,2313,TV,22,Finished Airing,Fall,2008,Manglobe,Action,
Michiko to Hatchin,837,1125,7.84,58471,189998,2313,TV,22,Finished Airing,Fall,2008,Manglobe,Adventure,
MILGЯAM,838,7383,7.84,920,5737,96,Music,0,Currently Airing,,2020,Others,,
Seihou Bukyou Outlaw Star,839,1395,7.84,61005,148208,2061,TV,24,Finished Airing,Winter,1998,Sunrise,Action,
Seihou Bukyou Outlaw Star,839,1395,7.84,61005,148208,2061,TV,24,Finished Airing,Winter,1998,Sunrise,Adventure,
Seihou Bukyou Outlaw Star,839,1395,7.84,61005,148208,2061,TV,24,Finished Airing,Winter,1998,Sunrise,Comedy,
Seihou Bukyou Outlaw Star,839,1395,7.84,61005,148208,2061,TV,24,Finished Airing,Winter,1998,Sunrise,Sci-Fi,
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,840,1676,7.84,45162,117439,210,Movie,1,Finished Airing,,2015,Wit Studio,Action,Shounen
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,840,1676,7.84,45162,117439,210,Movie,1,Finished Airing,,2015,Wit Studio,Drama,Shounen
Soul Eater,841,60,7.84,805968,1539776,25575,TV,51,Finished Airing,Spring,2008,Bones,Action,Shounen
Soul Eater,841,60,7.84,805968,1539776,25575,TV,51,Finished Airing,Spring,2008,Bones,Comedy,Shounen
Soul Eater,841,60,7.84,805968,1539776,25575,TV,51,Finished Airing,Spring,2008,Bones,Fantasy,Shounen
Summer Ghost,842,2392,7.84,22495,68015,556,Movie,1,Finished Airing,,2021,Others,,
Tanaka-kun wa Itsumo Kedaruge,843,459,7.84,199476,436509,4145,TV,12,Finished Airing,Spring,2016,SILVER LINK.,,
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,844,2480,7.83,24446,64366,284,Special,1,Finished Airing,,2022,Kyoto Animation,Fantasy,
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,844,2480,7.83,24446,64366,284,Special,1,Finished Airing,,2022,Kyoto Animation,Slice of Life,
Kokoro ga Sakebitagatterunda.,845,689,7.83,150156,312520,1876,Movie,1,Finished Airing,,2015,A-1 Pictures,Drama,
Kokoro ga Sakebitagatterunda.,845,689,7.83,150156,312520,1876,Movie,1,Finished Airing,,2015,A-1 Pictures,Romance,
Oniisama e...,846,3080,7.83,9383,42842,945,TV,39,Finished Airing,Summer,1991,Others,Drama,Shoujo
Oniisama e...,846,3080,7.83,9383,42842,945,TV,39,Finished Airing,Summer,1991,Others,Girls Love,Shoujo
