Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Demographic
Major S6,209,2569,8.33,35305,60164,472,TV,25,Finished Airing,Spring,2010,SynergySP,Shounen
Natsume Yuujinchou: Itsuka Yuki no Hi ni,210,2235,8.33,34093,76205,104,OVA,1,Finished Airing,,2014,"""Brains Base""",Shoujo
One Outs,211,952,8.33,110051,225417,3884,TV,25,Finished Airing,Fall,2008,Madhouse,Seinen
Tensei shitara Slime Datta Ken 2nd Season Part 2,212,281,8.33,362832,647233,10253,TV,12,Finished Airing,Summer,2021,8bit,
Bakemonogatari,213,83,8.33,700302,1336026,47602,TV,15,Finished Airing,Summer,2009,Shaft,
Dr. Stone: Ryuusui,214,1228,8.33,77574,174492,615,Special,1,Finished Airing,,2022,TMS Entertainment,Shounen
Given,215,379,8.33,283375,519301,16200,TV,11,Finished Airing,Summer,2019,Lerche,
Gotcha!,216,3853,8.33,18564,27754,221,Music,1,Finished Airing,,2020,Bones,
IDOLiSH7 Third Beat! Part 2,217,5847,8.33,1854,10273,158,TV,17,Finished Airing,Fall,2022,TROYCA,
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Sunrise,Shounen
Kingdom 2nd Season,219,1699,8.33,55722,114927,816,TV,39,Finished Airing,Summer,2013,Pierrot,Seinen
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Xebec,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Others,
Versailles no Bara,221,2016,8.33,27574,90088,2777,TV,40,Finished Airing,Fall,1979,Tokyo Movie Shinsha,Shoujo
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",222,715,8.33,179739,301195,813,Special,1,Finished Airing,,2018,Kyoto Animation,
Kobayashi-san Chi no Maid Dragon S,223,394,8.32,240897,502951,5684,TV,12,Finished Airing,Summer,2021,Kyoto Animation,
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Shuka,Shoujo
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,"""Brains Base""",
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Others,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Nippon Animation,
The First Slam Dunk,227,5004,8.32,871,15184,102,Movie,1,Finished Airing,,2022,Toei Animation,Shounen
The First Slam Dunk,227,5004,8.32,871,15184,102,Movie,1,Finished Airing,,2022,Others,Shounen
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,228,63,8.32,938551,1529971,32025,TV,11,Finished Airing,Spring,2011,A-1 Pictures,
Fate/stay night: Unlimited Blade Works 2nd Season,229,194,8.32,532734,806254,8969,TV,13,Finished Airing,Spring,2015,ufotable,
Initial D First Stage,230,619,8.32,171450,341175,10721,TV,26,Finished Airing,Spring,1998,Gallop,Seinen
Initial D First Stage,230,619,8.32,171450,341175,10721,TV,26,Finished Airing,Spring,1998,Studio Comet,Seinen
Katanagatari,231,363,8.32,205986,537867,10607,TV,12,Finished Airing,Winter,2010,White Fox,
Kawaki wo Ameku,232,3887,8.32,17423,27364,194,Music,1,Finished Airing,,2019,Others,
Kemono no Souja Erin,233,2122,8.32,20279,82278,1478,TV,50,Finished Airing,Winter,2009,Production I.G,
Kemono no Souja Erin,233,2122,8.32,20279,82278,1478,TV,50,Finished Airing,Winter,2009,Others,
Boku dake ga Inai Machi,234,30,8.31,1273283,1950562,45904,TV,12,Finished Airing,Winter,2016,A-1 Pictures,Seinen
Boku no Hero Academia 6th Season,235,439,8.31,90052,455733,4798,TV,25,Currently Airing,Fall,2022,Bones,Shounen
Evangelion: 2.0 You Can (Not) Advance,236,392,8.31,309502,505296,3342,Movie,1,Finished Airing,,2009,Others,
Hunter x Hunter: Original Video Animation,237,1633,8.31,63338,120926,389,OVA,8,Finished Airing,,2002,Nippon Animation,Shounen
Natsume Yuujinchou,238,387,8.31,176628,509266,15001,TV,13,Finished Airing,Summer,2008,"""Brains Base""",Shoujo
NHK ni Youkoso!,239,254,8.31,315435,692692,24912,TV,24,Finished Airing,Summer,2006,Gonzo,
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,Others,Josei
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,MAPPA,Josei
Shelter (Music),241,676,8.31,212870,316184,2402,Music,1,Finished Airing,,2016,A-1 Pictures,
Kuroko no Basket 3rd Season,242,242,8.3,440965,713125,5002,TV,25,Finished Airing,Winter,2015,Production I.G,Shounen
Suzume no Tojimari,243,1619,8.3,1843,121775,1083,Movie,1,Finished Airing,,2022,CoMix Wave Films,
Tenki no Ko,244,163,8.3,534742,891950,11344,Movie,1,Finished Airing,,2019,CoMix Wave Films,
Blue Lock,245,450,8.3,117803,443372,6641,TV,24,Currently Airing,Fall,2022,8bit,Shounen
Detective Conan Movie 06: The Phantom of Baker Street,246,2286,8.3,44122,73290,239,Movie,1,Finished Airing,,2002,TMS Entertainment,Shounen
Diamond no Ace: Second Season,247,1537,8.3,71996,130001,1033,TV,51,Finished Airing,Spring,2015,Production I.G,Shounen
Diamond no Ace: Second Season,247,1537,8.3,71996,130001,1033,TV,51,Finished Airing,Spring,2015,Madhouse,Shounen
Hibike! Euphonium 2,248,1015,8.3,110079,213113,3352,TV,13,Finished Airing,Fall,2016,Kyoto Animation,
Ashita no Joe,249,2110,8.29,21370,83167,1812,TV,79,Finished Airing,Spring,1970,Others,Shounen
Beck,250,661,8.29,134487,319849,8023,TV,26,Finished Airing,Fall,2004,Madhouse,Shounen
Doukyuusei (Movie),251,868,8.29,133512,249362,5790,Movie,1,Finished Airing,,2016,A-1 Pictures,
Dr. Stone,252,56,8.29,951773,1575817,26004,TV,24,Finished Airing,Summer,2019,TMS Entertainment,Shounen
Gintama: Shinyaku Benizakura-hen,258,3151,8.29,18202,41277,50,Special,1,Finished Airing,,2010,Sunrise,Shounen
Hotarubi no Mori e,254,213,8.29,434868,776337,9919,Movie,1,Finished Airing,,2011,"""Brains Base""",Shoujo
Kino no Tabi: The Beautiful World,255,737,8.29,91001,292798,6504,TV,13,Finished Airing,Spring,2003,Others,
World Trigger 3rd Season,256,1877,8.29,35995,99853,1007,TV,14,Finished Airing,Fall,2021,Toei Animation,Shounen
Major: World Series,257,3439,8.29,19836,35155,102,OVA,2,Finished Airing,,2011,SynergySP,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Gallop,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Studio Deen,Shounen
Shinsekai yori,259,232,8.29,267047,745948,21634,TV,25,Finished Airing,Fall,2012,A-1 Pictures,
Shirobako,252,476,8.29,136878,424369,6163,TV,24,Finished Airing,Fall,2014,P.A. Works,
Steins;Gate: Oukoubakko no Poriomania,261,486,8.29,263818,417017,789,Special,1,Finished Airing,,2012,White Fox,
Redline,262,602,8.28,189588,350138,5201,Movie,1,Finished Airing,,2009,Madhouse,
Fate/Zero,263,73,8.28,816647,1424067,32869,TV,13,Finished Airing,Fall,2011,ufotable,
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,265,4713,8.28,5835,17812,102,Movie,12,Finished Airing,,2022,Production I.G,
Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,,2007,Production I.G,Shounen
Yuru Camp△,272,446,8.27,197843,450260,10229,TV,12,Finished Airing,Winter,2018,Others,
Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,Studio Deen,
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Production I.G,Seinen
Nodame Cantabile,269,710,8.27,125625,302822,4892,TV,23,Finished Airing,Winter,2007,J.C.Staff,Josei
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Sunrise,Seinen
Stranger: Mukou Hadan,277,670,8.27,157721,317355,2892,Movie,1,Finished Airing,,2007,Bones,
Tokyo Godfathers,278,804,8.27,134955,270284,2364,Movie,1,Finished Airing,,2003,Madhouse,
86,266,282,8.27,325822,647104,15692,TV,11,Finished Airing,Spring,2021,A-1 Pictures,
Gin no Saji 2nd Season,267,1459,8.27,86264,139719,643,TV,11,Finished Airing,Winter,2014,A-1 Pictures,Shounen
Golden Kamuy 4th Season,268,2344,8.27,8377,70251,395,TV,13,Currently Airing,Fall,2022,"""Brains Base""",Seinen
Gyakkyou Burai Kaiji: Ultimate Survivor,269,639,8.27,151560,332406,9592,TV,26,Finished Airing,Fall,2007,Madhouse,Seinen
Holo no Graffiti,270,2810,8.27,16749,50720,1795,ONA,0,Currently Airing,,2019,Others,
Initial D Final Stage,271,1556,8.27,65732,127766,855,TV,4,Finished Airing,Spring,2014,SynergySP,Seinen
Ao Ashi,283,1258,8.26,79837,170593,2646,TV,24,Finished Airing,Spring,2022,Production I.G,Seinen
Bakemono no Ko,280,511,8.26,213978,400649,3085,Movie,1,Finished Airing,,2015,Others,
Diamond no Ace: Act II,285,2116,8.26,40744,82726,918,TV,52,Finished Airing,Spring,2019,Madhouse,Shounen
Hajime no Ippo: Champion Road,286,1591,8.26,75811,124875,205,Special,1,Finished Airing,,2003,Madhouse,Shounen
Hunter x Hunter: Greed Island Final,287,1475,8.26,74578,137247,233,OVA,14,Finished Airing,,2004,Nippon Animation,Shounen
Yuukoku no Moriarty Part 2,288,999,8.26,95510,216964,2786,TV,13,Finished Airing,Spring,2021,Production I.G,Shounen
Ramayana: The Legend of Prince Rama,279,6352,8.26,4267,8375,139,Movie,1,Finished Airing,,1993,Others,
Sono Bisque Doll wa Koi wo Suru,280,168,8.26,520170,880271,18084,TV,12,Finished Airing,Winter,2022,CloverWorks,Seinen
Space☆Dandy 2nd Season,281,1334,8.26,84405,158859,1786,TV,13,Finished Airing,Summer,2014,Bones,
Tenkuu no Shiro Laputa,282,447,8.26,282248,449302,3926,Movie,1,Finished Airing,,1986,Studio Ghibli,
Kotarou wa Hitorigurashi,289,1640,8.25,68242,120315,1726,ONA,10,Finished Airing,,2022,LIDENFILMS,Seinen
Kuroshitsuji Movie: Book of the Atlantic,290,1176,8.25,82256,181757,1369,Movie,1,Finished Airing,,2017,A-1 Pictures,Shounen
Naruto: Shippuuden,291,15,8.25,1530044,2290946,105184,TV,500,Finished Airing,Winter,2007,Pierrot,Shounen
Non Non Biyori Movie: Vacation,292,2305,8.25,33134,72283,203,Movie,1,Finished Airing,,2018,SILVER LINK.,Seinen
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,293,52,8.25,1012162,1592845,44125,TV,13,Finished Airing,Fall,2018,CloverWorks,
Sennen Joyuu,294,1264,8.25,76614,169412,2404,Movie,1,Finished Airing,,2002,Madhouse,
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,295,895,8.25,135005,242778,393,Special,1,Finished Airing,,2015,White Fox,
Tonari no Totoro,296,143,8.25,641849,984662,7753,Movie,1,Finished Airing,,1988,Studio Ghibli,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,297,4176,8.25,11463,23575,84,Movie,4,Finished Airing,,2019,Production I.G,
Gyakkyou Burai Kaiji: Hakairoku-hen,298,1171,8.25,100044,182380,2587,TV,26,Finished Airing,Spring,2011,Madhouse,Seinen
Danshi Koukousei no Nichijou,299,209,8.24,392631,778267,13650,TV,12,Finished Airing,Winter,2012,Sunrise,
Detective Conan: Episode One - The Great Detective Turned Small,300,3797,8.24,13743,28788,60,Special,1,Finished Airing,,2016,TMS Entertainment,Shounen
Dororo,301,116,8.24,566932,1112607,18813,TV,24,Finished Airing,Winter,2019,Others,Shounen
Dororo,301,116,8.24,566932,1112607,18813,TV,24,Finished Airing,Winter,2019,MAPPA,Shounen
Golden Kamuy 2nd Season,302,1169,8.24,99690,182729,890,TV,12,Finished Airing,Fall,2018,Others,Seinen
Great Pretender,303,325,8.24,287823,595338,9271,TV,23,Finished Airing,Summer,2020,Wit Studio,
Youjo Senki Movie,304,856,8.24,132458,251873,983,Movie,1,Finished Airing,,2019,Others,
Nodame Cantabile: Finale,305,1600,8.24,67607,124067,406,TV,11,Finished Airing,Winter,2010,J.C.Staff,Josei
Re:Zero kara Hajimeru Isekai Seikatsu,306,24,8.24,1318554,2046239,63616,TV,25,Finished Airing,Spring,2016,White Fox,
Sasaki to Miyano,307,1336,8.24,64113,158661,4021,TV,12,Finished Airing,Winter,2022,Studio Deen,
Major S3,308,2428,8.23,41744,66418,351,TV,26,Finished Airing,Winter,2007,Studio Hibari,Shounen
One Piece Movie 14: Stampede,309,1305,8.23,100557,162671,625,Movie,1,Finished Airing,,2019,Toei Animation,Shounen
Ookami to Koushinryou,310,216,8.23,374675,774077,17407,TV,13,Finished Airing,Winter,2008,Others,
Hajime no Ippo: Mashiba vs. Kimura,311,1880,8.23,61497,99781,166,OVA,1,Finished Airing,,2003,Madhouse,Shounen
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,312,1520,8.23,74182,131889,1524,TV,25,Finished Airing,Fall,2016,Sunrise,
Bungou Stray Dogs 3rd Season,313,349,8.22,290425,558008,4758,TV,12,Finished Airing,Spring,2019,Bones,Seinen
Fruits Basket 1st Season,314,231,8.22,352737,746774,14485,TV,25,Finished Airing,Spring,2019,TMS Entertainment,Shoujo
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,315,5779,8.22,3432,10560,43,Movie,12,Finished Airing,,2022,Production I.G,
JoJo no Kimyou na Bouken Part 6: Stone Ocean,316,478,8.22,219109,424070,6686,ONA,12,Finished Airing,,2021,David Production,Shounen
Kono Sekai no Katasumi ni,317,1223,8.22,72489,175164,1440,Movie,1,Finished Airing,,2016,MAPPA,Seinen
Kuroko no Basket 2nd Season,318,196,8.22,512088,804014,4295,TV,25,Finished Airing,Fall,2013,Production I.G,Shounen
Lycoris Recoil,319,543,8.22,169341,376833,6402,TV,13,Finished Airing,Summer,2022,A-1 Pictures,
Magi: The Kingdom of Magic,320,197,8.22,437266,802359,7543,TV,25,Finished Airing,Fall,2013,A-1 Pictures,Shounen
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,321,1124,8.22,96557,190004,897,Movie,1,Finished Airing,,2012,Shaft,
Majo no Takkyuubin,322,367,8.22,345720,532019,5159,Movie,1,Finished Airing,,1989,Studio Ghibli,
Major S1,323,1925,8.22,49187,96926,1361,TV,26,Finished Airing,Fall,2004,Studio Hibari,Shounen
Mimi wo Sumaseba,324,647,8.22,184913,327571,4484,Movie,1,Finished Airing,,1995,Studio Ghibli,Shoujo
SKET Dance,325,1001,8.22,81466,216651,3166,TV,77,Finished Airing,Spring,2011,Tatsunoko Production,Shounen
Trigun,326,246,8.22,347061,707187,14456,TV,26,Finished Airing,Spring,1998,Madhouse,Shounen
Wu Liuqi: Zui Qiang Fa Xing Shi,327,2534,8.22,36078,61721,486,ONA,10,Finished Airing,,2019,Others,
xxxHOLiC◆Kei,328,1484,8.22,63735,136569,584,TV,13,Finished Airing,Spring,2008,Production I.G,Seinen
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,329,141,8.22,644610,994328,15599,TV,13,Finished Airing,Spring,2015,feel.,
Vanitas no Karte Part 2,330,922,8.21,97606,233951,2461,TV,12,Finished Airing,Winter,2022,Bones,Shounen
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,331,1756,8.21,64275,110458,442,Movie,1,Finished Airing,,2000,Madhouse,Shoujo
Detective Conan Movie 13: The Raven Chaser,332,2668,8.21,31794,56208,78,Movie,1,Finished Airing,,2009,Tokyo Movie Shinsha,Shounen
Hachimitsu to Clover II,333,1838,8.21,52749,103181,953,TV,12,Finished Airing,Summer,2006,J.C.Staff,Josei
IDOLiSH7 Third Beat!,334,4577,8.21,5658,19033,323,TV,13,Finished Airing,Summer,2021,TROYCA,
Kaguya-hime no Monogatari,335,1030,8.21,109329,210353,2340,Movie,1,Finished Airing,,2013,Studio Ghibli,
Quanzhi Gaoshou Specials,336,1872,8.21,51496,100248,352,ONA,3,Finished Airing,,2018,Others,
ReLIFE: Kanketsu-hen,337,583,8.21,214454,360373,1693,Special,4,Finished Airing,,2018,TMS Entertainment,
Saiki Kusuo no Ψ-nan: Kanketsu-hen,338,1077,8.21,119761,200115,360,Special,1,Finished Airing,,2018,J.C.Staff,Shounen
Saiki Kusuo no Ψ-nan: Kanketsu-hen,338,1077,8.21,119761,200115,360,Special,1,Finished Airing,,2018,Egg Firm,Shounen
Tanoshii Muumin Ikka,339,4085,8.21,11182,24729,637,TV,78,Finished Airing,Spring,1990,Others,Kids
Major S2,340,2370,8.2,43662,68942,307,TV,26,Finished Airing,Winter,2006,Studio Hibari,Shounen
Major S4,341,2508,8.2,39198,62812,196,TV,26,Finished Airing,Winter,2008,SynergySP,Shounen
No Game No Life: Zero,342,190,8.2,442736,815726,7466,Movie,1,Finished Airing,,2017,Madhouse,
Nomad: Megalo Box 2,343,1149,8.2,73962,185712,1945,TV,13,Finished Airing,Spring,2021,TMS Entertainment,
Paripi Koumei,344,878,8.2,115115,246889,2343,TV,12,Finished Airing,Spring,2022,P.A. Works,
Shoujo Shuumatsu Ryokou,345,685,8.2,118582,313715,6276,TV,12,Finished Airing,Fall,2017,White Fox,
xxxHOLiC Rou,346,2427,8.2,31023,66425,179,OVA,2,Finished Airing,,2010,Production I.G,Seinen
Berserk: Ougon Jidai-hen III - Kourin,347,1037,8.2,132476,209370,1532,Movie,1,Finished Airing,,2013,Studio 4°C,Seinen
Bungou Stray Dogs 2nd Season,348,214,8.2,445444,774475,6540,TV,12,Finished Airing,Fall,2016,Bones,Seinen
Horimiya,349,100,8.2,707509,1186293,30509,TV,13,Finished Airing,Winter,2021,CloverWorks,Shounen
InuYasha: Kanketsu-hen,350,811,8.2,135355,267318,2078,TV,26,Finished Airing,Fall,2009,Sunrise,Shounen
Kamisama Hajimemashita◎,351,555,8.2,200284,372210,2776,TV,12,Finished Airing,Winter,2015,TMS Entertainment,Shoujo
Asobi Asobase,352,456,8.19,207342,437832,6062,TV,12,Finished Airing,Summer,2018,Lerche,Seinen
Bakuman.,353,326,8.19,285644,594812,9286,TV,25,Finished Airing,Fall,2010,J.C.Staff,Shounen
Ballroom e Youkoso,354,694,8.19,139004,310743,3356,TV,24,Finished Airing,Summer,2017,Production I.G,Shounen
Chihayafuru,355,460,8.19,174382,435861,7586,TV,25,Finished Airing,Fall,2011,Madhouse,Josei
Fate/stay night: Unlimited Blade Works,356,137,8.19,636054,1004240,15819,TV,12,Finished Airing,Fall,2014,ufotable,
Girls & Panzer Movie,357,1888,8.19,53726,99304,1298,Movie,1,Finished Airing,,2015,Actas,
Haikyuu!! Movie 4: Concept no Tatakai,358,2267,8.19,28274,74453,72,Movie,1,Finished Airing,,2017,Production I.G,Shounen
Hunter x Hunter: Greed Island,359,1405,8.19,81316,147483,281,OVA,8,Finished Airing,,2003,Nippon Animation,Shounen
Little Busters! Refrain,360,1329,8.19,74751,159733,2063,TV,13,Finished Airing,Fall,2013,J.C.Staff,
Liz to Aoi Tori,361,1586,8.19,47815,125152,2319,Movie,1,Finished Airing,,2018,Kyoto Animation,
Maison Ikkoku,362,2413,8.19,17475,67243,1576,TV,96,Finished Airing,Spring,1986,Studio Deen,Seinen
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,363,2637,8.19,29519,57442,73,Special,1,Finished Airing,,2013,Toei Animation,Shounen
Senki Zesshou Symphogear XV,364,3376,8.19,12698,36393,841,TV,13,Finished Airing,Summer,2019,Satelight,
Shoujo Kakumei Utena,365,1071,8.19,59396,202663,7646,TV,39,Finished Airing,Spring,1997,J.C.Staff,
Stand By Me Doraemon 2,366,4518,8.19,11169,19681,103,Movie,1,Finished Airing,,2020,Others,Kids
Stand By Me Doraemon 2,366,4518,8.19,11169,19681,103,Movie,1,Finished Airing,,2020,Shin-Ei Animation,Kids
Yoru wa Mijikashi Arukeyo Otome,367,1695,8.19,46785,115317,1575,Movie,1,Finished Airing,,2017,Science SARU,
Yojouhan Time Machine Blues,368,3611,8.18,7011,31559,176,ONA,6,Finished Airing,,2022,Science SARU,
Dr. Stone: Stone Wars,369,155,8.18,509517,919111,6994,TV,11,Finished Airing,Winter,2021,TMS Entertainment,Shounen
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,370,482,8.18,230925,420190,2437,Movie,1,Finished Airing,,2017,ufotable,
Higurashi no Naku Koro ni Kai,371,434,8.18,243756,460275,7187,TV,24,Finished Airing,Summer,2007,Studio Deen,
Non Non Biyori Repeat,372,1121,8.18,95439,190483,1279,TV,12,Finished Airing,Summer,2015,SILVER LINK.,Seinen
Toaru Kagaku no Railgun T,373,1009,8.18,84403,213997,3198,TV,25,Finished Airing,Winter,2020,J.C.Staff,
Luo Xiao Hei Zhan Ji (Movie),374,4365,8.17,6871,21115,303,Movie,1,Finished Airing,,2019,Others,
Aria the Natural,375,2247,8.17,28303,75473,792,TV,26,Finished Airing,Spring,2006,Hal Film Maker,Shounen
Black Lagoon: The Second Barrage,376,405,8.17,298805,486073,2940,TV,12,Finished Airing,Fall,2006,Madhouse,Seinen
Detective Conan,377,645,8.17,151216,327994,13595,TV,0,Currently Airing,Winter,1996,TMS Entertainment,Shounen
Detective Conan Movie 20: The Darkest Nightmare,378,3274,8.17,21449,38378,97,Movie,1,Finished Airing,,2016,TMS Entertainment,Shounen
Digimon Adventure: Last Evolution Kizuna,379,3250,8.17,15805,39028,272,Movie,1,Finished Airing,,2020,Others,
Girls & Panzer: Saishuushou Part 3,380,4313,8.17,8106,21751,91,Movie,1,Finished Airing,,2021,Actas,
K-On!!,381,279,8.17,363753,655967,14113,TV,26,Finished Airing,Spring,2010,Kyoto Animation,
Akira,382,207,8.16,472339,782637,12571,Movie,1,Finished Airing,,1988,Tokyo Movie Shinsha,Seinen
Cardcaptor Sakura,383,491,8.16,209139,413334,12491,TV,70,Finished Airing,Spring,1998,Madhouse,Shoujo
Death Parade,384,49,8.16,945189,1653911,27052,TV,12,Finished Airing,Winter,2015,Madhouse,
Dragon Ball Z,385,107,8.16,799241,1155219,35370,TV,291,Finished Airing,Spring,1989,Toei Animation,Shounen
Eiga Daisuki Pompo-san,386,3737,8.16,9228,29630,317,Movie,1,Finished Airing,,2021,Others,
Initial D Fourth Stage,387,1269,8.16,94897,168171,1204,TV,24,Finished Airing,Spring,2004,Others,Seinen
Initial D Second Stage,388,1101,8.16,120999,196157,956,TV,13,Finished Airing,Fall,1999,Others,Seinen
Yuukoku no Moriarty,389,559,8.16,152927,370441,6174,TV,11,Finished Airing,Fall,2020,Production I.G,Shounen
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,390,876,8.16,127798,247257,1020,Movie,1,Finished Airing,,2015,Kyoto Animation,
Major: Message,391,3756,8.16,16943,29369,59,OVA,1,Finished Airing,,2010,SynergySP,Shounen
Noragami Aragoto,392,77,8.16,851080,1378833,11361,TV,13,Finished Airing,Fall,2015,Bones,Shounen
Ouran Koukou Host Club,393,126,8.16,644521,1062454,32646,TV,26,Finished Airing,Spring,2006,Bones,Shoujo
Shokugeki no Souma,394,57,8.16,951853,1558622,23359,TV,24,Finished Airing,Spring,2015,J.C.Staff,Shounen
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,395,1352,8.16,77808,155816,391,Movie,1,Finished Airing,,2008,Gainax,
Lupin III: Cagliostro no Shiro,396,1774,8.15,69205,109151,1249,Movie,1,Finished Airing,,1979,Tokyo Movie Shinsha,Seinen
Made in Abyss Movie 1: Tabidachi no Yoake,397,1730,8.15,41699,112999,196,Movie,1,Finished Airing,,2019,Kinema Citrus,
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,398,3639,8.15,8425,31205,96,Movie,1,Finished Airing,,2021,Shuka,Shoujo
Dragon Ball Super: Broly,399,590,8.15,249086,358388,2707,Movie,1,Finished Airing,,2018,Toei Animation,Shounen
Hinamatsuri (TV),400,411,8.15,236511,477978,4239,TV,12,Finished Airing,Spring,2018,feel.,Seinen
IDOLiSH7 Second Beat!,401,3848,8.15,9246,27804,365,TV,15,Finished Airing,Spring,2020,TROYCA,
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,402,2890,8.15,25523,48481,78,ONA,1,Finished Airing,,2021,A-1 Pictures,
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",403,2582,8.15,29751,59835,178,OVA,1,Finished Airing,,2016,TMS Entertainment,Shoujo
Working!!! Lord of the Takanashi,404,1895,8.15,56408,98771,208,Special,1,Finished Airing,,2016,A-1 Pictures,Seinen
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,405,419,8.15,241858,472056,6972,TV,13,Finished Airing,Summer,2022,Lerche,
Lupin III: Part 5,406,3149,8.14,15421,41304,377,TV,24,Finished Airing,Spring,2018,Telecom Animation Film,Seinen
Nisemonogatari,407,248,8.14,414915,702474,3839,TV,11,Finished Airing,Winter,2012,Shaft,
Nodame Cantabile: Paris-hen,408,1638,8.14,73152,120561,282,TV,11,Finished Airing,Fall,2008,J.C.Staff,Josei
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,409,4932,8.14,6820,15800,22,OVA,1,Finished Airing,,2022,SILVER LINK.,Seinen
One Piece Film: Z,410,837,8.14,163615,257184,576,Movie,1,Finished Airing,,2012,Toei Animation,Shounen
Seirei no Moribito,411,1038,8.14,74308,209010,2629,TV,26,Finished Airing,Spring,2007,Production I.G,
Tensei shitara Slime Datta Ken,412,87,8.14,786278,1294792,26798,TV,24,Finished Airing,Fall,2018,8bit,
Black Clover,413,66,8.14,754521,1499626,42150,TV,170,Finished Airing,Fall,2017,Pierrot,Shounen
Gankutsuou,414,910,8.14,71419,236796,3751,TV,24,Finished Airing,Fall,2004,Gonzo,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,415,4231,8.14,11418,22785,41,Movie,4,Finished Airing,,2019,Production I.G,
Given Movie,416,1019,8.14,112433,212356,1511,Movie,1,Finished Airing,,2020,Lerche,
Given: Uragawa no Sonzai,417,2255,8.14,29344,75007,707,OVA,1,Finished Airing,,2021,Lerche,
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,418,1168,8.14,98877,182829,801,ONA,12,Finished Airing,,2022,David Production,Shounen
Kaiba,419,1432,8.14,42165,143002,3467,TV,12,Finished Airing,Spring,2008,Madhouse,
Eizouken ni wa Te wo Dasu na!,420,690,8.13,128260,312277,3781,TV,12,Finished Airing,Winter,2020,Science SARU,Seinen
Haikyuu!! Movie 3: Sainou to Sense,421,2213,8.13,29560,77293,92,Movie,1,Finished Airing,,2017,Production I.G,Shounen
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,422,2349,8.13,41678,69965,906,Music,1,Finished Airing,,2003,Toei Animation,
Katekyo Hitman Reborn!,423,362,8.13,252881,538066,15723,TV,203,Finished Airing,Fall,2006,Artland,Shounen
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,424,4215,8.13,10236,22974,191,Movie,1,Finished Airing,,2012,Seven Arcs,
Princess Tutu,425,1330,8.13,62511,159310,4706,TV,38,Finished Airing,Summer,2002,Hal Film Maker,
Kono Subarashii Sekai ni Shukufuku wo!,426,39,8.12,1183029,1817305,42835,TV,10,Finished Airing,Winter,2016,Studio Deen,
