Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Studios,Demographic
"Komi-san wa, Comyushou desu.",644,212,7.95,398802,777072,11542,TV,12,Finished Airing,Fall,2021,OLM,Shounen
Kurenai no Buta,645,950,7.95,143505,227295,1885,Movie,1,Finished Airing,,1992,Studio Ghibli,
Macross F Movie 2: Sayonara no Tsubasa,646,3934,7.95,13199,26540,120,Movie,1,Finished Airing,,2011,Satelight,
Macross F Movie 2: Sayonara no Tsubasa,646,3934,7.95,13199,26540,120,Movie,1,Finished Airing,,2011,8bit,
Macross: Do You Remember Love?,647,2999,7.95,21428,44967,700,Movie,1,Finished Airing,,1984,Artland,
Macross: Do You Remember Love?,647,2999,7.95,21428,44967,700,Movie,1,Finished Airing,,1984,Tatsunoko Production,
Mawaru Penguindrum,648,750,7.95,104678,288691,7141,TV,24,Finished Airing,Summer,2011,"""Brains Base""",
Nurarihyon no Mago: Sennen Makyou,649,1344,7.95,81090,157156,627,TV,24,Finished Airing,Summer,2011,Studio Deen,Shounen
One Piece Film: Strong World Episode 0,650,2163,7.95,45084,79986,45,OVA,1,Finished Airing,,2010,Toei Animation,Shounen
Osomatsu-san,651,1284,7.95,64473,165992,3489,TV,25,Finished Airing,Fall,2015,Pierrot,
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,652,1325,7.95,28406,160773,1759,TV,12,Currently Airing,Winter,2023,Others,
Phantom: Requiem for the Phantom,653,657,7.95,122230,322060,4414,TV,26,Finished Airing,Spring,2009,Others,Seinen
Tekkon Kinkreet,654,1816,7.95,42444,105609,1386,Movie,1,Finished Airing,,2006,Studio 4°C,
Kokoro Connect: Michi Random,655,861,7.94,164987,251337,831,Special,4,Finished Airing,,2012,SILVER LINK.,
Non Non Biyori,656,502,7.94,166473,405485,6075,TV,12,Finished Airing,Fall,2013,SILVER LINK.,Seinen
Promare,657,831,7.94,126601,259196,3162,Movie,1,Finished Airing,,2019,Trigger,
Takarajima,658,4603,7.94,6424,18826,258,TV,26,Finished Airing,Fall,1978,Madhouse,
Takarajima,658,4603,7.94,6424,18826,258,TV,26,Finished Airing,Fall,1978,TMS Entertainment,
Usagi Drop Specials,659,2384,7.94,39926,68363,38,Special,4,Finished Airing,,2011,Production I.G,Josei
Wotaku ni Koi wa Muzukashii,660,159,7.94,479708,900209,10791,TV,11,Finished Airing,Spring,2018,A-1 Pictures,
Wotaku ni Koi wa Muzukashii OVA,661,1143,7.94,92381,186989,459,OVA,3,Finished Airing,,2019,A-1 Pictures,
Wotaku ni Koi wa Muzukashii OVA,661,1143,7.94,92381,186989,459,OVA,3,Finished Airing,,2019,Others,
xxxHOLiC Movie: Manatsu no Yoru no Yume,662,2495,7.94,32847,63601,118,Movie,1,Finished Airing,,2005,Production I.G,Seinen
Yowamushi Pedal,663,968,7.94,111277,222933,2276,TV,38,Finished Airing,Fall,2013,TMS Entertainment,Shounen
5-toubun no Hanayome Movie,664,1177,7.94,59210,181799,2544,Movie,1,Finished Airing,,2022,Others,Shounen
Bishoujo Senshi Sailor Moon: Sailor Stars,665,1803,7.94,53921,107051,1172,TV,34,Finished Airing,Spring,1996,Toei Animation,Shoujo
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",666,728,7.94,197346,296229,843,Special,1,Finished Airing,,2008,Kyoto Animation,
Doupo Cangqiong 4th Season,667,7360,7.94,2810,5784,87,ONA,24,Finished Airing,,2021,Others,
Fate/Grand Order: Zettai Majuu Sensen Babylonia,668,836,7.94,120826,257626,2424,TV,21,Finished Airing,Fall,2019,CloverWorks,
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,669,2019,7.94,42586,89827,373,Movie,1,Finished Airing,,2017,SILVER LINK.,
Full Moon wo Sagashite,670,1824,7.94,46355,105007,1759,TV,52,Finished Airing,Spring,2002,Studio Deen,Shoujo
Kidou Senshi Gundam Thunderbolt,671,2779,7.94,25763,51776,373,ONA,4,Finished Airing,,2015,Sunrise,
Kindaichi Shounen no Jikenbo,672,3807,7.94,7152,28578,225,TV,148,Finished Airing,Spring,1997,Toei Animation,Shounen
Kingdom,673,1081,7.94,68392,199771,1609,TV,38,Finished Airing,Summer,2012,Pierrot,Seinen
Full Metal Panic! The Second Raid,674,854,7.93,144685,252922,1257,TV,13,Finished Airing,Summer,2005,Kyoto Animation,
Gochuumon wa Usagi desu ka? Bloom,675,2615,7.93,20221,58223,455,TV,12,Finished Airing,Fall,2020,Others,
Hanamonogatari,676,497,7.93,229362,408728,1069,TV,5,Finished Airing,Summer,2014,Shaft,
Kidou Senshi Gundam Thunderbolt: December Sky,677,4345,7.93,11538,21431,168,Movie,1,Finished Airing,,2016,Sunrise,
Kidou Senshi Gundam: Suisei no Majo,678,1866,7.93,41339,100663,815,TV,12,Finished Airing,Fall,2022,Sunrise,
Kimi to Boku. 2,679,2092,7.93,40630,85354,370,TV,13,Finished Airing,Spring,2012,J.C.Staff,Shounen
Log Horizon,680,124,7.93,554768,1065027,10079,TV,25,Finished Airing,Fall,2013,Satelight,
Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,681,1619,7.93,58796,121948,473,Special,1,Finished Airing,,2022,Others,
Nekomonogatari: Kuro,682,369,7.93,324133,528425,1197,TV,4,Finished Airing,Fall,2012,Shaft,
One Piece Film: Red,683,1757,7.93,47526,110436,1422,Movie,1,Finished Airing,,2022,Toei Animation,Shounen
Quanzhi Gaoshou 2,684,1754,7.93,39514,110505,547,ONA,12,Finished Airing,,2020,Others,
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,685,1911,7.93,42262,97942,1215,TV,26,Finished Airing,Fall,2005,Madhouse,Seinen
Trigun: Badlands Rumble,686,1508,7.93,71525,133585,240,Movie,1,Finished Airing,,2010,Madhouse,Shounen
Violet Evergarden: Recollections,687,4575,7.93,2768,19108,116,Special,1,Finished Airing,,2021,Kyoto Animation,
Wan Sheng Jie,688,4319,7.93,8218,21698,368,ONA,12,Finished Airing,,2020,Others,
Wan Sheng Jie 2,689,5934,7.93,5191,9964,53,ONA,12,Finished Airing,,2020,Others,
Yakitate!! Japan,690,1960,7.92,40086,94275,892,TV,69,Finished Airing,Fall,2004,Sunrise,Shounen
Yuru Yuri San☆Hai!,691,1655,7.92,62902,119142,680,TV,12,Finished Airing,Fall,2015,TYO Animations,
Zetsuen no Tempest,692,339,7.92,253347,573021,6452,TV,24,Finished Airing,Fall,2012,Bones,Shounen
Boku no Hero Academia 4th Season,693,53,7.92,988987,1586915,8194,TV,25,Finished Airing,Fall,2019,Bones,Shounen
Bungou Stray Dogs: Dead Apple,694,883,7.92,137570,246003,1637,Movie,1,Finished Airing,,2018,Bones,Seinen
City Hunter,695,2260,7.92,22414,74720,949,TV,51,Finished Airing,Spring,1987,Sunrise,Shounen
Darker than Black: Kuro no Keiyakusha Gaiden,696,871,7.92,138533,248922,819,Special,4,Finished Airing,,2010,Bones,
Eyeshield 21,697,1220,7.92,85484,175446,1969,TV,145,Finished Airing,Spring,2005,Gallop,Shounen
Gake no Ue no Ponyo,698,372,7.92,350322,527440,3618,Movie,1,Finished Airing,,2008,Studio Ghibli,
Hidamari Sketch x Honeycomb,699,4250,7.92,9868,22534,177,TV,12,Finished Airing,Fall,2012,Shaft,
Kono Oto Tomare!,700,796,7.92,107708,273524,2188,TV,13,Finished Airing,Spring,2019,Others,Shounen
Kuuchuu Buranko,701,2029,7.92,24220,89330,1233,TV,11,Finished Airing,Fall,2009,Toei Animation,
Love Live! The School Idol Movie,702,1587,7.92,70979,125207,1189,Movie,1,Finished Airing,,2015,Sunrise,
Overlord,703,68,7.92,880216,1476200,24608,TV,13,Finished Airing,Summer,2015,Madhouse,
Overlord III,704,187,7.92,515874,831340,5203,TV,13,Finished Airing,Summer,2018,Madhouse,
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,705,4377,7.92,10890,21041,17,OVA,1,Finished Airing,,2013,Tatsunoko Production,Shounen
Tamako Love Story,706,584,7.92,166022,360300,2127,Movie,1,Finished Airing,,2014,Kyoto Animation,
Ore Monogatari!!,707,293,7.91,303536,632124,4819,TV,24,Finished Airing,Spring,2015,Madhouse,Shoujo
Plastic Memories,708,165,7.91,445726,886727,11324,TV,13,Finished Airing,Spring,2015,Doga Kobo,
Vampire Hunter D (2000),709,1247,7.91,86558,171884,1984,Movie,1,Finished Airing,,2000,Madhouse,
Vanitas no Karte,710,432,7.91,183360,461870,6528,TV,12,Finished Airing,Summer,2021,Bones,Shounen
Bleach,711,40,7.91,1043314,1812339,66956,TV,366,Finished Airing,Fall,2004,Pierrot,Shounen
Code Geass: Fukkatsu no Lelouch,712,732,7.91,129666,295001,1937,Movie,1,Finished Airing,,2019,Sunrise,
Detective Conan OVA 09: The Stranger in 10 Years...,713,4458,7.91,10615,20251,14,OVA,1,Finished Airing,,2009,TMS Entertainment,Shounen
Final Fantasy VII: Advent Children Complete,714,1552,7.91,80559,128222,755,OVA,1,Finished Airing,,2009,Others,
Hanasaku Iroha,715,668,7.91,124582,318154,2527,TV,26,Finished Airing,Spring,2011,P.A. Works,
Kaleido Star,716,2130,7.91,34302,81756,1262,TV,51,Finished Airing,Spring,2003,Gonzo,
Boku no Hero Academia,717,6,7.9,1934636,2818456,52847,TV,13,Finished Airing,Spring,2016,Bones,Shounen
Cike Wu Liuqi,718,2095,7.9,42263,84967,1172,ONA,10,Finished Airing,,2018,Others,
Date A Live II: Kurumi Star Festival,719,1226,7.9,106282,174875,1027,OVA,1,Finished Airing,,2014,Others,
Drifters,720,367,7.9,257624,532149,3817,TV,12,Finished Airing,Fall,2016,Others,Seinen
Ergo Proxy,721,315,7.9,226747,608018,12731,TV,23,Finished Airing,Winter,2006,Manglobe,
Gakuen Babysitters,722,697,7.9,155329,309153,2944,TV,12,Finished Airing,Winter,2018,"""Brains Base""",Shoujo
Ginga Sengoku Gunyuuden Rai,723,5060,7.9,4891,14718,80,TV,52,Finished Airing,Spring,1994,Others,Shounen
Hidamari Sketch x ☆☆☆,724,3936,7.9,12484,26525,151,TV,12,Finished Airing,Winter,2010,Shaft,
Ie Naki Ko Remy,725,4534,7.9,8336,19535,109,TV,23,Finished Airing,Fall,1996,Nippon Animation,
JoJo no Kimyou na Bouken (TV),726,61,7.9,987068,1531303,35210,TV,26,Finished Airing,Fall,2012,David Production,Shounen
Jormungand: Perfect Order,727,1173,7.9,99643,182110,701,TV,12,Finished Airing,Fall,2012,White Fox,Seinen
Kotonoha no Niwa,728,193,7.9,487444,806848,6669,Movie,1,Finished Airing,,2013,CoMix Wave Films,
Lupin III (2015),729,2413,7.9,21389,67282,432,TV,24,Finished Airing,Fall,2015,Telecom Animation Film,Seinen
Macross,730,1846,7.9,34846,102910,1662,TV,36,Finished Airing,Fall,1982,Tatsunoko Production,
One Piece Film: Gold,731,1114,7.9,115232,192783,360,Movie,1,Finished Airing,,2016,Toei Animation,Shounen
Sakigake!! Cromartie Koukou,732,1515,7.9,52186,132586,1575,TV,26,Finished Airing,Fall,2003,Production I.G,Shounen
Shirokuma Cafe,733,2013,7.9,22450,90298,910,TV,50,Finished Airing,Spring,2012,Pierrot,Josei
Tonikaku Kawaii,734,277,7.9,371264,659712,9558,TV,12,Finished Airing,Fall,2020,Seven Arcs,Shounen
Umibe no Étranger,735,1378,7.9,73339,151488,2517,Movie,1,Finished Airing,,2020,Studio Hibari,
Ushio to Tora (TV) 2nd Season,736,1566,7.9,63543,126922,307,TV,13,Finished Airing,Spring,2016,MAPPA,Shounen
Ushio to Tora (TV) 2nd Season,736,1566,7.9,63543,126922,307,TV,13,Finished Airing,Spring,2016,Others,Shounen
Yagate Kimi ni Naru,737,691,7.9,129274,312090,5791,TV,13,Finished Airing,Fall,2018,TROYCA,
Yuri!!! on Ice,738,186,7.9,502179,834374,19933,TV,12,Finished Airing,Fall,2016,MAPPA,
Zoku Sayonara Zetsubou Sensei,739,1557,7.9,57807,127811,495,TV,13,Finished Airing,Winter,2008,Shaft,Shounen
Aria the Avvenire,740,3971,7.89,10196,26098,103,Special,3,Finished Airing,,2015,TYO Animations,Shounen
Code Geass: Hangyaku no Lelouch I - Koudou,741,1958,7.89,35553,94309,180,Movie,1,Finished Airing,,2017,Sunrise,
Dance Dance Danseur,742,2276,7.89,28467,73970,600,TV,11,Finished Airing,Spring,2022,MAPPA,Seinen
Death Billiards,743,944,7.89,132309,229739,326,Movie,1,Finished Airing,,2013,Madhouse,
Dramaturgy,744,7421,7.89,3654,5692,34,Music,1,Finished Airing,,2017,Others,
ef: A Tale of Memories.,745,874,7.89,105382,248042,2745,TV,12,Finished Airing,Fall,2007,Shaft,
Free! Eternal Summer: Kindan no All Hard!,746,2007,7.89,44167,90626,196,Special,1,Finished Airing,,2015,Kyoto Animation,
Free! Eternal Summer: Kindan no All Hard!,746,2007,7.89,44167,90626,196,Special,1,Finished Airing,,2015,Others,
Higurashi no Naku Koro ni,747,221,7.89,378091,769346,20511,TV,26,Finished Airing,Spring,2006,Studio Deen,
Initial D Third Stage,748,1306,7.89,101280,162636,608,Movie,1,Finished Airing,,2001,Studio Deen,Seinen
Jigoku Shoujo Futakomori,749,1354,7.89,65847,155635,687,TV,26,Finished Airing,Fall,2006,Studio Deen,
Karigurashi no Arrietty,750,660,7.89,201771,320462,1060,Movie,1,Finished Airing,,2010,Studio Ghibli,
Kidou Senshi Zeta Gundam,751,2375,7.89,34727,68650,2056,TV,50,Finished Airing,Spring,1985,Sunrise,
Macross F,752,1439,7.89,65440,142337,1845,TV,25,Finished Airing,Spring,2008,Satelight,
Ookiku Furikabutte,753,1920,7.89,39723,97164,1697,TV,25,Finished Airing,Spring,2007,A-1 Pictures,Seinen
Quanzhi Gaoshou,754,600,7.89,167873,352179,3812,ONA,12,Finished Airing,,2017,B.CMAY PICTURES,
Saiunkoku Monogatari,755,1990,7.89,34182,91987,1108,TV,39,Finished Airing,Spring,2006,Madhouse,Shoujo
School Rumble,756,673,7.89,145217,316790,5105,TV,26,Finished Airing,Fall,2004,Studio Comet,Shounen
Shijou Saikyou no Deshi Kenichi OVA,757,2696,7.89,27754,55162,103,OVA,11,Finished Airing,,2012,"""Brains Base""",Shounen
Tennis no Ouji-sama: Zenkoku Taikai-hen,758,3016,7.89,24649,44695,64,OVA,13,Finished Airing,,2006,Others,Shounen
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,759,3405,7.89,19972,35941,38,OVA,6,Finished Airing,,2007,Others,Shounen
Les Misérables: Shoujo Cosette,760,3880,7.88,8819,27513,253,TV,52,Finished Airing,Winter,2007,Nippon Animation,
Megalo Box,761,409,7.88,256592,481105,3357,TV,13,Finished Airing,Spring,2018,TMS Entertainment,
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,762,3372,7.88,19227,36461,25,Special,1,Finished Airing,,2017,Toei Animation,Shounen
Sekaiichi Hatsukoi OVA,763,2374,7.88,36257,68673,126,OVA,2,Finished Airing,,2011,Studio Deen,
Space☆Dandy,764,636,7.88,144837,334683,5146,TV,13,Finished Airing,Winter,2014,Bones,
Terra e... (TV),765,2583,7.88,18196,59841,844,TV,24,Finished Airing,Spring,2007,Others,Shounen
Bishoujo Senshi Sailor Moon S,766,1462,7.88,74250,138950,1376,TV,38,Finished Airing,Spring,1994,Toei Animation,Shoujo
Carole & Tuesday,767,696,7.88,135435,309279,2840,TV,24,Finished Airing,Spring,2019,Bones,
Densetsu Kyojin Ideon: Hatsudou-hen,768,6124,7.88,3371,9200,181,Movie,1,Finished Airing,,1982,Sunrise,
Detective Conan Movie 02: The Fourteenth Target,769,2569,7.88,37023,60188,67,Movie,1,Finished Airing,,1998,TMS Entertainment,Shounen
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,770,3341,7.88,21121,36989,56,Movie,1,Finished Airing,,1988,Others,
Hoozuki no Reitetsu 2nd Season,771,3012,7.88,17898,44798,104,TV,13,Finished Airing,Fall,2017,Studio Deen,Seinen
Inochi no Tabekata,772,8232,7.88,2840,4421,24,Music,1,Finished Airing,,2020,Others,
Kami nomi zo Shiru Sekai II,773,546,7.88,232749,376507,978,TV,12,Finished Airing,Spring,2011,Manglobe,Shounen
BanG Dream! Movie: Poppin' Dream!,774,6845,7.87,1436,6985,51,Movie,1,Finished Airing,,2022,SANZIGEN,
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,775,1088,7.87,129448,199109,675,Movie,1,Finished Airing,,2012,Studio 4°C,Seinen
Carnival Phantasm,776,1130,7.87,92170,189014,1564,OVA,12,Finished Airing,,2011,Lerche,
Golden Kamuy,777,605,7.87,145673,348623,3799,TV,12,Finished Airing,Spring,2018,Others,Seinen
High☆Speed! Movie: Free! Starting Days,778,2037,7.87,40399,88679,274,Movie,1,Finished Airing,,2015,Kyoto Animation,
Zan Sayonara Zetsubou Sensei,779,1836,7.87,39595,103421,230,TV,13,Finished Airing,Summer,2009,Shaft,Shounen
Machikado Mazoku: 2-choume,780,2593,7.87,19282,59435,307,TV,12,Finished Airing,Spring,2022,J.C.Staff,
Mahou Shoujo Lyrical Nanoha: The Movie 1st,781,3705,7.87,14826,30192,190,Movie,1,Finished Airing,,2010,Seven Arcs,
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,782,2081,7.87,51583,85786,101,Special,1,Finished Airing,,2014,Toei Animation,Shounen
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,"""Brains Base""",
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,783,1316,7.87,88201,161657,290,OVA,1,Finished Airing,,2009,Others,
Osomatsu-san Movie,784,5148,7.87,5796,14097,79,Movie,1,Finished Airing,,2019,Pierrot,
Shingeki no Kyojin OVA,785,464,7.87,252608,432464,881,OVA,3,Finished Airing,,2013,Wit Studio,Shounen
Top wo Nerae! Gunbuster,786,1670,7.87,49726,117907,2594,OVA,6,Finished Airing,,1988,Gainax,
Lupin III vs. Detective Conan: The Movie,787,3702,7.86,15782,30280,40,Movie,1,Finished Airing,,2013,TMS Entertainment,Shounen
Magic Kaito 1412,788,1668,7.86,54627,117942,1052,TV,24,Finished Airing,Fall,2014,A-1 Pictures,Shounen
Musekinin Kanchou Tylor,789,2952,7.86,15227,46443,526,TV,26,Finished Airing,Winter,1993,Tatsunoko Production,
Noragami Aragoto OVA,790,872,7.86,132383,248368,361,OVA,2,Finished Airing,,2015,Bones,Shounen
Sayonara Zetsubou Sensei,791,640,7.86,124254,331991,4603,TV,12,Finished Airing,Summer,2007,Shaft,Shounen
Seitokai Yakuindomo* OVA,792,2237,7.86,31031,75983,95,OVA,10,Finished Airing,,2014,Others,Shounen
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,793,2492,7.86,30749,63717,212,Movie,1,Finished Airing,,2014,Studio Deen,
Tennis no Ouji-sama,794,1218,7.86,81019,175566,2974,TV,178,Finished Airing,Fall,2001,Others,Shounen
Tiger & Bunny,795,985,7.86,88315,219395,2945,TV,25,Finished Airing,Spring,2011,Sunrise,
Beelzebub,796,343,7.86,269465,570726,5229,TV,60,Finished Airing,Winter,2011,Others,Shounen
Durarara!! Specials,797,1295,7.86,91938,163987,153,Special,2,Finished Airing,,2010,"""Brains Base""",
InuYasha,798,230,7.86,371451,751604,17566,TV,167,Finished Airing,Fall,2000,Sunrise,Shounen
Kidou Senshi Gundam: Suisei no Majo - Prologue,799,3758,7.86,19521,29374,44,Special,1,Finished Airing,,2022,Sunrise,
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,800,117,7.86,697583,1110996,16759,TV,12,Finished Airing,Summer,2017,Lerche,
Yuru Yuri Nachuyachumi!,801,2341,7.86,37460,70555,143,OVA,1,Finished Airing,,2015,TYO Animations,
Wan Sheng Jie 3,802,7415,7.85,2505,5707,36,ONA,12,Finished Airing,,2022,Others,
Wu Shan Wu Xing (2020),803,2899,7.85,15597,48084,325,ONA,3,Finished Airing,,2020,Others,
Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,804,547,7.85,243099,376327,617,OVA,1,Finished Airing,,2016,Studio Deen,
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,805,3341,7.85,14986,36996,123,Movie,1,Finished Airing,,2017,Telecom Animation Film,Seinen
Magi: Sinbad no Bouken (TV),806,439,7.85,247385,456816,1509,TV,13,Finished Airing,Spring,2016,Others,Shounen
New Initial D Movie: Legend 3 - Mugen,807,4073,7.85,11485,24874,55,Movie,1,Finished Airing,,2016,SANZIGEN,Seinen
New Initial D Movie: Legend 3 - Mugen,807,4073,7.85,11485,24874,55,Movie,1,Finished Airing,,2016,LIDENFILMS,Seinen
Non Non Biyori Repeat: Hotaru ga Tanoshinda,808,2948,7.85,23312,46554,36,OVA,1,Finished Airing,,2016,SILVER LINK.,Seinen
Paradise Kiss,809,1041,7.85,91672,208885,4032,TV,12,Finished Airing,Fall,2005,Madhouse,Josei
Sekaiichi Hatsukoi 2,810,1378,7.85,87610,151508,715,TV,12,Finished Airing,Fall,2011,Studio Deen,
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,811,766,7.85,135718,282377,606,Movie,1,Finished Airing,,2013,A-1 Pictures,
BanG Dream! Film Live 2nd Stage,812,7327,7.85,1290,5864,32,Movie,1,Finished Airing,,2021,SANZIGEN,
Beastars,813,202,7.85,491795,789674,9345,TV,12,Finished Airing,Fall,2019,Others,Shounen
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,814,6172,7.85,4952,9068,104,Movie,1,Finished Airing,,2001,Shin-Ei Animation,Seinen
Detective Conan Movie 01: The Timed Skyscraper,815,2402,7.85,42366,67685,99,Movie,1,Finished Airing,,1997,TMS Entertainment,Shounen
Detective Conan Movie 22: Zero the Enforcer,816,3850,7.85,14934,27819,58,Movie,1,Finished Airing,,2018,TMS Entertainment,
Douluo Dalu,817,3996,7.85,10173,25746,470,ONA,26,Finished Airing,,2018,Others,
Hanasaku Iroha Movie: Home Sweet Home,818,2081,7.85,33741,85824,93,Movie,1,Finished Airing,,2013,P.A. Works,
Hoozuki no Reitetsu 2nd Season: Sono Ni,819,3892,7.85,11146,27339,51,TV,13,Finished Airing,Spring,2018,Studio Deen,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Studio Deen,Seinen
Hoozuki no Reitetsu OVA,820,4834,7.85,7239,16739,17,OVA,4,Finished Airing,,2015,Wit Studio,Seinen
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,Madhouse,Kids
Ie Naki Ko,821,5094,7.85,4571,14491,258,TV,51,Finished Airing,Fall,1977,TMS Entertainment,Kids
Jibaku Shounen Hanako-kun,822,361,7.85,262606,538487,11154,TV,12,Finished Airing,Winter,2020,Lerche,Shounen
K-On!,823,140,7.85,545552,998472,22931,TV,13,Finished Airing,Spring,2009,Kyoto Animation,
K-On!!: Keikaku!,824,1646,7.85,68201,119992,225,Special,1,Finished Airing,,2011,Kyoto Animation,
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,825,5175,7.85,6712,13892,31,OVA,1,Finished Airing,,2005,Gonzo,Shoujo
Detective Conan Movie 23: The Fist of Blue Sapphire,826,3957,7.84,14002,26270,69,Movie,1,Finished Airing,,2019,TMS Entertainment,Shounen
Gekkan Shoujo Nozaki-kun,827,167,7.84,483707,882305,10672,TV,12,Finished Airing,Summer,2014,Doga Kobo,
Grisaia no Meikyuu: Caprice no Mayu 0,828,979,7.84,131699,220662,673,Special,1,Finished Airing,,2015,8bit,
Heartcatch Precure!,829,3732,7.84,11066,29775,579,TV,49,Finished Airing,Winter,2010,Toei Animation,
Id:Invaded,830,637,7.84,140777,333410,2661,TV,13,Finished Airing,Winter,2020,Others,
Inu-Ou,831,4624,7.84,3925,18641,91,Movie,1,Finished Airing,,2022,Science SARU,
K-On!: Live House!,832,1369,7.84,94087,153672,264,Special,1,Finished Airing,,2010,Kyoto Animation,
Kara no Kyoukai Movie 4: Garan no Dou,833,1056,7.84,124886,205915,303,Movie,1,Finished Airing,,2008,ufotable,
Uchouten Kazoku,834,1321,7.84,52411,161110,1470,TV,13,Finished Airing,Summer,2013,P.A. Works,
Urusei Yatsura 2: Beautiful Dreamer,835,4683,7.84,7978,18102,232,Movie,1,Finished Airing,,1984,Pierrot,Shounen
Yume-iro Pâtissière,836,2205,7.84,37682,77771,1072,TV,50,Finished Airing,Fall,2009,Studio Hibari,Shoujo
Michiko to Hatchin,837,1125,7.84,58471,189998,2313,TV,22,Finished Airing,Fall,2008,Manglobe,
MILGЯAM,838,7383,7.84,920,5737,96,Music,0,Currently Airing,,2020,Others,
Seihou Bukyou Outlaw Star,839,1395,7.84,61005,148208,2061,TV,24,Finished Airing,Winter,1998,Sunrise,
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,840,1676,7.84,45162,117439,210,Movie,1,Finished Airing,,2015,Wit Studio,Shounen
Soul Eater,841,60,7.84,805968,1539776,25575,TV,51,Finished Airing,Spring,2008,Bones,Shounen
Summer Ghost,842,2392,7.84,22495,68015,556,Movie,1,Finished Airing,,2021,Others,
Tanaka-kun wa Itsumo Kedaruge,843,459,7.84,199476,436509,4145,TV,12,Finished Airing,Spring,2016,SILVER LINK.,
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,844,2480,7.83,24446,64366,284,Special,1,Finished Airing,,2022,Kyoto Animation,
Kokoro ga Sakebitagatterunda.,845,689,7.83,150156,312520,1876,Movie,1,Finished Airing,,2015,A-1 Pictures,
Oniisama e...,846,3080,7.83,9383,42842,945,TV,39,Finished Airing,Summer,1991,Others,Shoujo
Planetarian: Hoshi no Hito,847,2988,7.83,14407,45414,195,Movie,1,Finished Airing,,2016,David Production,
Princess Connect! Re:Dive Season 2,848,1729,7.83,38885,113134,801,TV,12,Finished Airing,Winter,2022,Others,
Seitokai Yakuindomo Movie,849,2660,7.83,23144,56581,74,Movie,1,Finished Airing,,2017,Others,Shounen
Seto no Hanayome OVA,850,2779,7.83,27626,51781,30,OVA,2,Finished Airing,,2008,Gonzo,Shounen
Seto no Hanayome OVA,850,2779,7.83,27626,51781,30,OVA,2,Finished Airing,,2008,Others,Shounen
Shin Jidai,852,10769,7.83,1079,1801,6,Music,1,Finished Airing,,2022,Others,
Suzumiya Haruhi no Yuuutsu,853,169,7.83,460795,878470,14801,TV,14,Finished Airing,Spring,2006,Kyoto Animation,
Tasogare Otome x Amnesia,854,533,7.83,175444,384113,4420,TV,12,Finished Airing,Spring,2012,SILVER LINK.,Shounen
Tentai Senshi Sunred 2nd Season,855,6557,7.83,3477,7781,24,TV,26,Finished Airing,Fall,2009,Others,Seinen
91 Days,856,269,7.83,306855,671869,7580,TV,12,Finished Airing,Summer,2016,Shuka,
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,857,3704,7.83,12246,30232,122,Movie,1,Finished Airing,,2015,SANZIGEN,Seinen
Break Blade Movie 4: Sanka no Chi,858,2654,7.83,34374,56785,27,Movie,1,Finished Airing,,2010,Production I.G,Shounen
Break Blade Movie 4: Sanka no Chi,858,2654,7.83,34374,56785,27,Movie,1,Finished Airing,,2010,Xebec,Shounen
Capeta,859,4021,7.83,11184,25505,295,TV,52,Finished Airing,Fall,2005,Studio Comet,Shounen
Danshi Koukousei no Nichijou Specials,860,1533,7.83,71228,130839,184,Special,6,Finished Airing,,2012,Sunrise,
