Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Action,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Action,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Action,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Comedy,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Comedy,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Comedy,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Comedy,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,24,1187,8.88,86789,179916,1007,TV,14,Finished Airing,Summer,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Samurai,Shounen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,VAP,VIZ Media,Madhouse,Drama,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,VAP,VIZ Media,Madhouse,Drama,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,VAP,VIZ Media,Madhouse,Mystery,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,VAP,VIZ Media,Madhouse,Mystery,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,VAP,VIZ Media,Madhouse,Suspense,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,VAP,VIZ Media,Madhouse,Suspense,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Shogakukan-Shueisha Productions,VIZ Media,Madhouse,Drama,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Shogakukan-Shueisha Productions,VIZ Media,Madhouse,Drama,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Shogakukan-Shueisha Productions,VIZ Media,Madhouse,Mystery,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Shogakukan-Shueisha Productions,VIZ Media,Madhouse,Mystery,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Shogakukan-Shueisha Productions,VIZ Media,Madhouse,Suspense,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Shogakukan-Shueisha Productions,VIZ Media,Madhouse,Suspense,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Nippon Television Network,VIZ Media,Madhouse,Drama,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Nippon Television Network,VIZ Media,Madhouse,Drama,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Nippon Television Network,VIZ Media,Madhouse,Mystery,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Nippon Television Network,VIZ Media,Madhouse,Mystery,Psychological,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Nippon Television Network,VIZ Media,Madhouse,Suspense,Adult Cast,Seinen
Monster,25,149,8.86,346069,965601,44599,TV,74,Finished Airing,Spring,2004,Nippon Television Network,VIZ Media,Madhouse,Suspense,Psychological,Seinen
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Toho,Funimation,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Toho,Funimation,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Toho,Funimation,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Toho,NYAV Post,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Toho,NYAV Post,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Toho,NYAV Post,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Sound Team Don Juan,Funimation,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Sound Team Don Juan,Funimation,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Sound Team Don Juan,Funimation,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Sound Team Don Juan,NYAV Post,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Sound Team Don Juan,NYAV Post,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Sound Team Don Juan,NYAV Post,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Amuse,Funimation,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Amuse,Funimation,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Amuse,Funimation,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Amuse,NYAV Post,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Amuse,NYAV Post,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Amuse,NYAV Post,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,Funimation,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,Funimation,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,Funimation,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,NYAV Post,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,NYAV Post,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,JR East Marketing & Communications,NYAV Post,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Kadokawa,Funimation,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Kadokawa,Funimation,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Kadokawa,Funimation,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Kadokawa,NYAV Post,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Kadokawa,NYAV Post,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,Kadokawa,NYAV Post,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,voque ting,Funimation,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,voque ting,Funimation,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,voque ting,Funimation,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,voque ting,NYAV Post,CoMix Wave Films,Award Winning,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,voque ting,NYAV Post,CoMix Wave Films,Drama,Romantic Subtext,
Kimi no Na wa.,26,11,8.85,1760949,2530135,85552,Movie,1,Finished Airing,,2016,voque ting,NYAV Post,CoMix Wave Films,Supernatural,Romantic Subtext,
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Aniplex,Aniplex of America,ufotable,Action,Historical,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Aniplex,Aniplex of America,ufotable,Fantasy,Historical,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Aniplex,Crunchyroll,ufotable,Action,Historical,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Aniplex,Crunchyroll,ufotable,Fantasy,Historical,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Shueisha,Aniplex of America,ufotable,Action,Historical,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Shueisha,Aniplex of America,ufotable,Fantasy,Historical,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Shueisha,Crunchyroll,ufotable,Action,Historical,Shounen
Kimetsu no Yaiba: Yuukaku-hen,27,108,8.82,698368,1146048,22655,TV,11,Finished Airing,Winter,2022,Shueisha,Crunchyroll,ufotable,Fantasy,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Action,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Action,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Action,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Action,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Comedy,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Comedy,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Comedy,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Comedy,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Sci-Fi,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Sci-Fi,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Sci-Fi,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,TV Tokyo,,Bandai Namco Pictures,Sci-Fi,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Action,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Action,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Action,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Action,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Comedy,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Comedy,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Comedy,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Comedy,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Sci-Fi,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Sci-Fi,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Sci-Fi,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Aniplex,,Bandai Namco Pictures,Sci-Fi,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Action,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Action,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Action,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Action,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Comedy,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Comedy,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Comedy,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Comedy,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Sci-Fi,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Sci-Fi,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Sci-Fi,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Dentsu,,Bandai Namco Pictures,Sci-Fi,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Action,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Action,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Action,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Action,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Comedy,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Comedy,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Comedy,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Comedy,Samurai,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Gag Humor,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Historical,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Parody,Shounen
Gintama.: Shirogane no Tamashii-hen,28,1106,8.81,95029,194301,1120,TV,12,Finished Airing,Winter,2018,Shueisha,,Bandai Namco Pictures,Sci-Fi,Samurai,Shounen
Kingdom 3rd Season,29,2067,8.81,32002,86559,1726,TV,26,Finished Airing,Spring,2020,Shueisha,Funimation,Pierrot,,Historical,Seinen
Kingdom 3rd Season,29,2067,8.81,32002,86559,1726,TV,26,Finished Airing,Spring,2020,Shueisha,Funimation,Pierrot,,Military,Seinen
Kingdom 3rd Season,29,2067,8.81,32002,86559,1726,TV,26,Finished Airing,Spring,2020,Shueisha,Funimation,Others,,Historical,Seinen
Kingdom 3rd Season,29,2067,8.81,32002,86559,1726,TV,26,Finished Airing,Spring,2020,Shueisha,Funimation,Others,,Military,Seinen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Production I.G,Funimation,MAPPA,Action,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Production I.G,Funimation,MAPPA,Action,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Production I.G,Funimation,MAPPA,Action,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Production I.G,Funimation,MAPPA,Drama,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Production I.G,Funimation,MAPPA,Drama,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Production I.G,Funimation,MAPPA,Drama,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Dentsu,Funimation,MAPPA,Action,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Dentsu,Funimation,MAPPA,Action,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Dentsu,Funimation,MAPPA,Action,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Dentsu,Funimation,MAPPA,Drama,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Dentsu,Funimation,MAPPA,Drama,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Dentsu,Funimation,MAPPA,Drama,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Funimation,MAPPA,Action,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Funimation,MAPPA,Action,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Funimation,MAPPA,Action,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Funimation,MAPPA,Drama,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Funimation,MAPPA,Drama,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Mainichi Broadcasting System,Funimation,MAPPA,Drama,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon,Funimation,MAPPA,Action,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon,Funimation,MAPPA,Action,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon,Funimation,MAPPA,Action,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon,Funimation,MAPPA,Drama,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon,Funimation,MAPPA,Drama,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Pony Canyon,Funimation,MAPPA,Drama,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Kodansha,Funimation,MAPPA,Action,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Kodansha,Funimation,MAPPA,Action,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Kodansha,Funimation,MAPPA,Action,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Kodansha,Funimation,MAPPA,Drama,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Kodansha,Funimation,MAPPA,Drama,Military,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Kodansha,Funimation,MAPPA,Drama,Survival,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Techno Sound,Funimation,MAPPA,Action,Gore,Shounen
Shingeki no Kyojin: The Final Season,30,41,8.81,1172254,1778901,50867,TV,16,Finished Airing,Winter,2021,Techno Sound,Funimation,MAPPA,Action,Military,Shounen
