Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Themes,Demographic
Skip Beat!,480,835,8.08,135587,257677,5059,TV,25,Finished Airing,Fall,2008,Love Polygon,Shoujo
Skip Beat!,480,835,8.08,135587,257677,5059,TV,25,Finished Airing,Fall,2008,Showbiz,Shoujo
Stand By Me Doraemon,481,2855,8.08,34570,49401,200,Movie,1,Finished Airing,,2014,,
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,482,1691,8.08,15115,116093,582,TV,11,Currently Airing,Winter,2023,,
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,483,3556,8.08,16617,32581,53,Movie,1,Finished Airing,,1993,Adult Cast,
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,483,3556,8.08,16617,32581,53,Movie,1,Finished Airing,,1993,Military,
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,483,3556,8.08,16617,32581,53,Movie,1,Finished Airing,,1993,Space,
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Historical,Shounen
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Mecha,Shounen
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Parody,Shounen
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,484,2724,8.08,28943,53995,67,Special,1,Finished Airing,,2005,Samurai,Shounen
Hikaru no Go,485,1523,8.08,60877,131671,2313,TV,75,Finished Airing,Fall,2001,School,Shounen
Hikaru no Go,485,1523,8.08,60877,131671,2313,TV,75,Finished Airing,Fall,2001,Strategy Game,Shounen
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,486,1559,8.08,55784,127701,810,TV,10,Finished Airing,Spring,2022,Isekai,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,486,1559,8.08,55784,127701,810,TV,10,Finished Airing,Spring,2022,Reincarnation,
Hyouka,487,88,8.08,602986,1289861,25963,TV,22,Finished Airing,Spring,2012,School,
Kidou Senshi Gundam 00 Second Season,488,1421,8.08,90653,144883,1351,TV,25,Finished Airing,Fall,2008,Mecha,
Kidou Senshi Gundam 00 Second Season,488,1421,8.08,90653,144883,1351,TV,25,Finished Airing,Fall,2008,Military,
Kidou Senshi Gundam 00 Second Season,488,1421,8.08,90653,144883,1351,TV,25,Finished Airing,Fall,2008,Space,
Angel Beats!,489,28,8.07,1230432,1982288,47254,TV,13,Finished Airing,Spring,2010,School,
Darker than Black: Kuro no Keiyakusha,490,158,8.07,422939,902318,16276,TV,25,Finished Airing,Spring,2007,Super Power,
Detective Conan Movie 08: Magician of the Silver Sky,491,2735,8.07,31395,53416,36,Movie,1,Finished Airing,,2004,Detective,Shounen
Detective Conan Movie 18: The Sniper from Another Dimension,492,3194,8.07,22881,40333,39,Movie,1,Finished Airing,,2014,Detective,Shounen
Gintama: Dai Hanseikai,493,3383,8.07,15436,36281,50,Special,1,Finished Airing,,2010,Parody,Shounen
Gintama: Dai Hanseikai,493,3383,8.07,15436,36281,50,Special,1,Finished Airing,,2010,Samurai,Shounen
Karakai Jouzu no Takagi-san 2,494,700,8.07,167086,307823,2283,TV,12,Finished Airing,Summer,2019,Iyashikei,Shounen
Karakai Jouzu no Takagi-san 2,494,700,8.07,167086,307823,2283,TV,12,Finished Airing,Summer,2019,Romantic Subtext,Shounen
Karakai Jouzu no Takagi-san 2,494,700,8.07,167086,307823,2283,TV,12,Finished Airing,Summer,2019,School,Shounen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Adult Cast,Seinen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Detective,Seinen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Mecha,Seinen
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,495,3252,8.07,15373,39008,56,Special,1,Finished Airing,,2005,Psychological,Seinen
Kuroko no Basket,496,110,8.07,668363,1131657,20501,TV,25,Finished Airing,Spring,2012,School,Shounen
Kuroko no Basket,496,110,8.07,668363,1131657,20501,TV,25,Finished Airing,Spring,2012,Team Sports,Shounen
Kuroshitsuji: Book of Circus,497,536,8.07,201821,380773,3463,TV,10,Finished Airing,Summer,2014,Historical,Shounen
Kuroshitsuji: Book of Circus,497,536,8.07,201821,380773,3463,TV,10,Finished Airing,Summer,2014,Mythology,Shounen
Kuroshitsuji: Book of Murder,498,929,8.07,114842,231995,1089,OVA,2,Finished Airing,,2015,Historical,Shounen
Kuroshitsuji: Book of Murder,498,929,8.07,114842,231995,1089,OVA,2,Finished Airing,,2015,Mythology,Shounen
Mairimashita! Iruma-kun 2nd Season,499,789,8.07,132290,276308,2261,TV,21,Finished Airing,Spring,2021,Isekai,Shounen
Mairimashita! Iruma-kun 2nd Season,499,789,8.07,132290,276308,2261,TV,21,Finished Airing,Spring,2021,Mythology,Shounen
Mairimashita! Iruma-kun 2nd Season,499,789,8.07,132290,276308,2261,TV,21,Finished Airing,Spring,2021,School,Shounen
Mairimashita! Iruma-kun 2nd Season,501,788,8.07,132346,276396,2261,TV,21,Finished Airing,Spring,2021,Isekai,Shounen
Mairimashita! Iruma-kun 2nd Season,501,788,8.07,132346,276396,2261,TV,21,Finished Airing,Spring,2021,Mythology,Shounen
Mairimashita! Iruma-kun 2nd Season,501,788,8.07,132346,276396,2261,TV,21,Finished Airing,Spring,2021,School,Shounen
Tsuki ga Kirei,502,388,8.07,238298,508130,7603,TV,12,Finished Airing,Spring,2017,School,
World Trigger 2nd Season,503,1499,8.07,49653,134751,751,TV,12,Finished Airing,Winter,2021,School,Shounen
Yowamushi Pedal: Grande Road,504,1511,8.07,75217,132961,495,TV,24,Finished Airing,Fall,2014,Racing,Shounen
Yuusha-Ou GaoGaiGar Final,505,6042,8.07,3990,9522,169,OVA,8,Finished Airing,,2000,Mecha,
City Hunter 2,506,4064,8.06,10407,24950,153,TV,63,Finished Airing,Spring,1988,,Shounen
Dorohedoro,507,402,8.06,248110,489742,7746,TV,12,Finished Airing,Winter,2020,Gore,Seinen
Durarara!!x2 Ketsu,508,578,8.06,178602,362184,1062,TV,12,Finished Airing,Winter,2016,,
Girls & Panzer: Saishuushou Part 2,509,3607,8.06,14672,31662,86,Movie,1,Finished Airing,,2019,Military,
Girls & Panzer: Saishuushou Part 2,509,3607,8.06,14672,31662,86,Movie,1,Finished Airing,,2019,School,
Gosick,510,381,8.06,220727,517605,8004,TV,24,Finished Airing,Winter,2011,Historical,
Hidamari Sketch: Sae Hiro Sotsugyou-hen,511,5302,8.06,5795,13147,26,OVA,2,Finished Airing,,2013,CGDCT,
Hidamari Sketch: Sae Hiro Sotsugyou-hen,511,5302,8.06,5795,13147,26,OVA,2,Finished Airing,,2013,Iyashikei,
Hidamari Sketch: Sae Hiro Sotsugyou-hen,511,5302,8.06,5795,13147,26,OVA,2,Finished Airing,,2013,School,
Hidamari Sketch: Sae Hiro Sotsugyou-hen,511,5302,8.06,5795,13147,26,OVA,2,Finished Airing,,2013,Visual Arts,
Kodomo no Omocha (TV),512,2498,8.06,25839,63343,1271,TV,102,Finished Airing,Spring,1996,Love Polygon,Shoujo
Kodomo no Omocha (TV),512,2498,8.06,25839,63343,1271,TV,102,Finished Airing,Spring,1996,Showbiz,Shoujo
Koukyoushihen Eureka Seven,513,480,8.06,178131,422680,8964,TV,50,Finished Airing,Spring,2005,Mecha,
Mahoutsukai no Yome,514,182,8.06,351461,844157,10969,TV,24,Finished Airing,Fall,2017,Mythology,Shounen
Omoide no Marnie,515,798,8.06,149341,273379,2426,Movie,1,Finished Airing,,2014,Psychological,
Quanzhi Gaoshou: Dianfeng Rongyao,516,2960,8.06,21331,46124,125,Movie,1,Finished Airing,,2019,Video Game,
Shijou Saikyou no Deshi Kenichi,517,747,8.06,151861,289264,3434,TV,50,Finished Airing,Fall,2006,Martial Arts,Shounen
Shijou Saikyou no Deshi Kenichi,517,747,8.06,151861,289264,3434,TV,50,Finished Airing,Fall,2006,School,Shounen
Kyou kara Ore wa!!,518,3614,8.05,10156,31533,388,OVA,10,Finished Airing,,1993,Delinquents,Shounen
xxxHOLiC Shunmuki,519,2406,8.05,32778,67565,100,OVA,2,Finished Airing,,2009,Psychological,Seinen
Boku no Hero Academia 3rd Season,520,26,8.05,1343638,2036847,12763,TV,25,Finished Airing,Spring,2018,School,Shounen
Boku no Hero Academia 3rd Season,520,26,8.05,1343638,2036847,12763,TV,25,Finished Airing,Spring,2018,Super Power,Shounen
Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,,
Fate/stay night: Unlimited Blade Works Prologue,522,705,8.05,189263,304165,435,Special,1,Finished Airing,,2014,,
Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,,1999,Adult Cast,
Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,,1999,Military,
Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,,1999,Space,
Glass no Kamen (2005),524,3319,8.05,11971,37453,496,TV,51,Finished Airing,Spring,2005,Performing Arts,Shoujo
Glass no Kamen (2005),524,3319,8.05,11971,37453,496,TV,51,Finished Airing,Spring,2005,Showbiz,Shoujo
Kidou Senshi Gundam: Tekketsu no Orphans,525,967,8.05,113679,223214,2991,TV,25,Finished Airing,Fall,2015,Mecha,
Kidou Senshi Gundam: Tekketsu no Orphans,525,967,8.05,113679,223214,2991,TV,25,Finished Airing,Fall,2015,Space,
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,526,6790,8.04,2583,7098,59,Movie,1,Finished Airing,,2021,Music,
Detective Conan Movie 10: Requiem of the Detectives,527,2751,8.04,30713,52886,46,Movie,1,Finished Airing,,2006,Detective,Shounen
Kill la Kill,528,51,8.04,903916,1631202,36431,TV,24,Finished Airing,Fall,2013,School,
Kill la Kill,528,51,8.04,903916,1631202,36431,TV,24,Finished Airing,Fall,2013,Super Power,
Paprika,529,400,8.04,248364,494868,4177,Movie,1,Finished Airing,,2006,Adult Cast,
Paprika,529,400,8.04,248364,494868,4177,Movie,1,Finished Airing,,2006,Psychological,
Saint Seiya: Meiou Hades Juuni Kyuu-hen,530,2714,8.04,33777,54396,353,OVA,13,Finished Airing,,2002,,Shounen
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,531,618,8.03,208016,342204,706,OVA,1,Finished Airing,,2017,Isekai,
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,531,618,8.03,208016,342204,706,OVA,1,Finished Airing,,2017,Parody,
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,531,618,8.03,208016,342204,706,OVA,1,Finished Airing,,2017,Reincarnation,
Lovely★Complex,532,352,8.03,276767,554455,9617,TV,24,Finished Airing,Spring,2007,School,Shoujo
Saiunkoku Monogatari 2nd Season,533,3228,8.03,17441,39511,199,TV,39,Finished Airing,Spring,2007,Historical,Shoujo
Saiunkoku Monogatari 2nd Season,533,3228,8.03,17441,39511,199,TV,39,Finished Airing,Spring,2007,Reverse Harem,Shoujo
SK∞,534,393,8.03,252637,503347,12158,TV,12,Finished Airing,Winter,2021,Racing,
Summer Wars,535,397,8.03,284456,499402,3810,Movie,1,Finished Airing,,2009,,
Tokyo Revengers,536,119,8.03,599105,1105509,24550,TV,24,Finished Airing,Spring,2021,Delinquents,Shounen
Tokyo Revengers,536,119,8.03,599105,1105509,24550,TV,24,Finished Airing,Spring,2021,Time Travel,Shounen
Akatsuki no Yona,537,199,8.03,390630,798149,15220,TV,24,Finished Airing,Fall,2014,,Shoujo
BanG Dream! 3rd Season,538,3530,8.03,14652,33014,567,TV,13,Finished Airing,Winter,2020,Music,
Black Lagoon,539,152,8.03,460705,937574,17185,TV,12,Finished Airing,Spring,2006,Adult Cast,Seinen
Black Lagoon,539,152,8.03,460705,937574,17185,TV,12,Finished Airing,Spring,2006,Organized Crime,Seinen
Detective Conan Movie 03: The Last Wizard of the Century,540,2522,8.03,37867,62305,72,Movie,1,Finished Airing,,1999,Detective,Shounen
Detective Conan Movie 04: Captured in Her Eyes,541,2607,8.03,35322,58784,95,Movie,1,Finished Airing,,2000,Detective,Shounen
FLCL,542,218,8.03,411117,771653,28336,OVA,6,Finished Airing,,2000,Mecha,
FLCL,542,218,8.03,411117,771653,28336,OVA,6,Finished Airing,,2000,Parody,
FLCL,542,218,8.03,411117,771653,28336,OVA,6,Finished Airing,,2000,Psychological,
Full Metal Panic? Fumoffu,543,755,8.03,170311,286040,2896,TV,12,Finished Airing,Summer,2003,Gag Humor,
Full Metal Panic? Fumoffu,543,755,8.03,170311,286040,2896,TV,12,Finished Airing,Summer,2003,School,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,544,3932,8.03,12492,26604,56,Movie,4,Finished Airing,,2019,Adult Cast,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,544,3932,8.03,12492,26604,56,Movie,4,Finished Airing,,2019,Military,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,544,3932,8.03,12492,26604,56,Movie,4,Finished Airing,,2019,Space,
Golden Boy,545,581,8.03,196338,360948,5341,OVA,6,Finished Airing,,1995,Adult Cast,Seinen
Golden Boy,545,581,8.03,196338,360948,5341,OVA,6,Finished Airing,,1995,Gag Humor,Seinen
Golden Boy,545,581,8.03,196338,360948,5341,OVA,6,Finished Airing,,1995,Workplace,Seinen
Haikyuu!! Movie 2: Shousha to Haisha,546,2106,8.03,30883,83758,87,Movie,1,Finished Airing,,2015,School,Shounen
Haikyuu!! Movie 2: Shousha to Haisha,546,2106,8.03,30883,83758,87,Movie,1,Finished Airing,,2015,Team Sports,Shounen
Juuni Kokuki,547,1453,8.03,43420,140336,2370,TV,45,Finished Airing,Spring,2002,Isekai,
Kamisama Hajimemashita OVA,548,1619,8.03,63371,121912,404,OVA,2,Finished Airing,,2013,Mythology,Shoujo
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,549,993,8.03,133235,218516,655,Movie,1,Finished Airing,,2008,,
Uma Musume: Pretty Derby Season 2,550,3100,8.03,17479,42497,668,TV,13,Finished Airing,Winter,2021,Anthropomorphic,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,551,938,8.03,136091,230800,428,OVA,1,Finished Airing,,2016,Love Polygon,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,551,938,8.03,136091,230800,428,OVA,1,Finished Airing,,2016,School,
Yofukashi no Uta,552,421,8.03,184722,470623,6007,TV,13,Finished Airing,Summer,2022,Vampire,Shounen
Tsumiki no Ie,553,1977,8.02,51910,92764,474,Movie,1,Finished Airing,,2008,,
Zombieland Saga Revenge,554,1101,8.02,75375,196219,1440,TV,12,Finished Airing,Spring,2021,Idols (Female),
Zombieland Saga Revenge,554,1101,8.02,75375,196219,1440,TV,12,Finished Airing,Spring,2021,Music,
Zombieland Saga Revenge,554,1101,8.02,75375,196219,1440,TV,12,Finished Airing,Spring,2021,Parody,
Magi: The Labyrinth of Magic,555,142,8.02,526008,990309,8908,TV,25,Finished Airing,Fall,2012,,Shounen
Omae Umasou da na,556,4634,8.02,7672,18559,174,Movie,1,Finished Airing,,2010,Anthropomorphic,Kids
Omae Umasou da na,556,4634,8.02,7672,18559,174,Movie,1,Finished Airing,,2010,Childcare,Kids
Persona 3 the Movie 4: Winter of Rebirth,557,2397,8.02,32236,67818,619,Movie,1,Finished Airing,,2016,,
Shokugeki no Souma: San no Sara,558,156,8.02,561103,919268,2617,TV,12,Finished Airing,Fall,2017,School,Shounen
Slayers Next,559,2405,8.02,36376,67568,830,TV,26,Finished Airing,Spring,1996,Mythology,
Toaru Kagaku no Railgun S,560,560,8.02,195632,370137,3720,TV,24,Finished Airing,Spring,2013,Super Power,
Baby Steps 2nd Season,561,2054,8.02,52847,87901,302,TV,25,Finished Airing,Spring,2015,School,Shounen
Black Lagoon: Roberta's Blood Trail,562,783,8.02,158259,277569,1210,OVA,5,Finished Airing,,2010,Adult Cast,Seinen
Black Lagoon: Roberta's Blood Trail,562,783,8.02,158259,277569,1210,OVA,5,Finished Airing,,2010,Organized Crime,Seinen
D.Gray-man,563,272,8.02,277980,665296,13526,TV,103,Finished Airing,Fall,2006,Mythology,Shounen
D.Gray-man,563,272,8.02,277980,665296,13526,TV,103,Finished Airing,Fall,2006,Super Power,Shounen
Douluo Dalu 2nd Season,564,4735,8.02,7214,17630,297,ONA,0,Currently Airing,,2018,Historical,
Douluo Dalu 2nd Season,564,4735,8.02,7214,17630,297,ONA,0,Currently Airing,,2018,Martial Arts,
Eve no Jikan,565,1206,8.02,76320,177519,1228,ONA,6,Finished Airing,,2008,,
Ginga Nagareboshi Gin,566,4008,8.02,11026,25645,805,TV,21,Finished Airing,Spring,1986,Anthropomorphic,Shounen
Detective Conan Movie 15: Quarter of Silence,567,2990,8.01,26206,45359,53,Movie,1,Finished Airing,,2011,Detective,Shounen
Evangelion: 1.0 You Are (Not) Alone,568,373,8.01,323463,526196,1822,Movie,1,Finished Airing,,2007,Mecha,
Evangelion: 1.0 You Are (Not) Alone,568,373,8.01,323463,526196,1822,Movie,1,Finished Airing,,2007,Psychological,
Hachimitsu to Clover,569,840,8.01,80947,256618,4112,TV,24,Finished Airing,Spring,2005,Adult Cast,Josei
Hachimitsu to Clover,569,840,8.01,80947,256618,4112,TV,24,Finished Airing,Spring,2005,Love Polygon,Josei
Hachimitsu to Clover,569,840,8.01,80947,256618,4112,TV,24,Finished Airing,Spring,2005,Visual Arts,Josei
Hololive Alternative,570,5961,8.01,5547,9834,66,ONA,2,Finished Airing,,2021,Music,
Kaichou wa Maid-sama!,571,101,8.01,693554,1182319,22006,TV,26,Finished Airing,Spring,2010,School,Shoujo
Kami nomi zo Shiru Sekai: Megami-hen,572,642,8.01,186861,330119,2015,TV,12,Finished Airing,Summer,2013,Harem,Shounen
Kami nomi zo Shiru Sekai: Megami-hen,572,642,8.01,186861,330119,2015,TV,12,Finished Airing,Summer,2013,Otaku Culture,Shounen
Kara no Kyoukai Movie: Mirai Fukuin,573,1768,8.01,50218,109750,264,Movie,1,Finished Airing,,2013,,
Kidou Senshi Gundam: Dai 08 MS Shoutai,574,2202,8.01,42816,77873,1028,OVA,12,Finished Airing,,1996,Mecha,
Kidou Senshi Gundam: Dai 08 MS Shoutai,574,2202,8.01,42816,77873,1028,OVA,12,Finished Airing,,1996,Military,
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,575,82,8.01,799131,1343513,27439,TV,13,Finished Airing,Spring,2013,Love Polygon,
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,575,82,8.01,799131,1343513,27439,TV,13,Finished Airing,Spring,2013,School,
Pui Pui Molcar,576,5088,8.01,8687,14514,252,TV,12,Finished Airing,Winter,2021,Anthropomorphic,Kids
Pui Pui Molcar,576,5088,8.01,8687,14514,252,TV,12,Finished Airing,Winter,2021,Racing,Kids
Tokyo Magnitude 8.0,577,754,8.01,120711,286106,1738,TV,11,Finished Airing,Summer,2009,,
Mo Dao Zu Shi Q,578,4332,8.0,7780,21523,218,ONA,30,Finished Airing,,2020,Historical,
Mo Dao Zu Shi Q,578,4332,8.0,7780,21523,218,ONA,30,Finished Airing,,2020,Mythology,
Mo Dao Zu Shi Q,578,4332,8.0,7780,21523,218,ONA,30,Finished Airing,,2020,Reincarnation,
Shadows House 2nd Season,579,1889,8.0,36968,99333,578,TV,12,Finished Airing,Summer,2022,,Seinen
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,580,998,8.0,70646,217111,2066,Movie,1,Finished Airing,,2021,Video Game,
Aria the OVA: Arietta,581,3386,8.0,16364,36275,75,OVA,1,Finished Airing,,2007,Iyashikei,Shounen
Clannad,582,79,8.0,727441,1352735,27033,TV,23,Finished Airing,Fall,2007,School,
ef: A Tale of Melodies.,583,1325,8.0,66129,160719,1708,TV,12,Finished Airing,Fall,2008,,
Fullmetal Alchemist: Brotherhood Specials,584,1375,8.0,72457,151979,176,Special,4,Finished Airing,,2009,Military,Shounen
Hibike! Euphonium,585,469,8.0,179859,430311,6768,TV,13,Finished Airing,Spring,2015,Music,
Hibike! Euphonium,585,469,8.0,179859,430311,6768,TV,13,Finished Airing,Spring,2015,Performing Arts,
Hibike! Euphonium,585,469,8.0,179859,430311,6768,TV,13,Finished Airing,Spring,2015,School,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,586,803,8.0,140315,270592,2496,TV,14,Finished Airing,Fall,2019,Isekai,
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,586,803,8.0,140315,270592,2496,TV,14,Finished Airing,Fall,2019,Reincarnation,
Kimi ni Todoke,587,173,8.0,422638,867533,12508,TV,25,Finished Airing,Fall,2009,School,Shoujo
Touch,588,3509,8.0,9950,33533,540,TV,101,Finished Airing,Spring,1985,Love Polygon,Shounen
Touch,588,3509,8.0,9950,33533,540,TV,101,Finished Airing,Spring,1985,School,Shounen
Touch,588,3509,8.0,9950,33533,540,TV,101,Finished Airing,Spring,1985,Team Sports,Shounen
Wolf's Rain OVA,589,2478,8.0,33484,64416,359,OVA,4,Finished Airing,,2004,Psychological,
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,590,5159,8.0,5059,14005,37,Movie,1,Finished Airing,,2017,Mahou Shoujo,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,591,3810,7.99,10740,28480,45,Special,1,Finished Airing,,2006,Adult Cast,
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,591,3810,7.99,10740,28480,45,Special,1,Finished Airing,,2006,Mecha,
Maou-jou de Oyasumi,592,1119,7.99,87407,190904,2065,TV,12,Finished Airing,Fall,2020,Mythology,Shounen
Maou-jou de Oyasumi,592,1119,7.99,87407,190904,2065,TV,12,Finished Airing,Fall,2020,Parody,Shounen
School Rumble Ni Gakki,593,1359,7.99,88865,155221,760,TV,26,Finished Airing,Spring,2006,Gag Humor,Shounen
School Rumble Ni Gakki,593,1359,7.99,88865,155221,760,TV,26,Finished Airing,Spring,2006,Love Polygon,Shounen
School Rumble Ni Gakki,593,1359,7.99,88865,155221,760,TV,26,Finished Airing,Spring,2006,School,Shounen
Tate no Yuusha no Nariagari,594,69,7.99,908042,1460566,25362,TV,25,Finished Airing,Winter,2019,Isekai,
Tot Musica,595,10205,7.99,1332,2180,16,Music,1,Finished Airing,,2022,Music,
Boku no Hero Academia the Movie 2: Heroes:Rising,596,376,7.99,303838,520406,1765,Movie,1,Finished Airing,,2019,Super Power,Shounen
Code Geass: Hangyaku no Lelouch III - Oudou,597,2064,7.99,31909,86848,148,Movie,1,Finished Airing,,2018,Mecha,
Code Geass: Hangyaku no Lelouch III - Oudou,597,2064,7.99,31909,86848,148,Movie,1,Finished Airing,,2018,Military,
Code Geass: Hangyaku no Lelouch III - Oudou,597,2064,7.99,31909,86848,148,Movie,1,Finished Airing,,2018,School,
Code Geass: Hangyaku no Lelouch III - Oudou,597,2064,7.99,31909,86848,148,Movie,1,Finished Airing,,2018,Super Power,
Durarara!!x2 Shou,598,431,7.99,240989,463056,968,TV,12,Finished Airing,Winter,2015,,
Haikyuu!! Movie 1: Owari to Hajimari,599,1996,7.99,34214,91556,108,Movie,1,Finished Airing,,2015,School,Shounen
Haikyuu!! Movie 1: Owari to Hajimari,599,1996,7.99,34214,91556,108,Movie,1,Finished Airing,,2015,Team Sports,Shounen
Kakushigoto,600,698,7.99,130682,308465,2026,TV,12,Finished Airing,Spring,2020,Childcare,Shounen
Kakushigoto,600,698,7.99,130682,308465,2026,TV,12,Finished Airing,Spring,2020,Gag Humor,Shounen
Kakushigoto,600,698,7.99,130682,308465,2026,TV,12,Finished Airing,Spring,2020,Otaku Culture,Shounen
Azumanga Daiou The Animation,601,666,7.98,143436,318476,6020,TV,26,Finished Airing,Spring,2002,CGDCT,
Azumanga Daiou The Animation,601,666,7.98,143436,318476,6020,TV,26,Finished Airing,Spring,2002,Gag Humor,
Azumanga Daiou The Animation,601,666,7.98,143436,318476,6020,TV,26,Finished Airing,Spring,2002,School,
Eve no Jikan (Movie),602,1628,7.98,54785,121132,586,Movie,1,Finished Airing,,2010,,
Hanada Shounen-shi,603,5059,7.98,4210,14720,140,TV,25,Finished Airing,Fall,2002,,Seinen
High Score Girl II,604,1569,7.98,73619,126735,806,TV,9,Finished Airing,Fall,2019,Love Polygon,Seinen
High Score Girl II,604,1569,7.98,73619,126735,806,TV,9,Finished Airing,Fall,2019,Romantic Subtext,Seinen
High Score Girl II,604,1569,7.98,73619,126735,806,TV,9,Finished Airing,Fall,2019,School,Seinen
High Score Girl II,604,1569,7.98,73619,126735,806,TV,9,Finished Airing,Fall,2019,Video Game,Seinen
High Score Girl: Extra Stage,605,2358,7.98,43606,69596,151,OVA,3,Finished Airing,,2019,Love Polygon,Seinen
High Score Girl: Extra Stage,605,2358,7.98,43606,69596,151,OVA,3,Finished Airing,,2019,Romantic Subtext,Seinen
High Score Girl: Extra Stage,605,2358,7.98,43606,69596,151,OVA,3,Finished Airing,,2019,School,Seinen
High Score Girl: Extra Stage,605,2358,7.98,43606,69596,151,OVA,3,Finished Airing,,2019,Video Game,Seinen
Kimi ni Todoke 2nd Season,606,455,7.98,252653,438156,1536,TV,12,Finished Airing,Winter,2011,School,Shoujo
xxxHOLiC,607,706,7.98,116533,304146,4314,TV,24,Finished Airing,Spring,2006,Psychological,Seinen
Koukaku Kidoutai 2.0,608,2077,7.98,38464,85946,236,Movie,1,Finished Airing,,2008,Adult Cast,Seinen
Koukaku Kidoutai 2.0,608,2077,7.98,38464,85946,236,Movie,1,Finished Airing,,2008,Detective,Seinen
Koukaku Kidoutai 2.0,608,2077,7.98,38464,85946,236,Movie,1,Finished Airing,,2008,Mecha,Seinen
Koukaku Kidoutai 2.0,608,2077,7.98,38464,85946,236,Movie,1,Finished Airing,,2008,Psychological,Seinen
Nagi no Asu kara,609,338,7.98,246308,578195,9342,TV,26,Finished Airing,Fall,2013,Love Polygon,
Naruto,610,8,7.98,1844244,2659366,74738,TV,220,Finished Airing,Fall,2002,Martial Arts,Shounen
Ookiku Furikabutte: Natsu no Taikai-hen,611,3072,7.98,22159,43048,183,TV,13,Finished Airing,Spring,2010,Team Sports,Seinen
ReLIFE,612,146,7.98,542311,969800,9538,TV,13,Finished Airing,Summer,2016,School,
Kobayashi-san Chi no Maid Dragon,613,106,7.97,699498,1159961,16633,TV,13,Finished Airing,Winter,2017,,
Love Live! Superstar!!,614,2530,7.97,22856,61954,1056,TV,12,Finished Airing,Summer,2021,Idols (Female),
Love Live! Superstar!!,614,2530,7.97,22856,61954,1056,TV,12,Finished Airing,Summer,2021,Music,
Love Live! Superstar!!,614,2530,7.97,22856,61954,1056,TV,12,Finished Airing,Summer,2021,School,
