Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Themes,Demographic
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Mecha,Shounen
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Military,Shounen
Kidou Senshi Gundam: The Origin,218,2398,8.33,27477,67771,810,OVA,6,Finished Airing,,2015,Space,Shounen
Kingdom 2nd Season,219,1699,8.33,55722,114927,816,TV,39,Finished Airing,Summer,2013,Historical,Seinen
Kingdom 2nd Season,219,1699,8.33,55722,114927,816,TV,39,Finished Airing,Summer,2013,Military,Seinen
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Adult Cast,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Military,
Uchuu Senkan Yamato 2199,220,1768,8.33,36900,109716,1703,OVA,26,Finished Airing,,2012,Space,
Versailles no Bara,221,2016,8.33,27574,90088,2777,TV,40,Finished Airing,Fall,1979,Historical,Shoujo
Versailles no Bara,221,2016,8.33,27574,90088,2777,TV,40,Finished Airing,Fall,1979,Military,Shoujo
"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",222,715,8.33,179739,301195,813,Special,1,Finished Airing,,2018,,
Kobayashi-san Chi no Maid Dragon S,223,394,8.32,240897,502951,5684,TV,12,Finished Airing,Summer,2021,,
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Iyashikei,Shoujo
Natsume Yuujinchou Go Specials,224,3093,8.32,19321,42568,54,Special,2,Finished Airing,,2017,Mythology,Shoujo
Ookami to Koushinryou II,225,427,8.32,262789,468327,4189,TV,12,Finished Airing,Summer,2009,Adult Cast,
Romeo no Aoi Sora,226,2930,8.32,16406,46971,612,TV,33,Finished Airing,Winter,1995,Historical,
The First Slam Dunk,227,5004,8.32,871,15184,102,Movie,1,Finished Airing,,2022,School,Shounen
The First Slam Dunk,227,5004,8.32,871,15184,102,Movie,1,Finished Airing,,2022,Team Sports,Shounen
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,228,63,8.32,938551,1529971,32025,TV,11,Finished Airing,Spring,2011,,
Fate/stay night: Unlimited Blade Works 2nd Season,229,194,8.32,532734,806254,8969,TV,13,Finished Airing,Spring,2015,,
Initial D First Stage,230,619,8.32,171450,341175,10721,TV,26,Finished Airing,Spring,1998,Racing,Seinen
Katanagatari,231,363,8.32,205986,537867,10607,TV,12,Finished Airing,Winter,2010,Historical,
Katanagatari,231,363,8.32,205986,537867,10607,TV,12,Finished Airing,Winter,2010,Martial Arts,
Kawaki wo Ameku,232,3887,8.32,17423,27364,194,Music,1,Finished Airing,,2019,Music,
Kemono no Souja Erin,233,2122,8.32,20279,82278,1478,TV,50,Finished Airing,Winter,2009,,
Boku dake ga Inai Machi,234,30,8.31,1273283,1950562,45904,TV,12,Finished Airing,Winter,2016,Psychological,Seinen
Boku dake ga Inai Machi,234,30,8.31,1273283,1950562,45904,TV,12,Finished Airing,Winter,2016,Time Travel,Seinen
Boku no Hero Academia 6th Season,235,439,8.31,90052,455733,4798,TV,25,Currently Airing,Fall,2022,School,Shounen
Boku no Hero Academia 6th Season,235,439,8.31,90052,455733,4798,TV,25,Currently Airing,Fall,2022,Super Power,Shounen
Evangelion: 2.0 You Can (Not) Advance,236,392,8.31,309502,505296,3342,Movie,1,Finished Airing,,2009,Mecha,
Evangelion: 2.0 You Can (Not) Advance,236,392,8.31,309502,505296,3342,Movie,1,Finished Airing,,2009,Psychological,
Hunter x Hunter: Original Video Animation,237,1633,8.31,63338,120926,389,OVA,8,Finished Airing,,2002,,Shounen
Natsume Yuujinchou,238,387,8.31,176628,509266,15001,TV,13,Finished Airing,Summer,2008,Iyashikei,Shoujo
Natsume Yuujinchou,238,387,8.31,176628,509266,15001,TV,13,Finished Airing,Summer,2008,Mythology,Shoujo
NHK ni Youkoso!,239,254,8.31,315435,692692,24912,TV,24,Finished Airing,Summer,2006,Otaku Culture,
NHK ni Youkoso!,239,254,8.31,315435,692692,24912,TV,24,Finished Airing,Summer,2006,Psychological,
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,Historical,Josei
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,Love Polygon,Josei
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,Music,Josei
Sakamichi no Apollon,240,574,8.31,163442,363143,6796,TV,12,Finished Airing,Spring,2012,School,Josei
Shelter (Music),241,676,8.31,212870,316184,2402,Music,1,Finished Airing,,2016,Music,
Kuroko no Basket 3rd Season,242,242,8.3,440965,713125,5002,TV,25,Finished Airing,Winter,2015,School,Shounen
Kuroko no Basket 3rd Season,242,242,8.3,440965,713125,5002,TV,25,Finished Airing,Winter,2015,Team Sports,Shounen
Suzume no Tojimari,243,1619,8.3,1843,121775,1083,Movie,1,Finished Airing,,2022,,
Tenki no Ko,244,163,8.3,534742,891950,11344,Movie,1,Finished Airing,,2019,,
Blue Lock,245,450,8.3,117803,443372,6641,TV,24,Currently Airing,Fall,2022,Team Sports,Shounen
Detective Conan Movie 06: The Phantom of Baker Street,246,2286,8.3,44122,73290,239,Movie,1,Finished Airing,,2002,Detective,Shounen
Diamond no Ace: Second Season,247,1537,8.3,71996,130001,1033,TV,51,Finished Airing,Spring,2015,School,Shounen
Diamond no Ace: Second Season,247,1537,8.3,71996,130001,1033,TV,51,Finished Airing,Spring,2015,Team Sports,Shounen
Hibike! Euphonium 2,248,1015,8.3,110079,213113,3352,TV,13,Finished Airing,Fall,2016,Music,
Hibike! Euphonium 2,248,1015,8.3,110079,213113,3352,TV,13,Finished Airing,Fall,2016,Performing Arts,
Hibike! Euphonium 2,248,1015,8.3,110079,213113,3352,TV,13,Finished Airing,Fall,2016,School,
Ashita no Joe,249,2110,8.29,21370,83167,1812,TV,79,Finished Airing,Spring,1970,Combat Sports,Shounen
Beck,250,661,8.29,134487,319849,8023,TV,26,Finished Airing,Fall,2004,Music,Shounen
Doukyuusei (Movie),251,868,8.29,133512,249362,5790,Movie,1,Finished Airing,,2016,School,
Dr. Stone,252,56,8.29,951773,1575817,26004,TV,24,Finished Airing,Summer,2019,Survival,Shounen
Dr. Stone,252,56,8.29,951773,1575817,26004,TV,24,Finished Airing,Summer,2019,Time Travel,Shounen
Gintama: Shinyaku Benizakura-hen,258,3151,8.29,18202,41277,50,Special,1,Finished Airing,,2010,Historical,Shounen
Gintama: Shinyaku Benizakura-hen,258,3151,8.29,18202,41277,50,Special,1,Finished Airing,,2010,Parody,Shounen
Gintama: Shinyaku Benizakura-hen,258,3151,8.29,18202,41277,50,Special,1,Finished Airing,,2010,Samurai,Shounen
Hotarubi no Mori e,254,213,8.29,434868,776337,9919,Movie,1,Finished Airing,,2011,,Shoujo
Kino no Tabi: The Beautiful World,255,737,8.29,91001,292798,6504,TV,13,Finished Airing,Spring,2003,Iyashikei,
Kino no Tabi: The Beautiful World,255,737,8.29,91001,292798,6504,TV,13,Finished Airing,Spring,2003,Psychological,
World Trigger 3rd Season,256,1877,8.29,35995,99853,1007,TV,14,Finished Airing,Fall,2021,School,Shounen
Major: World Series,257,3439,8.29,19836,35155,102,OVA,2,Finished Airing,,2011,Team Sports,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Historical,Shounen
Rurouni Kenshin: Meiji Kenkaku Romantan,258,421,8.29,227340,470301,9806,TV,94,Finished Airing,Winter,1996,Samurai,Shounen
Shinsekai yori,259,232,8.29,267047,745948,21634,TV,25,Finished Airing,Fall,2012,Psychological,
Shirobako,252,476,8.29,136878,424369,6163,TV,24,Finished Airing,Fall,2014,Adult Cast,
Shirobako,252,476,8.29,136878,424369,6163,TV,24,Finished Airing,Fall,2014,Otaku Culture,
Shirobako,252,476,8.29,136878,424369,6163,TV,24,Finished Airing,Fall,2014,Workplace,
Steins;Gate: Oukoubakko no Poriomania,261,486,8.29,263818,417017,789,Special,1,Finished Airing,,2012,Time Travel,
Redline,262,602,8.28,189588,350138,5201,Movie,1,Finished Airing,,2009,Adult Cast,
Redline,262,602,8.28,189588,350138,5201,Movie,1,Finished Airing,,2009,Racing,
Fate/Zero,263,73,8.28,816647,1424067,32869,TV,13,Finished Airing,Fall,2011,,
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,265,4713,8.28,5835,17812,102,Movie,12,Finished Airing,,2022,Adult Cast,
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,265,4713,8.28,5835,17812,102,Movie,12,Finished Airing,,2022,Military,
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,265,4713,8.28,5835,17812,102,Movie,12,Finished Airing,,2022,Space,
Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,,2007,,Shounen
Yuru Camp△,272,446,8.27,197843,450260,10229,TV,12,Finished Airing,Winter,2018,CGDCT,
Yuru Camp△,272,446,8.27,197843,450260,10229,TV,12,Finished Airing,Winter,2018,Iyashikei,
Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,Isekai,
Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,Parody,
Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,Reincarnation,
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Adult Cast,Seinen
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Detective,Seinen
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Mecha,Seinen
Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,,1995,Psychological,Seinen
Nodame Cantabile,269,710,8.27,125625,302822,4892,TV,23,Finished Airing,Winter,2007,Adult Cast,Josei
Nodame Cantabile,269,710,8.27,125625,302822,4892,TV,23,Finished Airing,Winter,2007,Music,Josei
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Adult Cast,Seinen
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Space,Seinen
Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,Workplace,Seinen
Stranger: Mukou Hadan,277,670,8.27,157721,317355,2892,Movie,1,Finished Airing,,2007,Historical,
Stranger: Mukou Hadan,277,670,8.27,157721,317355,2892,Movie,1,Finished Airing,,2007,Samurai,
Tokyo Godfathers,278,804,8.27,134955,270284,2364,Movie,1,Finished Airing,,2003,Childcare,
86,266,282,8.27,325822,647104,15692,TV,11,Finished Airing,Spring,2021,Mecha,
86,266,282,8.27,325822,647104,15692,TV,11,Finished Airing,Spring,2021,Military,
Gin no Saji 2nd Season,267,1459,8.27,86264,139719,643,TV,11,Finished Airing,Winter,2014,School,Shounen
Golden Kamuy 4th Season,268,2344,8.27,8377,70251,395,TV,13,Currently Airing,Fall,2022,Adult Cast,Seinen
Golden Kamuy 4th Season,268,2344,8.27,8377,70251,395,TV,13,Currently Airing,Fall,2022,Historical,Seinen
Golden Kamuy 4th Season,268,2344,8.27,8377,70251,395,TV,13,Currently Airing,Fall,2022,Military,Seinen
Gyakkyou Burai Kaiji: Ultimate Survivor,269,639,8.27,151560,332406,9592,TV,26,Finished Airing,Fall,2007,Adult Cast,Seinen
Gyakkyou Burai Kaiji: Ultimate Survivor,269,639,8.27,151560,332406,9592,TV,26,Finished Airing,Fall,2007,High Stakes Game,Seinen
Gyakkyou Burai Kaiji: Ultimate Survivor,269,639,8.27,151560,332406,9592,TV,26,Finished Airing,Fall,2007,Psychological,Seinen
Gyakkyou Burai Kaiji: Ultimate Survivor,269,639,8.27,151560,332406,9592,TV,26,Finished Airing,Fall,2007,Strategy Game,Seinen
Holo no Graffiti,270,2810,8.27,16749,50720,1795,ONA,0,Currently Airing,,2019,,
Initial D Final Stage,271,1556,8.27,65732,127766,855,TV,4,Finished Airing,Spring,2014,Racing,Seinen
Ao Ashi,283,1258,8.26,79837,170593,2646,TV,24,Finished Airing,Spring,2022,Team Sports,Seinen
Bakemono no Ko,280,511,8.26,213978,400649,3085,Movie,1,Finished Airing,,2015,Anthropomorphic,
Bakemono no Ko,280,511,8.26,213978,400649,3085,Movie,1,Finished Airing,,2015,Isekai,
Diamond no Ace: Act II,285,2116,8.26,40744,82726,918,TV,52,Finished Airing,Spring,2019,School,Shounen
Diamond no Ace: Act II,285,2116,8.26,40744,82726,918,TV,52,Finished Airing,Spring,2019,Team Sports,Shounen
Hajime no Ippo: Champion Road,286,1591,8.26,75811,124875,205,Special,1,Finished Airing,,2003,Combat Sports,Shounen
Hunter x Hunter: Greed Island Final,287,1475,8.26,74578,137247,233,OVA,14,Finished Airing,,2004,,Shounen
Yuukoku no Moriarty Part 2,288,999,8.26,95510,216964,2786,TV,13,Finished Airing,Spring,2021,Adult Cast,Shounen
Yuukoku no Moriarty Part 2,288,999,8.26,95510,216964,2786,TV,13,Finished Airing,Spring,2021,Historical,Shounen
Yuukoku no Moriarty Part 2,288,999,8.26,95510,216964,2786,TV,13,Finished Airing,Spring,2021,Psychological,Shounen
Ramayana: The Legend of Prince Rama,279,6352,8.26,4267,8375,139,Movie,1,Finished Airing,,1993,,
Sono Bisque Doll wa Koi wo Suru,280,168,8.26,520170,880271,18084,TV,12,Finished Airing,Winter,2022,Otaku Culture,Seinen
Sono Bisque Doll wa Koi wo Suru,280,168,8.26,520170,880271,18084,TV,12,Finished Airing,Winter,2022,School,Seinen
Space☆Dandy 2nd Season,281,1334,8.26,84405,158859,1786,TV,13,Finished Airing,Summer,2014,Adult Cast,
Space☆Dandy 2nd Season,281,1334,8.26,84405,158859,1786,TV,13,Finished Airing,Summer,2014,Space,
Tenkuu no Shiro Laputa,282,447,8.26,282248,449302,3926,Movie,1,Finished Airing,,1986,,
Kotarou wa Hitorigurashi,289,1640,8.25,68242,120315,1726,ONA,10,Finished Airing,,2022,Childcare,Seinen
Kuroshitsuji Movie: Book of the Atlantic,290,1176,8.25,82256,181757,1369,Movie,1,Finished Airing,,2017,Historical,Shounen
Kuroshitsuji Movie: Book of the Atlantic,290,1176,8.25,82256,181757,1369,Movie,1,Finished Airing,,2017,Mythology,Shounen
Naruto: Shippuuden,291,15,8.25,1530044,2290946,105184,TV,500,Finished Airing,Winter,2007,Martial Arts,Shounen
Non Non Biyori Movie: Vacation,292,2305,8.25,33134,72283,203,Movie,1,Finished Airing,,2018,CGDCT,Seinen
Non Non Biyori Movie: Vacation,292,2305,8.25,33134,72283,203,Movie,1,Finished Airing,,2018,Iyashikei,Seinen
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,293,52,8.25,1012162,1592845,44125,TV,13,Finished Airing,Fall,2018,School,
Sennen Joyuu,294,1264,8.25,76614,169412,2404,Movie,1,Finished Airing,,2002,Historical,
Sennen Joyuu,294,1264,8.25,76614,169412,2404,Movie,1,Finished Airing,,2002,Showbiz,
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,295,895,8.25,135005,242778,393,Special,1,Finished Airing,,2015,Time Travel,
Tonari no Totoro,296,143,8.25,641849,984662,7753,Movie,1,Finished Airing,,1988,,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,297,4176,8.25,11463,23575,84,Movie,4,Finished Airing,,2019,Adult Cast,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,297,4176,8.25,11463,23575,84,Movie,4,Finished Airing,,2019,Military,
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,297,4176,8.25,11463,23575,84,Movie,4,Finished Airing,,2019,Space,
Gyakkyou Burai Kaiji: Hakairoku-hen,298,1171,8.25,100044,182380,2587,TV,26,Finished Airing,Spring,2011,Adult Cast,Seinen
Gyakkyou Burai Kaiji: Hakairoku-hen,298,1171,8.25,100044,182380,2587,TV,26,Finished Airing,Spring,2011,High Stakes Game,Seinen
Gyakkyou Burai Kaiji: Hakairoku-hen,298,1171,8.25,100044,182380,2587,TV,26,Finished Airing,Spring,2011,Psychological,Seinen
Gyakkyou Burai Kaiji: Hakairoku-hen,298,1171,8.25,100044,182380,2587,TV,26,Finished Airing,Spring,2011,Strategy Game,Seinen
Danshi Koukousei no Nichijou,299,209,8.24,392631,778267,13650,TV,12,Finished Airing,Winter,2012,Gag Humor,
Danshi Koukousei no Nichijou,299,209,8.24,392631,778267,13650,TV,12,Finished Airing,Winter,2012,School,
Detective Conan: Episode One - The Great Detective Turned Small,300,3797,8.24,13743,28788,60,Special,1,Finished Airing,,2016,Detective,Shounen
Dororo,301,116,8.24,566932,1112607,18813,TV,24,Finished Airing,Winter,2019,Historical,Shounen
Dororo,301,116,8.24,566932,1112607,18813,TV,24,Finished Airing,Winter,2019,Mythology,Shounen
Dororo,301,116,8.24,566932,1112607,18813,TV,24,Finished Airing,Winter,2019,Samurai,Shounen
Golden Kamuy 2nd Season,302,1169,8.24,99690,182729,890,TV,12,Finished Airing,Fall,2018,Adult Cast,Seinen
Golden Kamuy 2nd Season,302,1169,8.24,99690,182729,890,TV,12,Finished Airing,Fall,2018,Historical,Seinen
Golden Kamuy 2nd Season,302,1169,8.24,99690,182729,890,TV,12,Finished Airing,Fall,2018,Military,Seinen
Great Pretender,303,325,8.24,287823,595338,9271,TV,23,Finished Airing,Summer,2020,Adult Cast,
Youjo Senki Movie,304,856,8.24,132458,251873,983,Movie,1,Finished Airing,,2019,Isekai,
Youjo Senki Movie,304,856,8.24,132458,251873,983,Movie,1,Finished Airing,,2019,Magical Sex Shift,
Youjo Senki Movie,304,856,8.24,132458,251873,983,Movie,1,Finished Airing,,2019,Military,
Youjo Senki Movie,304,856,8.24,132458,251873,983,Movie,1,Finished Airing,,2019,Reincarnation,
Nodame Cantabile: Finale,305,1600,8.24,67607,124067,406,TV,11,Finished Airing,Winter,2010,Adult Cast,Josei
Nodame Cantabile: Finale,305,1600,8.24,67607,124067,406,TV,11,Finished Airing,Winter,2010,Music,Josei
Re:Zero kara Hajimeru Isekai Seikatsu,306,24,8.24,1318554,2046239,63616,TV,25,Finished Airing,Spring,2016,Isekai,
Re:Zero kara Hajimeru Isekai Seikatsu,306,24,8.24,1318554,2046239,63616,TV,25,Finished Airing,Spring,2016,Psychological,
Re:Zero kara Hajimeru Isekai Seikatsu,306,24,8.24,1318554,2046239,63616,TV,25,Finished Airing,Spring,2016,Time Travel,
Sasaki to Miyano,307,1336,8.24,64113,158661,4021,TV,12,Finished Airing,Winter,2022,Otaku Culture,
Sasaki to Miyano,307,1336,8.24,64113,158661,4021,TV,12,Finished Airing,Winter,2022,School,
Major S3,308,2428,8.23,41744,66418,351,TV,26,Finished Airing,Winter,2007,Team Sports,Shounen
One Piece Movie 14: Stampede,309,1305,8.23,100557,162671,625,Movie,1,Finished Airing,,2019,,Shounen
Ookami to Koushinryou,310,216,8.23,374675,774077,17407,TV,13,Finished Airing,Winter,2008,Adult Cast,
Hajime no Ippo: Mashiba vs. Kimura,311,1880,8.23,61497,99781,166,OVA,1,Finished Airing,,2003,Combat Sports,Shounen
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,312,1520,8.23,74182,131889,1524,TV,25,Finished Airing,Fall,2016,Mecha,
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,312,1520,8.23,74182,131889,1524,TV,25,Finished Airing,Fall,2016,Space,
Bungou Stray Dogs 3rd Season,313,349,8.22,290425,558008,4758,TV,12,Finished Airing,Spring,2019,Adult Cast,Seinen
Bungou Stray Dogs 3rd Season,313,349,8.22,290425,558008,4758,TV,12,Finished Airing,Spring,2019,Organized Crime,Seinen
Bungou Stray Dogs 3rd Season,313,349,8.22,290425,558008,4758,TV,12,Finished Airing,Spring,2019,Super Power,Seinen
Fruits Basket 1st Season,314,231,8.22,352737,746774,14485,TV,25,Finished Airing,Spring,2019,Love Polygon,Shoujo
Fruits Basket 1st Season,314,231,8.22,352737,746774,14485,TV,25,Finished Airing,Spring,2019,School,Shoujo
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,315,5779,8.22,3432,10560,43,Movie,12,Finished Airing,,2022,Adult Cast,
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,315,5779,8.22,3432,10560,43,Movie,12,Finished Airing,,2022,Military,
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,315,5779,8.22,3432,10560,43,Movie,12,Finished Airing,,2022,Space,
JoJo no Kimyou na Bouken Part 6: Stone Ocean,316,478,8.22,219109,424070,6686,ONA,12,Finished Airing,,2021,,Shounen
Kono Sekai no Katasumi ni,317,1223,8.22,72489,175164,1440,Movie,1,Finished Airing,,2016,Historical,Seinen
Kuroko no Basket 2nd Season,318,196,8.22,512088,804014,4295,TV,25,Finished Airing,Fall,2013,School,Shounen
Kuroko no Basket 2nd Season,318,196,8.22,512088,804014,4295,TV,25,Finished Airing,Fall,2013,Team Sports,Shounen
Lycoris Recoil,319,543,8.22,169341,376833,6402,TV,13,Finished Airing,Summer,2022,,
Magi: The Kingdom of Magic,320,197,8.22,437266,802359,7543,TV,25,Finished Airing,Fall,2013,,Shounen
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,321,1124,8.22,96557,190004,897,Movie,1,Finished Airing,,2012,Mahou Shoujo,
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,321,1124,8.22,96557,190004,897,Movie,1,Finished Airing,,2012,Psychological,
Majo no Takkyuubin,322,367,8.22,345720,532019,5159,Movie,1,Finished Airing,,1989,,
Major S1,323,1925,8.22,49187,96926,1361,TV,26,Finished Airing,Fall,2004,Team Sports,Shounen
Mimi wo Sumaseba,324,647,8.22,184913,327571,4484,Movie,1,Finished Airing,,1995,,Shoujo
SKET Dance,325,1001,8.22,81466,216651,3166,TV,77,Finished Airing,Spring,2011,School,Shounen
Trigun,326,246,8.22,347061,707187,14456,TV,26,Finished Airing,Spring,1998,Adult Cast,Shounen
Wu Liuqi: Zui Qiang Fa Xing Shi,327,2534,8.22,36078,61721,486,ONA,10,Finished Airing,,2019,Martial Arts,
Wu Liuqi: Zui Qiang Fa Xing Shi,327,2534,8.22,36078,61721,486,ONA,10,Finished Airing,,2019,Super Power,
xxxHOLiC◆Kei,328,1484,8.22,63735,136569,584,TV,13,Finished Airing,Spring,2008,Psychological,Seinen
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,329,141,8.22,644610,994328,15599,TV,13,Finished Airing,Spring,2015,Love Polygon,
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,329,141,8.22,644610,994328,15599,TV,13,Finished Airing,Spring,2015,School,
Vanitas no Karte Part 2,330,922,8.21,97606,233951,2461,TV,12,Finished Airing,Winter,2022,Historical,Shounen
Vanitas no Karte Part 2,330,922,8.21,97606,233951,2461,TV,12,Finished Airing,Winter,2022,Vampire,Shounen
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,331,1756,8.21,64275,110458,442,Movie,1,Finished Airing,,2000,Mahou Shoujo,Shoujo
Detective Conan Movie 13: The Raven Chaser,332,2668,8.21,31794,56208,78,Movie,1,Finished Airing,,2009,Detective,Shounen
Hachimitsu to Clover II,333,1838,8.21,52749,103181,953,TV,12,Finished Airing,Summer,2006,Adult Cast,Josei
Hachimitsu to Clover II,333,1838,8.21,52749,103181,953,TV,12,Finished Airing,Summer,2006,Love Polygon,Josei
Hachimitsu to Clover II,333,1838,8.21,52749,103181,953,TV,12,Finished Airing,Summer,2006,Visual Arts,Josei
IDOLiSH7 Third Beat!,334,4577,8.21,5658,19033,323,TV,13,Finished Airing,Summer,2021,Idols (Male),
IDOLiSH7 Third Beat!,334,4577,8.21,5658,19033,323,TV,13,Finished Airing,Summer,2021,Music,
Kaguya-hime no Monogatari,335,1030,8.21,109329,210353,2340,Movie,1,Finished Airing,,2013,Historical,
Quanzhi Gaoshou Specials,336,1872,8.21,51496,100248,352,ONA,3,Finished Airing,,2018,Video Game,
ReLIFE: Kanketsu-hen,337,583,8.21,214454,360373,1693,Special,4,Finished Airing,,2018,School,
Saiki Kusuo no Ψ-nan: Kanketsu-hen,338,1077,8.21,119761,200115,360,Special,1,Finished Airing,,2018,Gag Humor,Shounen
Saiki Kusuo no Ψ-nan: Kanketsu-hen,338,1077,8.21,119761,200115,360,Special,1,Finished Airing,,2018,School,Shounen
Saiki Kusuo no Ψ-nan: Kanketsu-hen,338,1077,8.21,119761,200115,360,Special,1,Finished Airing,,2018,Super Power,Shounen
Tanoshii Muumin Ikka,339,4085,8.21,11182,24729,637,TV,78,Finished Airing,Spring,1990,Iyashikei,Kids
Major S2,340,2370,8.2,43662,68942,307,TV,26,Finished Airing,Winter,2006,Team Sports,Shounen
Major S4,341,2508,8.2,39198,62812,196,TV,26,Finished Airing,Winter,2008,Team Sports,Shounen
No Game No Life: Zero,342,190,8.2,442736,815726,7466,Movie,1,Finished Airing,,2017,Isekai,
Nomad: Megalo Box 2,343,1149,8.2,73962,185712,1945,TV,13,Finished Airing,Spring,2021,Combat Sports,
Paripi Koumei,344,878,8.2,115115,246889,2343,TV,12,Finished Airing,Spring,2022,Adult Cast,
Paripi Koumei,344,878,8.2,115115,246889,2343,TV,12,Finished Airing,Spring,2022,Music,
Paripi Koumei,344,878,8.2,115115,246889,2343,TV,12,Finished Airing,Spring,2022,Reincarnation,
Shoujo Shuumatsu Ryokou,345,685,8.2,118582,313715,6276,TV,12,Finished Airing,Fall,2017,Iyashikei,
xxxHOLiC Rou,346,2427,8.2,31023,66425,179,OVA,2,Finished Airing,,2010,,Seinen
Berserk: Ougon Jidai-hen III - Kourin,347,1037,8.2,132476,209370,1532,Movie,1,Finished Airing,,2013,Gore,Seinen
Berserk: Ougon Jidai-hen III - Kourin,347,1037,8.2,132476,209370,1532,Movie,1,Finished Airing,,2013,Military,Seinen
Berserk: Ougon Jidai-hen III - Kourin,347,1037,8.2,132476,209370,1532,Movie,1,Finished Airing,,2013,Mythology,Seinen
Bungou Stray Dogs 2nd Season,348,214,8.2,445444,774475,6540,TV,12,Finished Airing,Fall,2016,Adult Cast,Seinen
Bungou Stray Dogs 2nd Season,348,214,8.2,445444,774475,6540,TV,12,Finished Airing,Fall,2016,Organized Crime,Seinen
Bungou Stray Dogs 2nd Season,348,214,8.2,445444,774475,6540,TV,12,Finished Airing,Fall,2016,Super Power,Seinen
Horimiya,349,100,8.2,707509,1186293,30509,TV,13,Finished Airing,Winter,2021,School,Shounen
InuYasha: Kanketsu-hen,350,811,8.2,135355,267318,2078,TV,26,Finished Airing,Fall,2009,Historical,Shounen
InuYasha: Kanketsu-hen,350,811,8.2,135355,267318,2078,TV,26,Finished Airing,Fall,2009,Mythology,Shounen
InuYasha: Kanketsu-hen,350,811,8.2,135355,267318,2078,TV,26,Finished Airing,Fall,2009,Time Travel,Shounen
Kamisama Hajimemashita◎,351,555,8.2,200284,372210,2776,TV,12,Finished Airing,Winter,2015,Mythology,Shoujo
Asobi Asobase,352,456,8.19,207342,437832,6062,TV,12,Finished Airing,Summer,2018,Gag Humor,Seinen
Asobi Asobase,352,456,8.19,207342,437832,6062,TV,12,Finished Airing,Summer,2018,School,Seinen
Bakuman.,353,326,8.19,285644,594812,9286,TV,25,Finished Airing,Fall,2010,Otaku Culture,Shounen
