Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Demographic
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,7596,842,6.34,128610.0,257094,826,TV,12,Finished Airing,Winter,2021,BS11,
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,7596,842,6.34,128610.0,257094,826,TV,12,Finished Airing,Winter,2021,JR East Marketing & Communications,
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,7596,842,6.34,128610.0,257094,826,TV,12,Finished Airing,Winter,2021,GREE,
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,7596,842,6.34,128610.0,257094,826,TV,12,Finished Airing,Winter,2021,SB Creative,
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,7596,842,6.34,128610.0,257094,826,TV,12,Finished Airing,Winter,2021,Tapioca,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,Frontier Works,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,Sotsu,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,MAGES.,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,Tokyo MX,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,Infinite,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,BS11,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,Daiichi Shokai,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,Kadokawa,
Higurashi no Naku Koro ni Gou,3081,843,7.2,82732.0,256918,1435,TV,24,Finished Airing,Fall,2020,ELF-IN,
Hachimitsu to Clover,569,844,8.01,81017.0,256901,4117,TV,24,Finished Airing,Spring,2005,Dentsu,Josei
Hachimitsu to Clover,569,844,8.01,81017.0,256901,4117,TV,24,Finished Airing,Spring,2005,Genco,Josei
Hachimitsu to Clover,569,844,8.01,81017.0,256901,4117,TV,24,Finished Airing,Spring,2005,Fuji TV,Josei
Hachimitsu to Clover,569,844,8.01,81017.0,256901,4117,TV,24,Finished Airing,Spring,2005,Asmik Ace,Josei
Hachimitsu to Clover,569,844,8.01,81017.0,256901,4117,TV,24,Finished Airing,Spring,2005,Shueisha,Josei
Zero kara Hajimeru Mahou no Sho,3776,845,7.07,122050.0,256823,596,TV,12,Finished Airing,Spring,2017,Sotsu,
Zero kara Hajimeru Mahou no Sho,3776,845,7.07,122050.0,256823,596,TV,12,Finished Airing,Spring,2017,Lantis,
Zero kara Hajimeru Mahou no Sho,3776,845,7.07,122050.0,256823,596,TV,12,Finished Airing,Spring,2017,Half H.P Studio,
Zero kara Hajimeru Mahou no Sho,3776,845,7.07,122050.0,256823,596,TV,12,Finished Airing,Spring,2017,Happinet Pictures,
Zero kara Hajimeru Mahou no Sho,3776,845,7.07,122050.0,256823,596,TV,12,Finished Airing,Spring,2017,Infinite,
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,TV Tokyo,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,Sotsu,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,MediaNet,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,Pony Canyon,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,AT-X,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,DAX Production,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,Asmik Ace,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,3xCube,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,Akita Shoten,Shounen
Jitsu wa Watashi wa,4786,846,6.85,121536.0,256736,530,TV,13,Finished Airing,Summer,2015,TMS Music,Shounen
Love Hina,3591,847,7.1,132873.0,256718,1447,TV,24,Finished Airing,Spring,2000,TV Tokyo,Shounen
Love Hina,3591,847,7.1,132873.0,256718,1447,TV,24,Finished Airing,Spring,2000,Yomiko Advertising,Shounen
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,1416,848,7.59,157042.0,256077,469,OVA,1,Finished Airing,,2013,,
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",928,849,7.79,164160.0,255748,569,Special,1,Finished Airing,,2009,Animation Do,
Midara na Ao-chan wa Benkyou ga Dekinai,5339,850,6.73,126014.0,255634,570,TV,12,Finished Airing,Spring,2019,Mainichi Broadcasting System,Shounen
Midara na Ao-chan wa Benkyou ga Dekinai,5339,850,6.73,126014.0,255634,570,TV,12,Finished Airing,Spring,2019,Kodansha,Shounen
Midara na Ao-chan wa Benkyou ga Dekinai,5339,850,6.73,126014.0,255634,570,TV,12,Finished Airing,Spring,2019,DMM pictures,Shounen
Working'!!,872,851,7.82,147220.0,255271,452,TV,13,Finished Airing,Fall,2011,Aniplex,Seinen
Working'!!,872,851,7.82,147220.0,255271,452,TV,13,Finished Airing,Fall,2011,Yomiuri Telecasting,Seinen
Working'!!,872,851,7.82,147220.0,255271,452,TV,13,Finished Airing,Fall,2011,Rakuonsha,Seinen
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Aniplex,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Movic,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,AT-X,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Tokyo MX,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Q-Tec,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Docomo Anime Store,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Medicos Entertainment,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,BS11,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Yomiuri TV Enterprise,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Contents Seed,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,Kadokawa,
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",3348,852,7.15,24759.0,254883,3646,TV,0,Currently Airing,Winter,2023,ADK Marketing Solutions,
Flying Witch,1703,853,7.51,102738.0,254824,1282,TV,12,Finished Airing,Spring,2016,VAP,Shounen
Flying Witch,1703,853,7.51,102738.0,254824,1282,TV,12,Finished Airing,Spring,2016,Kodansha,Shounen
Flying Witch,1703,853,7.51,102738.0,254824,1282,TV,12,Finished Airing,Spring,2016,Magic Capsule,Shounen
Flying Witch,1703,853,7.51,102738.0,254824,1282,TV,12,Finished Airing,Spring,2016,Nippon Television Network,Shounen
Flying Witch,1703,853,7.51,102738.0,254824,1282,TV,12,Finished Airing,Spring,2016,RAB Aomori Broadcasting,Shounen
Flying Witch,1703,853,7.51,102738.0,254824,1282,TV,12,Finished Airing,Spring,2016,Nippon Television Music,Shounen
Persona 4 the Animation,1730,854,7.5,124685.0,254257,2212,TV,25,Finished Airing,Fall,2011,Aniplex,
Persona 4 the Animation,1730,854,7.5,124685.0,254257,2212,TV,25,Finished Airing,Fall,2011,AIC,
Persona 4 the Animation,1730,854,7.5,124685.0,254257,2212,TV,25,Finished Airing,Fall,2011,Mainichi Broadcasting System,
Persona 4 the Animation,1730,854,7.5,124685.0,254257,2212,TV,25,Finished Airing,Fall,2011,ASCII Media Works,
Persona 4 the Animation,1730,854,7.5,124685.0,254257,2212,TV,25,Finished Airing,Fall,2011,Index,
Full Metal Panic! The Second Raid,674,855,7.93,144800.0,253140,1259,TV,13,Finished Airing,Summer,2005,WOWOW,
Full Metal Panic! The Second Raid,674,855,7.93,144800.0,253140,1259,TV,13,Finished Airing,Summer,2005,Kadokawa Shoten,
Full Metal Panic! The Second Raid,674,855,7.93,144800.0,253140,1259,TV,13,Finished Airing,Summer,2005,KlockWorx,
Full Metal Panic! The Second Raid,674,855,7.93,144800.0,253140,1259,TV,13,Finished Airing,Summer,2005,Happinet Pictures,
Youjo Senki Movie,304,856,8.24,132920.0,252774,989,Movie,1,Finished Airing,,2019,AT-X,
Youjo Senki Movie,304,856,8.24,132920.0,252774,989,Movie,1,Finished Airing,,2019,Sony Music Communications,
Youjo Senki Movie,304,856,8.24,132920.0,252774,989,Movie,1,Finished Airing,,2019,Kadokawa,
Youjo Senki Movie,304,856,8.24,132920.0,252774,989,Movie,1,Finished Airing,,2019,Kadokawa Animation,
Hataraku Saibou!!,2306,857,7.35,85392.0,252642,560,TV,8,Finished Airing,Winter,2021,Aniplex,Shounen
Hataraku Saibou!!,2306,857,7.35,85392.0,252642,560,TV,8,Finished Airing,Winter,2021,Kodansha,Shounen
Hataraku Saibou!!,2306,857,7.35,85392.0,252642,560,TV,8,Finished Airing,Winter,2021,Magic Capsule,Shounen
"Yuusha, Yamemasu",3921,858,7.04,113018.0,252506,1609,TV,12,Finished Airing,Spring,2022,AT-X,
"Yuusha, Yamemasu",3921,858,7.04,113018.0,252506,1609,TV,12,Finished Airing,Spring,2022,flying DOG,
"Yuusha, Yamemasu",3921,858,7.04,113018.0,252506,1609,TV,12,Finished Airing,Spring,2022,Glovision,
"Yuusha, Yamemasu",3921,858,7.04,113018.0,252506,1609,TV,12,Finished Airing,Spring,2022,Kadokawa,
"Yuusha, Yamemasu",3921,858,7.04,113018.0,252506,1609,TV,12,Finished Airing,Spring,2022,Tencent Games,
Neko no Ongaeshi,1070,859,7.73,158849.0,252324,1368,Movie,1,Finished Airing,,2002,,
Naruto: Shippuuden Movie 2 - Kizuna,2652,860,7.28,144825.0,252177,235,Movie,1,Finished Airing,,2008,TV Tokyo,Shounen
Naruto: Shippuuden Movie 2 - Kizuna,2652,860,7.28,144825.0,252177,235,Movie,1,Finished Airing,,2008,Aniplex,Shounen
Naruto: Shippuuden Movie 2 - Kizuna,2652,860,7.28,144825.0,252177,235,Movie,1,Finished Airing,,2008,Dentsu,Shounen
Naruto: Shippuuden Movie 2 - Kizuna,2652,860,7.28,144825.0,252177,235,Movie,1,Finished Airing,,2008,Bandai,Shounen
Naruto: Shippuuden Movie 2 - Kizuna,2652,860,7.28,144825.0,252177,235,Movie,1,Finished Airing,,2008,Toho,Shounen
Naruto: Shippuuden Movie 2 - Kizuna,2652,860,7.28,144825.0,252177,235,Movie,1,Finished Airing,,2008,Studio Jack,Shounen
Devils Line,4797,861,6.84,106228.0,252010,1575,TV,12,Finished Airing,Spring,2018,Kodansha,Seinen
Devils Line,4797,861,6.84,106228.0,252010,1575,TV,12,Finished Airing,Spring,2018,King Records,Seinen
Sakura Trick,4202,862,6.97,117464.0,251869,1504,TV,12,Finished Airing,Winter,2014,Pony Canyon,Seinen
Sakura Trick,4202,862,6.97,117464.0,251869,1504,TV,12,Finished Airing,Winter,2014,TBS,Seinen
Shuumatsu no Walküre,5468,863,6.71,143599.0,251792,1492,ONA,12,Finished Airing,,2021,Mainichi Broadcasting System,Seinen
Shuumatsu no Walküre,5468,863,6.71,143599.0,251792,1492,ONA,12,Finished Airing,,2021,Warner Bros. Japan,Seinen
Shuumatsu no Walküre,5468,863,6.71,143599.0,251792,1492,ONA,12,Finished Airing,,2021,KlockWorx,Seinen
Shuumatsu no Walküre,5468,863,6.71,143599.0,251792,1492,ONA,12,Finished Airing,,2021,Coamix,Seinen
Shuumatsu no Walküre,5468,863,6.71,143599.0,251792,1492,ONA,12,Finished Airing,,2021,Sammy,Seinen
Kokoro Connect: Michi Random,654,864,7.94,165115.0,251581,831,Special,4,Finished Airing,,2012,Starchild Records,
Kokoro Connect: Michi Random,654,864,7.94,165115.0,251581,831,Special,4,Finished Airing,,2012,Enterbrain,
Psycho-Pass 3,1898,865,7.45,78155.0,251483,489,TV,8,Finished Airing,Fall,2019,Dentsu,
Psycho-Pass 3,1898,865,7.45,78155.0,251483,489,TV,8,Finished Airing,Fall,2019,Fuji TV,
Psycho-Pass 3,1898,865,7.45,78155.0,251483,489,TV,8,Finished Airing,Fall,2019,Nitroplus,
Psycho-Pass 3,1898,865,7.45,78155.0,251483,489,TV,8,Finished Airing,Fall,2019,Sony Music Entertainment,
Psycho-Pass 3,1898,865,7.45,78155.0,251483,489,TV,8,Finished Airing,Fall,2019,TOHO animation,
Psycho-Pass 3,1898,865,7.45,78155.0,251483,489,TV,8,Finished Airing,Fall,2019,MAGNET,
Pokemon Movie 01: Mewtwo no Gyakushuu,1292,866,7.64,170375.0,251043,379,Movie,1,Finished Airing,,1998,TV Tokyo,Kids
Pokemon Movie 01: Mewtwo no Gyakushuu,1292,866,7.64,170375.0,251043,379,Movie,1,Finished Airing,,1998,Shogakukan-Shueisha Productions,Kids
Pokemon Movie 01: Mewtwo no Gyakushuu,1292,866,7.64,170375.0,251043,379,Movie,1,Finished Airing,,1998,Imagica,Kids
Pokemon Movie 01: Mewtwo no Gyakushuu,1292,866,7.64,170375.0,251043,379,Movie,1,Finished Airing,,1998,Studio Jack,Kids
Mushishi Zoku Shou 2nd Season,43,867,8.73,99569.0,250331,1379,TV,10,Finished Airing,Fall,2014,Aniplex,Seinen
Mushishi Zoku Shou 2nd Season,43,867,8.73,99569.0,250331,1379,TV,10,Finished Airing,Fall,2014,Kodansha,Seinen
Mushishi Zoku Shou 2nd Season,43,867,8.73,99569.0,250331,1379,TV,10,Finished Airing,Fall,2014,Delfi Sound,Seinen
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,441,869,8.11,133174.0,250061,1512,Movie,1,Finished Airing,,2018,Lantis,
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,441,869,8.11,133174.0,250061,1512,Movie,1,Finished Airing,,2018,Pony Canyon,
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,441,869,8.11,133174.0,250061,1512,Movie,1,Finished Airing,,2018,TBS,
Doukyuusei (Movie),257,868,8.29,133950.0,250045,5809,Movie,1,Finished Airing,,2016,Aniplex,
Doukyuusei (Movie),257,868,8.29,133950.0,250045,5809,Movie,1,Finished Airing,,2016,Half H.P Studio,
Hetalia Axis Powers,2695,870,7.28,124494.0,249441,4267,ONA,52,Finished Airing,,2009,Frontier Works,
Hetalia Axis Powers,2695,870,7.28,124494.0,249441,4267,ONA,52,Finished Airing,,2009,DAX Production,
Darker than Black: Kuro no Keiyakusha Gaiden,694,871,7.92,138640.0,249167,821,Special,4,Finished Airing,,2010,Square Enix,
Paripi Koumei,346,872,8.2,116331.0,248777,2359,TV,12,Finished Airing,Spring,2022,Mainichi Broadcasting System,
Paripi Koumei,346,872,8.2,116331.0,248777,2359,TV,12,Finished Airing,Spring,2022,Kodansha,
Paripi Koumei,346,872,8.2,116331.0,248777,2359,TV,12,Finished Airing,Spring,2022,Avex Pictures,
Paripi Koumei,346,872,8.2,116331.0,248777,2359,TV,12,Finished Airing,Spring,2022,DMM pictures,
Paripi Koumei,346,872,8.2,116331.0,248777,2359,TV,12,Finished Airing,Spring,2022,Bit grooove promotion,
Noragami Aragoto OVA,790,873,7.86,132549.0,248673,361,OVA,2,Finished Airing,,2015,,Shounen
Love Live! School Idol Project 2nd Season,980,874,7.77,144372.0,248515,2744,TV,13,Finished Airing,Spring,2014,Bandai Visual,
Love Live! School Idol Project 2nd Season,980,874,7.77,144372.0,248515,2744,TV,13,Finished Airing,Spring,2014,Lantis,
Love Live! School Idol Project 2nd Season,980,874,7.77,144372.0,248515,2744,TV,13,Finished Airing,Spring,2014,Bushiroad,
ef: A Tale of Memories.,745,875,7.89,105458.0,248276,2748,TV,12,Finished Airing,Fall,2007,Rondo Robe,
Love Stage!!,3096,876,7.2,138568.0,248128,1585,TV,10,Finished Airing,Summer,2014,Kadokawa Shoten,
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,392,877,8.16,128025.0,247708,1019,Movie,1,Finished Airing,,2015,Shochiku,
To LOVE-Ru Darkness 2nd,1902,878,7.45,130121.0,247642,959,TV,12,Finished Airing,Summer,2015,TBS,Shounen
To LOVE-Ru Darkness 2nd,1902,878,7.45,130121.0,247642,959,TV,12,Finished Airing,Summer,2015,Magic Capsule,Shounen
To LOVE-Ru Darkness 2nd,1902,878,7.45,130121.0,247642,959,TV,12,Finished Airing,Summer,2015,Warner Bros. Japan,Shounen
To LOVE-Ru Darkness 2nd,1902,878,7.45,130121.0,247642,959,TV,12,Finished Airing,Summer,2015,NBCUniversal Entertainment Japan,Shounen
To LOVE-Ru Darkness 2nd,1902,878,7.45,130121.0,247642,959,TV,12,Finished Airing,Summer,2015,Shueisha,Shounen
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,Frontier Works,
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,Media Factory,
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,Movic,
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,AT-X,
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,Sony Music Communications,
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,Houbunsha,
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,MAGES.,
New Game!!,1135,879,7.71,126339.0,247026,890,TV,12,Finished Airing,Summer,2017,Lawson,
Bungou Stray Dogs: Dead Apple,692,881,7.92,138170.0,246950,1639,Movie,1,Finished Airing,,2018,,Seinen
Neon Genesis Evangelion: Death & Rebirth,1853,880,7.46,137680.0,246926,671,Movie,1,Finished Airing,,1997,Movic,
Neon Genesis Evangelion: Death & Rebirth,1853,880,7.46,137680.0,246926,671,Movie,1,Finished Airing,,1997,Sega,
Neon Genesis Evangelion: Death & Rebirth,1853,880,7.46,137680.0,246926,671,Movie,1,Finished Airing,,1997,TV Tokyo Music,
Neon Genesis Evangelion: Death & Rebirth,1853,880,7.46,137680.0,246926,671,Movie,1,Finished Airing,,1997,Audio Tanaka,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,Sotsu,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,MediaNet,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,Pony Canyon,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,AT-X,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,KlockWorx,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,BS Fuji,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,Tokyo MX,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,Bit Promotion,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,Happinet,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,Dream Shift,
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,7485,882,6.36,127399.0,246741,497,TV,12,Finished Airing,Fall,2019,SB Creative,
Kuusen Madoushi Kouhosei no Kyoukan,7657,883,6.33,122355.0,246324,330,TV,12,Finished Airing,Summer,2015,flying DOG,
Shingeki! Kyojin Chuugakkou,3116,884,7.2,136307.0,245912,762,TV,12,Finished Airing,Fall,2015,Dentsu,Shounen
Shingeki! Kyojin Chuugakkou,3116,884,7.2,136307.0,245912,762,TV,12,Finished Airing,Fall,2015,Mainichi Broadcasting System,Shounen
Shingeki! Kyojin Chuugakkou,3116,884,7.2,136307.0,245912,762,TV,12,Finished Airing,Fall,2015,Pony Canyon,Shounen
Shingeki! Kyojin Chuugakkou,3116,884,7.2,136307.0,245912,762,TV,12,Finished Airing,Fall,2015,Kodansha,Shounen
Shingeki! Kyojin Chuugakkou,3116,884,7.2,136307.0,245912,762,TV,12,Finished Airing,Fall,2015,Pony Canyon Enterprise,Shounen
K: Missing Kings,1285,885,7.64,119651.0,245749,618,Movie,1,Finished Airing,,2014,Starchild Records,
K: Missing Kings,1285,885,7.64,119651.0,245749,618,Movie,1,Finished Airing,,2014,Mainichi Broadcasting System,
K: Missing Kings,1285,885,7.64,119651.0,245749,618,Movie,1,Finished Airing,,2014,KlockWorx,
K: Missing Kings,1285,885,7.64,119651.0,245749,618,Movie,1,Finished Airing,,2014,Glovision,
Junjou Romantica,1706,886,7.51,140480.0,245620,4391,TV,12,Finished Airing,Spring,2008,Frontier Works,
Junjou Romantica,1706,886,7.51,140480.0,245620,4391,TV,12,Finished Airing,Spring,2008,Kadokawa Shoten,
Junjou Romantica,1706,886,7.51,140480.0,245620,4391,TV,12,Finished Airing,Spring,2008,Memory-Tech,
Junjou Romantica,1706,886,7.51,140480.0,245620,4391,TV,12,Finished Airing,Spring,2008,Romantica club !!,
Osananajimi ga Zettai ni Makenai Love Comedy,9101,887,6.07,107745.0,245469,1629,TV,12,Finished Airing,Spring,2021,Delfi Sound,
Osananajimi ga Zettai ni Makenai Love Comedy,9101,887,6.07,107745.0,245469,1629,TV,12,Finished Airing,Spring,2021,Kadokawa,
Mahou Sensou,9653,888,5.97,112980.0,244722,322,TV,12,Finished Airing,Winter,2014,Media Factory,
Mahou Sensou,9653,888,5.97,112980.0,244722,322,TV,12,Finished Airing,Winter,2014,TBS,
Mahou Sensou,9653,888,5.97,112980.0,244722,322,TV,12,Finished Airing,Winter,2014,flying DOG,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,AT-X,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,Sammy,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,bilibili,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,Kadokawa Media House,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,Kadokawa,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,Micro Magazine Publishing,
Otome Game Sekai wa Mob ni Kibishii Sekai desu,2332,889,7.35,124032.0,244630,1703,TV,12,Finished Airing,Spring,2022,Micro House,
Seitokai Yakuindomo*,1164,890,7.69,119856.0,244496,574,TV,13,Finished Airing,Winter,2014,Starchild Records,Shounen
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,Bandai Visual,
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,Genco,
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,Lantis,
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,AT-X,
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,Magic Capsule,
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,Q-Tec,
Knight's & Magic,3706,891,7.08,123220.0,243850,933,TV,13,Finished Airing,Summer,2017,Hakuhodo DY Music & Pictures,
Medaka Box,4009,892,7.02,104986.0,243746,427,TV,12,Finished Airing,Spring,2012,TV Tokyo,Shounen
Medaka Box,4009,892,7.02,104986.0,243746,427,TV,12,Finished Airing,Spring,2012,Lantis,Shounen
Medaka Box,4009,892,7.02,104986.0,243746,427,TV,12,Finished Airing,Spring,2012,Media Factory,Shounen
Medaka Box,4009,892,7.02,104986.0,243746,427,TV,12,Finished Airing,Spring,2012,Hakoniwa Academy Student Council,Shounen
Kamisama ni Natta Hi,5059,893,6.79,109456.0,243513,1530,TV,12,Finished Airing,Fall,2020,Aniplex,
Kamisama ni Natta Hi,5059,893,6.79,109456.0,243513,1530,TV,12,Finished Airing,Fall,2020,Movic,
Kamisama ni Natta Hi,5059,893,6.79,109456.0,243513,1530,TV,12,Finished Airing,Fall,2020,Visual Arts,
Kamisama ni Natta Hi,5059,893,6.79,109456.0,243513,1530,TV,12,Finished Airing,Fall,2020,Tokyo MX,
Kamisama ni Natta Hi,5059,893,6.79,109456.0,243513,1530,TV,12,Finished Airing,Fall,2020,Nagoya Broadcasting Network,
Kamisama ni Natta Hi,5059,893,6.79,109456.0,243513,1530,TV,12,Finished Airing,Fall,2020,ABC Animation,
