Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Genres,Demographic
Kimetsu no Yaiba,120,7,8.52,1877132.0,2715426,86165,TV,26,Finished Airing,Spring,2019,Fantasy,Shounen
Naruto,610,8,7.98,1847329.0,2663995,74878,TV,220,Finished Airing,Fall,2002,Action,Shounen
Naruto,610,8,7.98,1847329.0,2663995,74878,TV,220,Finished Airing,Fall,2002,Adventure,Shounen
Naruto,610,8,7.98,1847329.0,2663995,74878,TV,220,Finished Airing,Fall,2002,Fantasy,Shounen
Tokyo Ghoul,937,9,7.79,1759880.0,2651291,48566,TV,12,Finished Airing,Summer,2014,Action,Seinen
Tokyo Ghoul,937,9,7.79,1759880.0,2651291,48566,TV,12,Finished Airing,Summer,2014,Fantasy,Seinen
Tokyo Ghoul,937,9,7.79,1759880.0,2651291,48566,TV,12,Finished Airing,Summer,2014,Horror,Seinen
Hunter x Hunter (2011),10,10,9.04,1609853.0,2591046,196344,TV,148,Finished Airing,Fall,2011,Action,Shounen
Hunter x Hunter (2011),10,10,9.04,1609853.0,2591046,196344,TV,148,Finished Airing,Fall,2011,Adventure,Shounen
Hunter x Hunter (2011),10,10,9.04,1609853.0,2591046,196344,TV,148,Finished Airing,Fall,2011,Fantasy,Shounen
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,Award Winning,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,Drama,
Kimi no Na wa.,27,11,8.85,1764687.0,2536015,85702,Movie,1,Finished Airing,,2016,Supernatural,
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Action,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Drama,Shounen
Shingeki no Kyojin Season 2,130,12,8.5,1718408.0,2506076,20561,TV,12,Finished Airing,Spring,2017,Suspense,Shounen
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Drama,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Sci-Fi,
Steins;Gate,4,13,9.08,1309812.0,2389941,180121,TV,24,Finished Airing,Spring,2011,Suspense,
Boku no Hero Academia 2nd Season,432,14,8.12,1622606.0,2363218,17139,TV,25,Finished Airing,Spring,2017,,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Action,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Adventure,Shounen
Naruto: Shippuuden,291,15,8.25,1533493.0,2296084,105423,TV,500,Finished Airing,Winter,2007,Fantasy,Shounen
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Comedy,
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Fantasy,
No Game No Life,475,16,8.09,1462426.0,2269623,47138,TV,12,Finished Airing,Spring,2014,Ecchi,
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,Action,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,Award Winning,Shounen
Jujutsu Kaisen,66,17,8.65,1400199.0,2164453,79030,TV,24,Finished Airing,Fall,2020,Fantasy,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Action,Shounen
Shingeki no Kyojin Season 3,79,18,8.62,1463049.0,2151420,19445,TV,12,Finished Airing,Summer,2018,Drama,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Award Winning,Shounen
Koe no Katachi,19,19,8.94,1484962.0,2138154,81698,Movie,1,Finished Airing,,2016,Drama,Shounen
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Action,
Code Geass: Hangyaku no Lelouch,51,20,8.7,1320444.0,2113483,103908,TV,25,Finished Airing,Fall,2006,Award Winning,
