,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
12,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,226,63,8.32,939593,1531927,32039,TV,11,Finished Airing,Spring,2011,"['Aniplex', 'Dentsu', 'Fuji TV', 'Fujipacific Music']","['NIS America, Inc.', 'Aniplex of America']",['A-1 Pictures'],"['Drama', 'Supernatural']",N/A,N/A
13,Tengen Toppa Gurren Lagann,75,64,8.63,855439,1524337,74923,TV,27,Finished Airing,Spring,2007,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Konami', 'Half H.P Studio', 'Bandai']","['ADV Films', 'Bandai Entertainment', 'Aniplex of America']",['Gainax'],"['Action', 'Adventure', 'Award Winning', 'Sci-Fi']",Mecha,N/A
14,Charlotte,1015,65,7.75,920747,1506760,21828,TV,13,Finished Airing,Summer,2015,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Visual Arts', 'ASCII Media Works', 'Tokyo MX', 'BS11']",['Aniplex of America'],['P.A. Works'],N/A,"['School', 'Super Power']",N/A
15,Black Clover,415,66,8.14,756847,1503799,42280,TV,170,Finished Airing,Fall,2017,"['TV Tokyo', 'Avex Pictures', 'Shueisha']","['Funimation', 'Crunchyroll']",['Pierrot'],"['Action', 'Comedy', 'Fantasy']",N/A,Shounen
16,Hataraku Maou-sama!,997,67,7.76,908694,1480289,10867,TV,13,Finished Airing,Spring,2013,"['Sotsu', 'Lantis', 'Pony Canyon', 'Magic Capsule', 'KlockWorx', 'ASCII Media Works', 'Showgate', 'Infinite']",['Funimation'],['White Fox'],"['Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Romantic Subtext', 'Workplace']",N/A
17,Overlord,702,68,7.92,881728,1478787,24664,TV,13,Finished Airing,Summer,2015,"['AT-X', 'Grooove', 'Hakuhodo DY Music & Pictures', 'Kadokawa']",['Funimation'],['Madhouse'],"['Action', 'Adventure', 'Fantasy']",Isekai,N/A
18,Tate no Yuusha no Nariagari,595,69,7.99,909702,1463487,25350,TV,25,Finished Airing,Winter,2019,"['Frontier Works', 'AT-X', 'Nippon Columbia', 'Glovision', 'Good Smile Company', 'Sammy', 'Crunchyroll', 'Kadokawa Media House', 'NTT Plala', 'Kadokawa']",['Funimation'],['Kinema Citrus'],"['Action', 'Adventure', 'Drama', 'Fantasy']",Isekai,N/A
19,Elfen Lied,1754,70,7.49,841329,1443578,23335,TV,13,Finished Airing,Summer,2004,"['VAP', 'Genco', 'Studio Guts']",['ADV Films'],['Arms'],"['Action', 'Drama', 'Horror', 'Romance', 'Supernatural']","['Gore', 'Psychological']",Seinen
20,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,1547,71,7.55,899037,1439461,11353,TV,13,Finished Airing,Spring,2015,"['Genco', 'Movic', 'Warner Bros. Japan', 'KlockWorx', 'SoftBank Creative', 'Showgate', 'MAGES.', 'FuRyu']",['Sentai Filmworks'],['J.C.Staff'],"['Action', 'Adventure', 'Fantasy']",N/A,N/A
21,Highschool of the Dead,3698,72,7.08,899532,1428763,9768,TV,12,Finished Airing,Summer,2010,"['Geneon Universal Entertainment', 'AT-X', 'Showgate']",['Sentai Filmworks'],['Madhouse'],"['Action', 'Horror', 'Supernatural', 'Ecchi']","['Gore', 'Survival']",Shounen
22,Fate/Zero,265,73,8.28,817723,1426060,32898,TV,13,Finished Airing,Fall,2011,"['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']",['Aniplex of America'],['ufotable'],"['Action', 'Fantasy', 'Supernatural']",N/A,N/A
23,Fullmetal Alchemist,436,74,8.12,858509,1408773,25269,TV,51,Finished Airing,Fall,2003,"['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System']","['Funimation', 'Aniplex of America']",['Bones'],"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy']",Military,Shounen
24,Kono Subarashii Sekai ni Shukufuku wo! 2,274,75,8.27,936180,1405820,11605,TV,10,Finished Airing,Winter,2017,"['Kadokawa Shoten', 'Nippon Columbia', 'KlockWorx', 'Sony Music Communications', 'Toranoana', '81 Produce', 'Kadokawa Media House']",['Discotek Media'],['Studio Deen'],"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",N/A
25,Mob Psycho 100 II,32,76,8.8,875606,1392665,31341,TV,13,Finished Airing,Winter,2019,"['Warner Bros. Japan', 'KlockWorx', 'BS Fuji', 'Hakuhodo DY Music & Pictures', 'Shogakukan']",['Funimation'],['Bones'],"['Action', 'Comedy', 'Supernatural']",Super Power,N/A
26,Noragami Aragoto,393,77,8.16,852170,1380844,11376,TV,13,Finished Airing,Fall,2015,"['Dentsu', 'Shochiku', 'Kodansha', 'Ai Addiction', 'Avex Pictures', 'A-Sketch']",['Funimation'],['Bones'],"['Action', 'Fantasy']",Mythology,Shounen
27,Kakegurui,2824,78,7.25,851640,1379817,10457,TV,12,Finished Airing,Summer,2017,"['Dentsu', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'KlockWorx', 'DIVE II Entertainment', '81 Produce', 'Avex Pictures', 'FuRyu']",['Sentai Filmworks'],['MAPPA'],"['Drama', 'Mystery']","['High Stakes Game', 'Psychological', 'School', 'Strategy Game']",Shounen
28,Clannad,583,79,8.0,728144,1354198,27054,TV,23,Finished Airing,Fall,2007,"['Pony Canyon', 'TBS', 'Movic', 'Animation Do']",['Sentai Filmworks'],['Kyoto Animation'],"['Drama', 'Romance', 'Supernatural']",School,N/A
29,High School DxD,2362,80,7.34,854822,1348270,21712,TV,12,Finished Airing,Winter,2012,"['Genco', 'Lantis', 'Media Factory', 'AT-X', 'PRA', 'Showgate', 'Atelier Musa', 'Fujimi Shobo']",['Funimation'],['TNK'],"['Comedy', 'Romance', 'Ecchi']","['Harem', 'Mythology', 'School']",N/A
30,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,575,81,8.01,800245,1345493,27463,TV,13,Finished Airing,Spring,2013,"['Geneon Universal Entertainment', 'TBS', 'Delfi Sound', 'Marvelous AQL', 'Atelier Musa']",['Sentai Filmworks'],"[""Brain's Base""]","['Comedy', 'Romance']","['Love Polygon', 'School']",N/A
31,Durarara!!,444,82,8.11,641713,1344821,29625,TV,24,Finished Airing,Winter,2010,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'ASCII Media Works', 'Sakura Create']",['Aniplex of America'],"[""Brain's Base""]","['Action', 'Mystery', 'Supernatural']",N/A,N/A
32,Bakemonogatari,219,83,8.33,700998,1337589,47643,TV,15,Finished Airing,Summer,2009,"['Aniplex', 'Kodansha']",['Aniplex of America'],['Shaft'],"['Mystery', 'Romance', 'Supernatural']",Vampire,N/A
33,Kimetsu no Yaiba Movie: Mugen Ressha-hen,73,84,8.63,875460,1334237,12432,Movie,1,Finished Airing,N/A,2020,"['Aniplex', 'Shueisha']",['Aniplex of America'],['ufotable'],"['Action', 'Fantasy']",Historical,Shounen
34,Haikyuu!! Second Season,71,85,8.64,881099,1333257,15418,TV,25,Finished Airing,Fall,2015,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],['Production I.G'],N/A,"['School', 'Team Sports']",Shounen
35,Ansatsu Kyoushitsu 2nd Season,126,86,8.5,828303,1331481,17144,TV,25,Finished Airing,Winter,2016,"['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'Avex Pictures', 'Shueisha', 'Kansai Telecasting']",['Funimation'],['Lerche'],"['Action', 'Comedy']",School,Shounen
36,Tensei shitara Slime Datta Ken,414,87,8.14,788451,1298451,26869,TV,24,Finished Airing,Fall,2018,"['Lantis', 'Kodansha', 'BS11', 'Bandai Namco Arts', 'Micro Magazine Publishing']",['Funimation'],['8bit'],"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Mythology', 'Reincarnation']",N/A
37,Hyouka,488,88,8.08,603867,1291982,25989,TV,22,Finished Airing,Spring,2012,"['Lantis', 'Kadokawa Shoten', 'KlockWorx', 'chara-ani.com', 'Animation Do']",['Funimation'],['Kyoto Animation'],"['Mystery', 'Slice of Life']",School,N/A
38,Vinland Saga,45,89,8.73,719140,1289350,39681,TV,24,Finished Airing,Summer,2019,"['Production I.G', 'Dentsu', 'Kodansha', 'Twin Engine']",['Sentai Filmworks'],['Wit Studio'],"['Action', 'Adventure', 'Drama']","['Gore', 'Historical']",Seinen
39,Chuunibyou demo Koi ga Shitai!,1130,90,7.71,739786,1284439,17281,TV,12,Finished Airing,Fall,2012,"['Lantis', 'Pony Canyon', 'TBS', 'Rakuonsha', 'Animation Do']",['Sentai Filmworks'],['Kyoto Animation'],"['Comedy', 'Romance']",School,N/A
40,Bungou Stray Dogs,882,91,7.82,637246,1263146,24376,TV,12,Finished Airing,Spring,2016,"['Lantis', 'Movic', 'KlockWorx', 'Bandai Namco Live Creative', 'Glovision', 'Lawson HMV Entertainment', 'Sony PCL']","['Funimation', 'Crunchyroll']",['Bones'],"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Organized Crime', 'Super Power']",Seinen
41,Spy x Family,63,92,8.66,753074,1262524,37019,TV,12,Finished Airing,Spring,2022,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'TOHO animation', 'Shueisha']",['add some'],"['Wit Studio', 'CloverWorks']","['Action', 'Award Winning', 'Comedy']",Childcare,Shounen
42,Made in Abyss,61,93,8.66,678714,1258358,40908,TV,13,Finished Airing,Summer,2017,"['Media Factory', 'AT-X', 'Takeshobo', 'Sony Music Communications', 'Kadokawa Media House', 'Cygames', 'Kanetsu Investment', 'Kadokawa', 'Global Solutions', 'IRMA LA DOUCE']",['Sentai Filmworks'],['Kinema Citrus'],"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']","['Gore', 'Survival']",N/A
43,Owari no Seraph,1771,94,7.49,684327,1251891,13153,TV,12,Finished Airing,Spring,2015,"['Rakuonsha', 'NBCUniversal Entertainment Japan', 'Shueisha']",['Funimation'],['Wit Studio'],"['Action', 'Drama', 'Supernatural']","['Military', 'Vampire']",Shounen
44,Howl no Ugoku Shiro,65,95,8.66,843597,1220953,26030,Movie,1,Finished Airing,N/A,2004,"['d-rights', 'Tokuma Shoten']",['Disney Platform Distribution'],['Studio Ghibli'],"['Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']",N/A,N/A
45,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,72,96,8.64,777104,1219271,18537,TV,12,Finished Airing,Spring,2020,"['Aniplex', 'Mainichi Broadcasting System', 'Shueisha', 'JR East Marketing & Communications']",['Aniplex of America'],['A-1 Pictures'],N/A,"['Psychological', 'Romantic Subtext', 'School']",Seinen
46,Enen no Shouboutai,1133,97,7.71,654167,1216007,8682,TV,24,Finished Airing,Summer,2019,"['Mainichi Broadcasting System', 'Kodansha', 'bilibili', 'DMM pictures', 'DMM Music']",['Funimation'],['David Production'],"['Action', 'Supernatural']",N/A,Shounen
47,Mahou Shoujo Madoka★Magica,199,98,8.36,712496,1214810,51809,TV,12,Finished Airing,Winter,2011,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Houbunsha']",['Aniplex of America'],['Shaft'],"['Award Winning', 'Drama', 'Suspense']","['Mahou Shoujo', 'Psychological']",N/A
48,Horimiya,351,99,8.2,710304,1190607,30596,TV,13,Finished Airing,Winter,2021,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Kanetsu Investment', 'My Theater D.D.', 'Global Solutions', 'Mirai-Kojo']",['Funimation'],['CloverWorks'],N/A,School,Shounen
49,Sakura-sou no Pet na Kanojo,478,100,8.09,677442,1188967,26000,TV,24,Finished Airing,Fall,2012,"['Frontier Works', 'Genco', 'Media Factory', 'Animax', 'Mainichi Broadcasting System', 'ASCII Media Works', 'Sony Music Communications']",['Sentai Filmworks'],['J.C.Staff'],"['Drama', 'Romance']","['School', 'Visual Arts']",N/A
