,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
24,ChäoS;HEAd,7780,775,6.31,150488,280648,729,TV,12,Finished Airing,Fall,2008,"['VAP', 'Yomiuri Telecasting', 'Kids Station']",['Funimation'],['Madhouse'],"['Mystery', 'Sci-Fi', 'Supernatural']","['Harem', 'Psychological']",N/A
25,SSSS.Gridman,3512,776,7.12,122167,280303,1299,TV,12,Finished Airing,Fall,2018,"['Mainichi Broadcasting System', 'Pony Canyon', 'Tsuburaya Productions', 'KlockWorx', 'Ultra Super Pictures', 'Graphinica', 'Docomo Anime Store', 'Fields', 'BS11']",['Funimation'],['Trigger'],"['Action', 'Award Winning', 'Sci-Fi']",Mecha,N/A
26,Kaze ga Tsuyoku Fuiteiru,179,777,8.4,128094,280226,5725,TV,23,Finished Airing,Fall,2018,"['Movic', 'Nippon Television Network', 'TOHO animation', ""Toy's Factory"", 'Cygames', 'Yomiuri Shimbun', 'MediaLink Entertainment Limited']",['Sentai Filmworks'],['Production I.G'],"['Drama', 'Sports']",Adult Cast,N/A
27,Gin no Saji,469,778,8.09,126198,280045,2786,TV,11,Finished Airing,Summer,2013,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings']",['Aniplex of America'],['A-1 Pictures'],N/A,School,Shounen
28,Happy Sugar Life,5054,779,6.79,126745,279039,2583,TV,12,Finished Airing,Summer,2018,"['VAP', 'Square Enix', 'Genco', 'Mainichi Broadcasting System', 'Bit Promotion']",['add some'],['Ezόla'],"['Drama', 'Girls Love', 'Horror']",Psychological,Shounen
29,Bokutachi wa Benkyou ga Dekinai!,2297,780,7.35,158137,279027,702,TV,13,Finished Airing,Fall,2019,"['Aniplex', 'Movic', 'Magic Capsule', 'Shueisha', 'BS11', 'ADK']",['Aniplex of America'],"['Silver', 'Arvo Animation']","['Comedy', 'Romance']","['Harem', 'School']",Shounen
30,Maken-Ki!,7662,781,6.33,128396,278929,404,TV,12,Finished Airing,Fall,2011,['AIC'],['Funimation'],['AIC Spirits'],"['Action', 'Ecchi']","['Harem', 'Martial Arts', 'School', 'Super Power']",Shounen
31,Shiguang Dailiren,38,782,8.75,96872,278584,8863,ONA,11,Finished Airing,N/A,2021,"['bilibili', 'BeDream']",['Funimation'],['Studio LAN'],"['Drama', 'Supernatural']","['Adult Cast', 'Time Travel']",N/A
32,Kuroko no Basket Movie 4: Last Game,480,783,8.08,166373,278466,1002,Movie,1,Finished Airing,N/A,2017,['Bandai Visual'],['add some'],['Production I.G'],N/A,"['School', 'Team Sports']",Shounen
33,Black Lagoon: Roberta's Blood Trail,562,784,8.02,158622,278207,1212,OVA,5,Finished Airing,N/A,2010,['Geneon Universal Entertainment'],['Funimation'],['Madhouse'],N/A,"['Adult Cast', 'Organized Crime']",Seinen
34,Juuni Taisen,6395,785,6.54,136079,278179,640,TV,12,Finished Airing,Fall,2017,"['Sotsu', 'Mainichi Broadcasting System', 'AT-X', 'Studio Mausu', 'Tokyo MX', 'Avex Pictures', 'Shueisha', 'BS11', 'GYAO!', 'A-Sketch']",['Funimation'],['Graphinica'],N/A,"['Gore', 'Survival']",N/A
35,Mairimashita! Iruma-kun 2nd Season,499,786,8.07,133489,278185,2272,TV,21,Finished Airing,Spring,2021,"['NHK', 'NHK Enterprises']",['add some'],['Bandai Namco Pictures'],"['Comedy', 'Fantasy']","['Isekai', 'Mythology', 'School']",Shounen
36,Shouwa Genroku Rakugo Shinjuu,93,787,8.57,90253,277860,5668,TV,13,Finished Airing,Winter,2016,"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'DAX Production']",['add some'],['Studio Deen'],N/A,"['Historical', 'Love Polygon', 'Performing Arts']",Josei
37,Kämpfer,7401,788,6.38,142076,277848,785,TV,12,Finished Airing,Fall,2009,"['TBS', 'RAY']",['Sentai Filmworks'],['Nomad'],"['Action', 'Comedy', 'Girls Love', 'Romance', 'Ecchi']","['Magical Sex Shift', 'School', 'Super Power']",N/A
38,Tada-kun wa Koi wo Shinai,1484,789,7.57,121539,277418,1283,TV,13,Finished Airing,Spring,2018,"['Media Factory', 'AT-X', 'Docomo Anime Store', 'BS11']",['Sentai Filmworks'],['Doga Kobo'],"['Comedy', 'Romance']","['School', 'Visual Arts']",N/A
39,Masou Gakuen HxH,8769,790,6.13,124004,276832,693,TV,12,Finished Airing,Summer,2016,"['Kadokawa Shoten', 'AT-X', 'DAX Production', 'KlockWorx', 'flying DOG', 'Kadokawa Media House', 'Sun TV']","['Funimation', 'Crunchyroll']",['Production IMS'],"['Action', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Ecchi']","['Harem', 'School']",N/A
40,Slam Dunk,106,791,8.54,126273,276607,6700,TV,101,Finished Airing,Fall,1993,"['TV Asahi', 'Animax']","['Flatiron Film Company', 'Geneon Entertainment USA']",['Toei Animation'],N/A,"['School', 'Team Sports']",Shounen
41,Handa-kun,2286,792,7.36,124286,276077,827,TV,12,Finished Airing,Summer,2016,"['Square Enix', 'Lantis', 'TBS', 'DAX Production', 'Memory-Tech', 'TC Entertainment', 'Docomo Anime Store', 'NichiNare']",['Funimation'],['Diomedéa'],N/A,"['School', 'Visual Arts']",Shounen
42,Sakasama no Patema,619,793,7.97,128121,275317,1374,Movie,1,Finished Airing,N/A,2013,"['Directions', 'Asmik Ace', 'Good Smile Company']","['NYAV Post', 'GKIDS']","['Studio Rikka', 'Purple Cow Studio Japan']","['Adventure', 'Award Winning', 'Sci-Fi']",N/A,N/A
43,Haikyuu!! Riku vs. Kuu,865,794,7.83,158814,274763,574,OVA,2,Finished Airing,N/A,2020,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],['Production I.G'],N/A,"['School', 'Team Sports']",Shounen
44,Tate no Yuusha no Nariagari Season 3,/A,795,N/A,N/A,274616,4091,TV,Unknown,Not yet aired,N/A,available,['Kadokawa'],['add some'],['Kinema Citrus'],"['Action', 'Adventure', 'Drama', 'Fantasy']",Isekai,N/A
45,Kono Oto Tomare!,698,796,7.92,108099,274536,2199,TV,13,Finished Airing,Spring,2019,"['WOWOW', 'Movic', 'KlockWorx', 'Memory-Tech', 'King Records', 'Shueisha', 'Pony Canyon Enterprise']",['Funimation'],['Platinum Vision'],"['Drama', 'Romance']","['Music', 'Performing Arts', 'School']",Shounen
46,Taboo Tattoo,10701,797,5.74,121479,274358,232,TV,12,Finished Airing,Summer,2016,"['TV Tokyo', 'Sotsu', 'AT-X', 'Magic Capsule', 'KlockWorx', 'DIVE II Entertainment', 'Avex Pictures', 'BS Japan']","['Funimation', 'Crunchyroll']",['J.C.Staff'],"['Action', 'Mystery', 'Supernatural']","['Martial Arts', 'Super Power']",Seinen
47,Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,1530,798,7.56,140760,274134,595,Movie,1,Finished Airing,N/A,2018,['add some'],['add some'],['White Fox'],N/A,Isekai,N/A
48,Omoide no Marnie,517,799,8.05,149784,274081,2429,Movie,1,Finished Airing,N/A,2014,"['Dentsu', 'Toho', 'Disney Platform Distribution', 'Nippon Television Network']",['GKIDS'],['Studio Ghibli'],"['Drama', 'Mystery']",Psychological,N/A
49,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,1172,800,7.69,91347,272508,1930,TV,11,Finished Airing,Summer,2022,"['Genco', 'Movic', 'Warner Bros. Japan', 'KlockWorx', 'Hakuhodo DY Music & Pictures', 'Egg Firm', 'FuRyu', 'GREE', 'SB Creative']",['Sentai Filmworks'],['J.C.Staff'],"['Action', 'Adventure', 'Fantasy']",N/A,N/A
