,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
32,Kara no Kyoukai Movie 4: Garan no Dou,834,1054,7.84,124886,205909,303,Movie,1,Finished Airing,N/A,2008,['Notes'],['Aniplex of America'],['ufotable'],"['Action', 'Mystery', 'Supernatural', 'Suspense']",N/A,N/A
33,Uchouten Kazoku,835,1321,7.84,52407,161104,1470,TV,13,Finished Airing,Summer,2013,"['Bandai Visual', 'Yomiuri Telecasting', 'Lantis', 'Kids Station', 'Magic Capsule', 'Good Smile Company']","['NIS America, Inc.']",['P.A. Works'],"['Award Winning', 'Comedy', 'Drama', 'Fantasy', 'Slice of Life']",Mythology,N/A
34,Urusei Yatsura 2: Beautiful Dreamer,836,4683,7.84,7978,18100,232,Movie,1,Finished Airing,N/A,1984,"['Kitty Films', 'Studio Kyuuma']","['Central Park Media', 'Discotek Media']",['Pierrot'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",N/A,Shounen
35,Yume-iro Pâtissière,837,2205,7.84,37682,77766,1072,TV,50,Finished Airing,Fall,2009,"['Pierrot', 'Yomiuri Telecasting', 'DAX Production', 'Shueisha']",['Maiden Japan'],['Studio Hibari'],N/A,School,Shoujo
36,Michiko to Hatchin,838,1125,7.84,58471,189983,2313,TV,22,Finished Airing,Fall,2008,"['Media Factory', 'Shochiku', 'Yomiko Advertising', 'Fuji TV']",['Funimation'],['Manglobe'],"['Action', 'Adventure']",N/A,N/A
37,MILGЯAM,839,7392,7.84,918,5728,96,Music,Unknown,Currently Airing,N/A,2020,['add some'],['add some'],"['Studio Daisy', 'OTOIRO']",N/A,"['Music', 'Psychological']",N/A
38,Seihou Bukyou Outlaw Star,840,1395,7.84,61005,148201,2061,TV,24,Finished Airing,Winter,1998,"['Sotsu', 'Victor Entertainment']","['Funimation', 'Bandai Entertainment']",['Sunrise'],"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",Space,N/A
39,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,841,1678,7.84,45123,117381,210,Movie,1,Finished Airing,N/A,2015,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Pony Canyon Enterprise']",['Funimation'],['Wit Studio'],"['Action', 'Drama']","['Gore', 'Survival']",Shounen
40,Soul Eater,842,60,7.84,805968,1539645,25575,TV,51,Finished Airing,Spring,2008,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Media Factory']",['Funimation'],['Bones'],"['Action', 'Comedy', 'Fantasy']",School,Shounen
41,Summer Ghost,843,2394,7.84,22475,67998,556,Movie,1,Finished Airing,N/A,2021,"['Avex Pictures', 'FLAGSHIP LINE']",['GKIDS'],['Flat Studio'],N/A,N/A,N/A
42,Tanaka-kun wa Itsumo Kedaruge,844,459,7.84,199455,436486,4145,TV,12,Finished Airing,Spring,2016,"['Bandai Visual', 'Dentsu', 'Frontier Works', 'Lantis', 'Shochiku', 'Mainichi Broadcasting System', 'Movic', 'Yahoo! Japan', 'Grooove']",['Sentai Filmworks'],['SILVER LINK.'],N/A,"['Iyashikei', 'School']",N/A
43,Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,845,2480,7.83,24430,64358,284,Special,1,Finished Airing,N/A,2022,['add some'],['add some'],['Kyoto Animation'],"['Fantasy', 'Slice of Life']",N/A,N/A
44,Kokoro ga Sakebitagatterunda.,846,689,7.83,150138,312491,1876,Movie,1,Finished Airing,N/A,2015,"['Aniplex', 'Dentsu', 'Fuji TV', 'Lawson HMV Entertainment', 'Shogakukan']",['Aniplex of America'],['A-1 Pictures'],"['Drama', 'Romance']","['Performing Arts', 'School']",N/A
45,Oniisama e...,847,3080,7.83,9383,42836,945,TV,39,Finished Airing,Summer,1991,['NHK'],['Discotek Media'],['Tezuka Productions'],"['Drama', 'Girls Love']","['Psychological', 'School']",Shoujo
46,Planetarian: Hoshi no Hito,848,2989,7.83,14404,45409,195,Movie,1,Finished Airing,N/A,2016,['Visual Arts'],['Funimation'],['David Production'],"['Drama', 'Sci-Fi']",N/A,N/A
47,Princess Connect! Re:Dive Season 2,849,1728,7.83,38885,113115,801,TV,12,Finished Airing,Winter,2022,"['WOWOW', 'Nippon Columbia', 'Tokyo MX', 'BS11', 'Cygames']",['add some'],['CygamesPictures'],"['Adventure', 'Comedy', 'Fantasy', 'Gourmet']",N/A,N/A
48,Seitokai Yakuindomo Movie,850,2660,7.83,23139,56582,74,Movie,1,Finished Airing,N/A,2017,"['KlockWorx', 'Glovision', 'King Records']",['Sentai Filmworks'],['GoHands'],N/A,"['Gag Humor', 'School']",Shounen
49,Seto no Hanayome OVA,851,2778,7.83,27626,51780,30,OVA,2,Finished Airing,N/A,2008,['add some'],['add some'],"['Gonzo', 'AIC']","['Comedy', 'Romance']","['Parody', 'School']",Shounen
