,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
0,Kidou Senshi Zeta Gundam,751,2375,7.89,34727,68650,2056,TV,50,Finished Airing,Spring,1985,"['Sotsu', 'Nagoya Broadcasting Network']","['Nozomi Entertainment', 'Bandai Entertainment']",['Sunrise'],"['Drama', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Space']",N/A
1,Macross F,752,1439,7.89,65440,142337,1845,TV,25,Finished Airing,Spring,2008,"['Bandai Visual', 'Mainichi Broadcasting System', 'Big West']",['Nozomi Entertainment'],['Satelight'],"['Action', 'Award Winning', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",N/A
2,Ookiku Furikabutte,753,1920,7.89,39723,97164,1697,TV,25,Finished Airing,Spring,2007,"['Aniplex', 'Mainichi Broadcasting System', 'TBS', 'Kodansha', 'Movic', 'Rakuonsha']",['Funimation'],['A-1 Pictures'],N/A,Team Sports,Seinen
3,Quanzhi Gaoshou,754,600,7.89,167873,352179,3812,ONA,12,Finished Airing,N/A,2017,"['bilibili', 'Tencent Penguin Pictures', 'China Literature Limited']",['add some'],['B.CMAY PICTURES'],N/A,Video Game,N/A
4,Saiunkoku Monogatari,755,1990,7.89,34182,91987,1108,TV,39,Finished Airing,Spring,2006,"['NHK', 'Sogo Vision']","['Funimation', 'Geneon Entertainment USA']",['Madhouse'],"['Adventure', 'Fantasy', 'Romance']","['Historical', 'Reverse Harem']",Shoujo
5,School Rumble,756,673,7.89,145217,316790,5105,TV,26,Finished Airing,Fall,2004,"['TV Tokyo', 'Sotsu', 'Marvelous', 'Starchild Records', 'Media Factory', 'DAX Production', 'Studio Jack']",['Funimation'],['Studio Comet'],"['Comedy', 'Romance']","['Gag Humor', 'Love Polygon', 'School']",Shounen
6,Shijou Saikyou no Deshi Kenichi OVA,757,2696,7.89,27754,55162,103,OVA,11,Finished Airing,N/A,2012,['add some'],['add some'],"[""Brain's Base""]","['Action', 'Comedy']","['Martial Arts', 'School']",Shounen
7,Tennis no Ouji-sama: Zenkoku Taikai-hen,758,3016,7.89,24649,44695,64,OVA,13,Finished Airing,N/A,2006,"['Production I.G', 'Shueisha']",['add some'],['M.S.C'],N/A,N/A,Shounen
8,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,759,3405,7.89,19972,35941,38,OVA,6,Finished Airing,N/A,2007,['Production I.G'],['add some'],['M.S.C'],N/A,N/A,Shounen
9,Les Misérables: Shoujo Cosette,760,3880,7.88,8819,27513,253,TV,52,Finished Airing,Winter,2007,['add some'],['add some'],['Nippon Animation'],N/A,Historical,N/A
10,Megalo Box,761,409,7.88,256592,481105,3357,TV,13,Finished Airing,Spring,2018,"['TBS', 'Kodansha', 'Bandai Namco Arts', 'TMS Music']",['VIZ Media'],['TMS Entertainment'],"['Sci-Fi', 'Sports']",Combat Sports,N/A
11,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,762,3372,7.88,19227,36461,25,Special,1,Finished Airing,N/A,2017,['add some'],['Funimation'],['Toei Animation'],"['Action', 'Adventure', 'Fantasy']",N/A,Shounen
12,Sekaiichi Hatsukoi OVA,763,2374,7.88,36257,68673,126,OVA,2,Finished Airing,N/A,2011,['Kadokawa Shoten'],['Funimation'],['Studio Deen'],"['Boys Love', 'Comedy', 'Drama', 'Romance']",N/A,N/A
13,Space☆Dandy,764,636,7.88,144837,334683,5146,TV,13,Finished Airing,Winter,2014,"['Bandai Visual', 'flying DOG', 'Bandai Namco Entertainment']",['Funimation'],['Bones'],"['Comedy', 'Sci-Fi']","['Adult Cast', 'Space']",N/A
14,Terra e... (TV),765,2583,7.88,18196,59841,844,TV,24,Finished Airing,Spring,2007,"['Aniplex', 'Mainichi Broadcasting System', 'SKY Perfect Well Think']",['Bandai Entertainment'],"['Tokyo Kids', 'Minami Machi Bugyousho']","['Action', 'Drama', 'Sci-Fi']","['Military', 'Space']",Shounen
