,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
10,Magi: Sinbad no Bouken,911,1555,7.8,59643,127973,234,OVA,5,Finished Airing,N/A,2014,"['Aniplex', 'Shogakukan']",['add some'],['Lay-duce'],"['Action', 'Adventure', 'Fantasy']",N/A,Shounen
11,Nodame Cantabile: Finale - Mine to Kiyora no Saikai,912,3089,7.8,21919,42690,35,Special,1,Finished Airing,N/A,2010,['add some'],['add some'],['J.C.Staff'],"['Comedy', 'Romance']","['Adult Cast', 'Music']",Josei
12,Psycho-Pass 3: First Inspector,913,2075,7.8,34406,86064,148,ONA,3,Finished Airing,N/A,2020,"['Dentsu', 'Fuji TV', 'Nitroplus', 'Sony Music Entertainment', 'TOHO animation', 'MAGNET']",['add some'],['Production I.G'],"['Action', 'Mystery', 'Sci-Fi']","['Adult Cast', 'Detective', 'Psychological']",N/A
13,Saint☆Oniisan (Movie),914,2006,7.8,41459,90694,448,Movie,1,Finished Airing,N/A,2013,"['Aniplex', 'Kodansha', 'Toho']",['add some'],['A-1 Pictures'],"['Comedy', 'Slice of Life']",N/A,Seinen
14,Seikai no Senki II,915,4231,7.8,11417,22815,115,TV,10,Finished Airing,Summer,2001,"['Bandai Visual', 'WOWOW']","['Funimation', 'Bandai Entertainment']",['Sunrise'],"['Action', 'Romance', 'Sci-Fi']","['Military', 'Space']",N/A
15,City Hunter 3,916,4482,7.8,8390,20049,47,TV,13,Finished Airing,Fall,1989,['add some'],"['ADV Films', 'Discotek Media']",['Sunrise'],"['Action', 'Comedy', 'Mystery']",N/A,Shounen
16,Date A Live IV,917,992,7.8,64827,218766,3235,TV,12,Finished Airing,Spring,2022,"['AT-X', 'Nippon Columbia', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa']",['Crunchyroll'],['Geek Toys'],"['Comedy', 'Romance', 'Sci-Fi']",Harem,N/A
17,Detective Conan Movie 07: Crossroad in the Ancient Capital,918,2869,7.8,29114,49056,33,Movie,1,Finished Airing,N/A,2003,['add some'],['add some'],['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
18,Emiya-san Chi no Kyou no Gohan,919,1616,7.8,54353,122444,688,ONA,13,Finished Airing,N/A,2018,"['Aniplex', 'Kadokawa']",['Aniplex of America'],['ufotable'],"['Comedy', 'Gourmet', 'Slice of Life']",Iyashikei,N/A
19,Hibike! Euphonium Movie 2: Todoketai Melody,920,3872,7.8,7030,27612,29,Movie,1,Finished Airing,N/A,2017,"['Lantis', 'Shochiku', 'Pony Canyon']",['Eleven Arts'],['Kyoto Animation'],N/A,"['Music', 'Performing Arts', 'School']",N/A
20,Hidamari Sketch x ☆☆☆ Specials,921,5111,7.8,7159,14381,9,Special,2,Finished Airing,N/A,2010,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Sentai Filmworks'],['Shaft'],"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",N/A
21,I'm Your Treasure Box: Anata wa Marine Senchou wo Takarabako kara Mitsuketa.,922,9748,7.8,1486,2542,29,Music,1,Finished Airing,N/A,2022,['Hololive Production'],['add some'],['add some'],N/A,Music,N/A
22,InuYasha Movie 3: Tenka Hadou no Ken,923,1924,7.8,51773,97000,204,Movie,1,Finished Airing,N/A,2003,['Kyoto Animation'],['VIZ Media'],['Sunrise'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Supernatural']","['Historical', 'Mythology', 'Time Travel']",Shounen
23,Jormungand,924,624,7.8,144850,339977,2898,TV,12,Finished Airing,Spring,2012,"['Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions']",['Funimation'],['White Fox'],"['Action', 'Adventure']",Organized Crime,Seinen
24,Kekkai Sensen & Beyond,925,494,7.8,184589,410718,1588,TV,12,Finished Airing,Fall,2017,"['Nihon Ad Systems', 'Mainichi Broadcasting System', 'TOHO animation', 'Shueisha']",['Funimation'],['Bones'],"['Action', 'Comedy', 'Fantasy', 'Supernatural']","['Super Power', 'Vampire']",Shounen
25,Wolf's Rain,926,680,7.8,128577,315538,5596,TV,26,Finished Airing,Winter,2003,"['Bandai Visual', 'Asatsu DK', 'Fuji TV']","['Funimation', 'Bandai Entertainment']",['Bones'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",N/A,N/A
26,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,927,5185,7.8,5093,13818,24,Movie,1,Finished Airing,N/A,2017,['Pony Canyon'],['add some'],['Studio Gokumi'],"['Drama', 'Fantasy', 'Slice of Life']",Mahou Shoujo,N/A
27,Macross F Movie 1: Itsuwari no Utahime,928,3725,7.79,15389,29954,56,Movie,1,Finished Airing,N/A,2009,['add some'],['add some'],"['Satelight', '8bit']","['Action', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",N/A
28,New Initial D Movie: Legend 2 - Tousou,929,3879,7.79,13387,27527,47,Movie,1,Finished Airing,N/A,2015,"['Shochiku', 'Kodansha', 'Ultra Super Pictures', 'Avex Pictures', 'Sammy']",['Sentai Filmworks'],"['SANZIGEN', 'LIDENFILMS']",N/A,Racing,Seinen
29,Ojamajo Doremi Na-i-sho,930,5929,7.79,4406,9974,85,OVA,13,Finished Airing,N/A,2004,['add some'],['add some'],['Toei Animation'],"['Comedy', 'Fantasy']",N/A,Shoujo
30,Saiyuuki Gaiden,931,5298,7.79,4328,13174,70,OVA,3,Finished Airing,N/A,2011,['add some'],['Sentai Filmworks'],['Anpro'],"['Action', 'Adventure', 'Drama', 'Fantasy']",Mythology,N/A
31,Shadows House,932,982,7.79,87234,220381,1733,TV,13,Finished Airing,Spring,2021,"['Aniplex', 'WOWOW', 'Tokyo MX', 'Shueisha', 'BS Asahi']",['Funimation'],['CloverWorks'],"['Fantasy', 'Mystery']",N/A,Seinen
32,Shin Kidou Senki Gundam Wing: Endless Waltz Special,933,2641,7.79,34870,57385,182,Movie,1,Finished Airing,N/A,1998,"['Bandai Visual', 'Sotsu']",['Bandai Entertainment'],['Sunrise'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",N/A
33,Taishou Otome Otogibanashi,934,1621,7.79,50522,121932,988,TV,12,Finished Airing,Fall,2021,"['Pony Canyon', 'Bit grooove promotion']",['Funimation'],['SynergySP'],"['Comedy', 'Drama', 'Romance']",Historical,Shounen
34,The Last: Naruto the Movie,935,345,7.79,375457,562248,2051,Movie,1,Finished Airing,N/A,2014,"['TV Tokyo', 'Shueisha']",['VIZ Media'],['Pierrot'],"['Action', 'Adventure', 'Fantasy', 'Romance']",N/A,Shounen
35,Tokyo Ghoul,936,9,7.79,1757800,2647771,48514,TV,12,Finished Airing,Summer,2014,"['Marvelous AQL', 'TC Entertainment', 'Shueisha']",['Funimation'],['Pierrot'],"['Action', 'Fantasy', 'Horror']","['Gore', 'Psychological']",Seinen
36,"Ame wo Matsu,",937,7577,7.79,3302,5401,18,Music,1,Finished Airing,N/A,2020,['Warner Music Japan'],['add some'],['add some'],N/A,Music,N/A
37,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",938,849,7.79,164017,255517,570,Special,1,Finished Airing,N/A,2009,['Animation Do'],['Sentai Filmworks'],['Kyoto Animation'],"['Drama', 'Romance']",School,N/A
38,Coquelicot-zaka kara,939,1154,7.79,108476,184640,1075,Movie,1,Finished Airing,N/A,2011,['Nippon Television Network'],['GKIDS'],['Studio Ghibli'],"['Award Winning', 'Romance']","['Historical', 'School']",Shoujo
39,Detective Conan Movie 09: Strategy Above the Depths,940,2929,7.79,27394,47017,22,Movie,1,Finished Airing,N/A,2005,['add some'],['add some'],['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
40,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,941,4047,7.79,7150,25172,427,OVA,7,Finished Airing,N/A,1992,['Bandai Visual'],"['Media Blasters', 'Discotek Media', 'NYAV Post', 'Manga Entertainment']",['Phoenix Entertainment'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Super Power']",Shounen
41,Ginga Tetsudou 999,942,3473,7.79,6501,34376,424,TV,113,Finished Airing,Fall,1978,['Fuji TV'],['Discotek Media'],['Toei Animation'],"['Adventure', 'Drama', 'Sci-Fi']",Space,N/A
42,Gochuumon wa Usagi desu ka?? Dear My Sister,943,3225,7.79,16306,39546,125,Movie,1,Finished Airing,N/A,2017,['Showgate'],['add some'],['production doA'],N/A,"['CGDCT', 'Iyashikei', 'Workplace']",N/A
43,Innocence,944,1364,7.79,83919,154145,959,Movie,1,Finished Airing,N/A,2004,"['Bandai Visual', 'Dentsu', 'Kodansha', 'd-rights', 'Tokuma Shoten', 'Nippon Television Network']","['Funimation', 'Bandai Entertainment', 'DreamWorks']",['Production I.G'],"['Award Winning', 'Sci-Fi']","['Adult Cast', 'Detective', 'Mecha', 'Military', 'Psychological']",N/A
44,Jungle wa Itsumo Hare nochi Guu Deluxe,945,5460,7.79,6618,12114,22,OVA,6,Finished Airing,N/A,2002,['Bandai Visual'],"['Funimation', 'AN Entertainment']",['Shin-Ei Animation'],"['Comedy', 'Slice of Life']",Gag Humor,Shounen
45,Break Blade Movie 3: Kyoujin no Ato,946,2624,7.78,35322,57937,27,Movie,1,Finished Airing,N/A,2010,['KlockWorx'],['Sentai Filmworks'],"['Production I.G', 'Xebec']","['Action', 'Fantasy']","['Adult Cast', 'Mecha', 'Military']",Shounen
46,Chuan Shu Zijiu Zhinan,947,4830,7.78,8134,16756,454,ONA,10,Finished Airing,N/A,2020,"['Tencent Penguin Pictures', 'iQIYI']",['add some'],['Djinn Power'],"['Drama', 'Supernatural']","['Historical', 'Isekai', 'Mythology']",N/A
47,Code Geass: Hangyaku no Lelouch R2 Special Edition - Zero Requiem,948,2932,7.78,17562,46940,81,OVA,1,Finished Airing,N/A,2009,['add some'],['add some'],['Sunrise'],N/A,"['Mecha', 'Military', 'Super Power']",N/A
48,Detective Conan Movie 12: Full Score of Fear,949,3014,7.78,25865,44717,20,Movie,1,Finished Airing,N/A,2008,"['Shogakukan-Shueisha Productions', 'Tokyo Movie Shinsha', 'Big Bang']",['add some'],['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
49,Digimon Adventure: Bokura no War Game!,950,2265,7.78,46391,74605,304,Movie,1,Finished Airing,N/A,2000,['add some'],['Saban Entertainment'],['Toei Animation'],"['Adventure', 'Comedy', 'Sci-Fi']",N/A,Kids
