,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
19,Drifters,720,367,7.9,257624,532149,3817,TV,12,Finished Airing,Fall,2016,"['Hoods Entertainment', 'NBCUniversal Entertainment Japan', 'Shounen Gahousha']",['Funimation'],['Hoods Drifters Studio'],"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Adult Cast', 'Historical', 'Isekai', 'Samurai']",Seinen
20,Ergo Proxy,721,315,7.9,226747,608018,12731,TV,23,Finished Airing,Winter,2006,"['Geneon Universal Entertainment', 'WOWOW', 'Sakura Create']","['Funimation', 'Geneon Entertainment USA']",['Manglobe'],"['Mystery', 'Sci-Fi']",Psychological,N/A
21,Gakuen Babysitters,722,697,7.9,155329,309153,2944,TV,12,Finished Airing,Winter,2018,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Hakusensha', 'Banpresto', 'Marui Group']",['add some'],"[""Brain's Base""]",N/A,"['Childcare', 'Iyashikei', 'School']",Shoujo
22,Ginga Sengoku Gunyuuden Rai,723,5060,7.9,4891,14718,80,TV,52,Finished Airing,Spring,1994,"['TV Tokyo', 'SoftX']",['Enoki Films'],['E&G Films'],"['Adventure', 'Romance', 'Sci-Fi']",Space,Shounen
23,Hidamari Sketch x ☆☆☆,724,3936,7.9,12484,26525,151,TV,12,Finished Airing,Winter,2010,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Sentai Filmworks'],['Shaft'],"['Comedy', 'Slice of Life']","['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",N/A
24,Ie Naki Ko Remy,725,4534,7.9,8336,19535,109,TV,23,Finished Airing,Fall,1996,['Fuji TV'],['add some'],['Nippon Animation'],"['Adventure', 'Drama', 'Slice of Life']",Historical,N/A
25,JoJo no Kimyou na Bouken (TV),726,61,7.9,987068,1531303,35210,TV,26,Finished Airing,Fall,2012,"['Yomiko Advertising', 'Warner Bros. Japan', 'Kamikaze Douga', 'KlockWorx', 'Shueisha']","['VIZ Media', 'Warner Bros. Pictures']",['David Production'],"['Action', 'Adventure', 'Supernatural']",Vampire,Shounen
26,Jormungand: Perfect Order,727,1173,7.9,99643,182110,701,TV,12,Finished Airing,Fall,2012,"['Geneon Universal Entertainment', 'Shogakukan-Shueisha Productions']",['Funimation'],['White Fox'],"['Action', 'Adventure']",Organized Crime,Seinen
27,Kotonoha no Niwa,728,193,7.9,487444,806848,6669,Movie,1,Finished Airing,N/A,2013,"['The Answer Studio', 'TOHO animation']",['Sentai Filmworks'],['CoMix Wave Films'],"['Award Winning', 'Drama', 'Romance']",Visual Arts,N/A
28,Lupin III (2015),729,2413,7.9,21389,67282,432,TV,24,Finished Airing,Fall,2015,"['TMS Entertainment', 'TMS Music']",['Discotek Media'],['Telecom Animation Film'],"['Action', 'Adventure', 'Comedy', 'Mystery']",Adult Cast,Seinen
29,Macross,730,1846,7.9,34846,102910,1662,TV,36,Finished Airing,Fall,1982,"['Artland', 'Mainichi Broadcasting System', 'Studio Nue', 'Anime Friend', 'Harmony Gold']","['ADV Films', 'AnimEigo']",['Tatsunoko Production'],"['Action', 'Romance', 'Sci-Fi']","['Mecha', 'Military', 'Music', 'Space']",N/A
30,One Piece Film: Gold,731,1114,7.9,115232,192783,360,Movie,1,Finished Airing,N/A,2016,['add some'],['Funimation'],['Toei Animation'],"['Action', 'Adventure', 'Fantasy']",N/A,Shounen
31,Sakigake!! Cromartie Koukou,732,1515,7.9,52186,132586,1575,TV,26,Finished Airing,Fall,2003,['TV Tokyo Music'],"['ADV Films', 'Sentai Filmworks', 'Discotek Media']",['Production I.G'],N/A,"['Delinquents', 'Gag Humor', 'School']",Shounen
32,Shirokuma Cafe,733,2013,7.9,22450,90298,910,TV,50,Finished Airing,Spring,2012,"['TV Tokyo', 'Avex Entertainment']",['add some'],['Pierrot'],"['Comedy', 'Slice of Life']","['Anthropomorphic', 'Gag Humor', 'Iyashikei', 'Workplace']",Josei
33,Tonikaku Kawaii,734,277,7.9,371264,659712,9558,TV,12,Finished Airing,Fall,2020,"['Shogakukan-Shueisha Productions', 'Warner Bros. Japan', 'KlockWorx', 'Shogakukan', 'Crunchyroll SC Anime Fund']",['Crunchyroll'],['Seven Arcs'],"['Comedy', 'Romance']",N/A,Shounen
34,Umibe no Étranger,735,1378,7.9,73339,151488,2517,Movie,1,Finished Airing,N/A,2020,"['Shochiku', 'Half H.P Studio', 'Blue Lynx']",['Funimation'],['Studio Hibari'],"['Boys Love', 'Romance']",N/A,N/A
35,Ushio to Tora (TV) 2nd Season,736,1566,7.9,63543,126922,307,TV,13,Finished Airing,Spring,2016,"['Sotsu', 'Showgate', 'Tokuma Japan Communications', 'Daiichi Shokai']",['Sentai Filmworks'],"['MAPPA', 'Studio VOLN']","['Action', 'Adventure', 'Comedy', 'Supernatural']",Mythology,Shounen
36,Yagate Kimi ni Naru,737,691,7.9,129274,312090,5791,TV,13,Finished Airing,Fall,2018,"['AT-X', 'Sony Music Communications', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa']",['Sentai Filmworks'],['TROYCA'],"['Drama', 'Girls Love', 'Romance']",School,N/A
37,Yuri!!! on Ice,738,186,7.9,502179,834374,19933,TV,12,Finished Airing,Fall,2016,"['Dentsu', 'TV Asahi', 'Movic', 'Avex Pictures', 'CIC', 'Cygames']","['Funimation', 'Crunchyroll']",['MAPPA'],"['Award Winning', 'Sports']",Performing Arts,N/A
38,Zoku Sayonara Zetsubou Sensei,739,1557,7.9,57807,127811,495,TV,13,Finished Airing,Winter,2008,['Starchild Records'],['add some'],['Shaft'],N/A,"['Gag Humor', 'Parody', 'School']",Shounen
39,Aria the Avvenire,740,3971,7.89,10196,26098,103,Special,3,Finished Airing,N/A,2015,['Shochiku'],['Nozomi Entertainment'],['TYO Animations'],"['Fantasy', 'Sci-Fi', 'Slice of Life']",Iyashikei,Shounen
40,Code Geass: Hangyaku no Lelouch I - Koudou,741,1958,7.89,35553,94309,180,Movie,1,Finished Airing,N/A,2017,['add some'],['Funimation'],['Sunrise'],"['Action', 'Sci-Fi']","['Mecha', 'Military', 'School', 'Super Power']",N/A
41,Dance Dance Danseur,742,2276,7.89,28467,73970,600,TV,11,Finished Airing,Spring,2022,"['Mainichi Broadcasting System', 'Shogakukan', 'dugout', 'DMM Music', 'Creek']",['add some'],['MAPPA'],N/A,Performing Arts,Seinen
42,Death Billiards,743,944,7.89,132309,229739,326,Movie,1,Finished Airing,N/A,2013,['add some'],['Funimation'],['Madhouse'],"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",N/A
43,Dramaturgy,744,7421,7.89,3654,5692,34,Music,1,Finished Airing,N/A,2017,['add some'],['add some'],['add some'],N/A,Music,N/A
44,ef: A Tale of Memories.,745,874,7.89,105382,248042,2745,TV,12,Finished Airing,Fall,2007,['Rondo Robe'],['Sentai Filmworks'],['Shaft'],"['Drama', 'Mystery', 'Romance']",N/A,N/A
45,Free! Eternal Summer: Kindan no All Hard!,746,2007,7.89,44167,90626,196,Special,1,Finished Airing,N/A,2015,['add some'],['Funimation'],"['Kyoto Animation', 'Animation Do']","['Comedy', 'Slice of Life']",School,N/A
46,Higurashi no Naku Koro ni,747,221,7.89,378091,769346,20511,TV,26,Finished Airing,Spring,2006,"['Geneon Universal Entertainment', 'Frontier Works', 'Sotsu', 'DAX Production']","['Sentai Filmworks', 'Geneon Entertainment USA']",['Studio Deen'],"['Horror', 'Mystery', 'Supernatural', 'Suspense']","['Gore', 'Psychological']",N/A
47,Initial D Third Stage,748,1306,7.89,101280,162636,608,Movie,1,Finished Airing,N/A,2001,['OB Planning'],['Funimation'],['Studio Deen'],"['Action', 'Drama', 'Romance']",Racing,Seinen
48,Jigoku Shoujo Futakomori,749,1354,7.89,65847,155635,687,TV,26,Finished Airing,Fall,2006,"['Aniplex', 'SKY Perfect Well Think']",['Sentai Filmworks'],['Studio Deen'],"['Horror', 'Mystery', 'Supernatural']",Psychological,N/A
49,Karigurashi no Arrietty,750,660,7.89,201771,320462,1060,Movie,1,Finished Airing,N/A,2010,['add some'],['Disney Platform Distribution'],['Studio Ghibli'],"['Award Winning', 'Fantasy']",N/A,N/A
