,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
11,Kodomo no Omocha (TV),512,2498,8.06,25839,63343,1271,TV,102,Finished Airing,Spring,1996,"['TV Tokyo', 'Nihon Ad Systems', 'Pony Canyon']","['Funimation', 'Discotek Media']",['Gallop'],"['Comedy', 'Drama', 'Romance']","['Love Polygon', 'Showbiz']",Shoujo
12,Koukyoushihen Eureka Seven,513,480,8.06,178131,422680,8964,TV,50,Finished Airing,Spring,2005,"['Aniplex', 'Bandai Visual', 'Kadokawa Shoten', 'Mainichi Broadcasting System', 'Bandai', 'Ashi Productions', 'Sony Music Entertainment', 'Bandai Namco Games', 'Hakuhodo DY Media Partners', 'Bandai Channel', 'USEN']","['Funimation', 'Bandai Entertainment']",['Bones'],"['Adventure', 'Drama', 'Romance', 'Sci-Fi']",Mecha,N/A
13,Mahoutsukai no Yome,514,182,8.06,351461,844157,10969,TV,24,Finished Airing,Fall,2017,"['Production I.G', 'Shochiku', 'flying DOG', 'Mag Garden']",['Funimation'],['Wit Studio'],"['Fantasy', 'Supernatural']",Mythology,Shounen
14,Omoide no Marnie,515,798,8.06,149341,273379,2426,Movie,1,Finished Airing,N/A,2014,"['Dentsu', 'Toho', 'Disney Platform Distribution', 'Nippon Television Network']",['GKIDS'],['Studio Ghibli'],"['Drama', 'Mystery']",Psychological,N/A
15,Quanzhi Gaoshou: Dianfeng Rongyao,516,2960,8.06,21331,46124,125,Movie,1,Finished Airing,N/A,2019,"['bilibili', 'China Literature Limited', 'Colored Pencil Animation Japan']",['add some'],['Colored Pencil Animation'],N/A,Video Game,N/A
16,Shijou Saikyou no Deshi Kenichi,517,747,8.06,151861,289264,3434,TV,50,Finished Airing,Fall,2006,"['TV Tokyo', 'Tokyo Movie Shinsha', 'Shogakukan']","['Funimation', 'Discotek Media']",['TMS Entertainment'],"['Action', 'Comedy']","['Martial Arts', 'School']",Shounen
17,Kyou kara Ore wa!!,518,3614,8.05,10156,31533,388,OVA,10,Finished Airing,N/A,1993,['add some'],['add some'],['Pierrot'],N/A,Delinquents,Shounen
18,xxxHOLiC Shunmuki,519,2406,8.05,32778,67565,100,OVA,2,Finished Airing,N/A,2009,['Kodansha'],['add some'],['Production I.G'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']",Psychological,Seinen
19,Boku no Hero Academia 3rd Season,520,26,8.05,1343638,2036847,12763,TV,25,Finished Airing,Spring,2018,"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Funimation'],['Bones'],N/A,"['School', 'Super Power']",Shounen
20,Dennou Coil,521,1443,8.05,42110,141156,1605,TV,26,Finished Airing,Spring,2007,"['Bandai Visual', 'NHK', 'Tokuma Shoten']",['Maiden Japan'],['Madhouse'],"['Adventure', 'Award Winning', 'Drama', 'Mystery', 'Sci-Fi']",N/A,N/A
21,Fate/stay night: Unlimited Blade Works Prologue,522,705,8.05,189263,304165,435,Special,1,Finished Airing,N/A,2014,"['Aniplex', 'Notes']",['Aniplex of America'],['ufotable'],"['Action', 'Fantasy', 'Supernatural']",N/A,N/A
22,Ginga Eiyuu Densetsu Gaiden (1999),523,4571,8.05,7075,19141,25,OVA,28,Finished Airing,N/A,1999,"['Tokuma Shoten', 'Tokuma Japan', 'Wright Staff']",['Sentai Filmworks'],['K-Factory'],"['Action', 'Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",N/A
23,Glass no Kamen (2005),524,3319,8.05,11971,37453,496,TV,51,Finished Airing,Spring,2005,"['TMS Entertainment', 'MediaNet']",['Sentai Filmworks'],['Tokyo Movie Shinsha'],N/A,"['Performing Arts', 'Showbiz']",Shoujo
24,Kidou Senshi Gundam: Tekketsu no Orphans,525,967,8.05,113679,223214,2991,TV,25,Finished Airing,Fall,2015,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Funimation'],['Sunrise'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Space']",N/A
25,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,526,6790,8.04,2583,7098,59,Movie,1,Finished Airing,N/A,2021,['add some'],['add some'],['SANZIGEN'],N/A,Music,N/A
26,Detective Conan Movie 10: Requiem of the Detectives,527,2751,8.04,30713,52886,46,Movie,1,Finished Airing,N/A,2006,['add some'],['add some'],['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
27,Kill la Kill,528,51,8.04,903916,1631202,36431,TV,24,Finished Airing,Fall,2013,"['Aniplex', 'Dentsu', 'Kadokawa Shoten', 'Mainichi Broadcasting System', 'Movic', 'Ultra Super Pictures', 'Lucent Pictures Entertainment']",['Aniplex of America'],['Trigger'],"['Action', 'Comedy', 'Ecchi']","['School', 'Super Power']",N/A
28,Paprika,529,400,8.04,248364,494868,4177,Movie,1,Finished Airing,N/A,2006,"['Sony Pictures Entertainment', 'Cyclone Graphics']",['add some'],['Madhouse'],"['Avant Garde', 'Award Winning', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Psychological']",N/A
29,Saint Seiya: Meiou Hades Juuni Kyuu-hen,530,2714,8.04,33777,54396,353,OVA,13,Finished Airing,N/A,2002,['add some'],['add some'],['Toei Animation'],"['Adventure', 'Sci-Fi']",N/A,Shounen
30,Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,531,618,8.03,208016,342204,706,OVA,1,Finished Airing,N/A,2017,['add some'],['Discotek Media'],['Studio Deen'],"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",N/A
31,Lovely★Complex,532,352,8.03,276767,554455,9617,TV,24,Finished Airing,Spring,2007,"['TBS', 'TAP', 'Sony Music Entertainment', 'Shueisha', 'Nichion']",['Discotek Media'],['Toei Animation'],"['Comedy', 'Romance']",School,Shoujo
32,Saiunkoku Monogatari 2nd Season,533,3228,8.03,17441,39511,199,TV,39,Finished Airing,Spring,2007,"['NHK', 'Sogo Vision']",['add some'],['Madhouse'],"['Adventure', 'Fantasy', 'Romance']","['Historical', 'Reverse Harem']",Shoujo
33,SK∞,534,393,8.03,252637,503347,12158,TV,12,Finished Airing,Winter,2021,"['Aniplex', 'Movic', 'ABC Animation']",['Aniplex of America'],['Bones'],N/A,Racing,N/A
34,Summer Wars,535,397,8.03,284456,499402,3810,Movie,1,Finished Airing,N/A,2009,"['VAP', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Warner Bros. Japan', 'Nippon Television Network']",['Funimation'],['Madhouse'],"['Award Winning', 'Comedy', 'Sci-Fi']",N/A,N/A
35,Tokyo Revengers,536,119,8.03,599105,1105509,24550,TV,24,Finished Airing,Spring,2021,"['Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'AT-X', 'Ultra Super Pictures', 'Studio Mausu', 'Sammy']",['add some'],['LIDENFILMS'],"['Action', 'Drama', 'Supernatural']","['Delinquents', 'Time Travel']",Shounen
36,Akatsuki no Yona,537,199,8.03,390630,798149,15220,TV,24,Finished Airing,Fall,2014,"['VAP', 'Hakusensha', 'AT-X', 'Delfi Sound', 'Marvelous AQL', 'Tokyo MX', 'Age Global Networks', 'Docomo Anime Store', 'Top-Insight International']",['Funimation'],['Pierrot'],"['Action', 'Adventure', 'Fantasy', 'Romance']",N/A,Shoujo
37,BanG Dream! 3rd Season,538,3530,8.03,14652,33014,567,TV,13,Finished Airing,Winter,2020,"['Ultra Super Pictures', 'Bushiroad', 'Tokyo MX', 'Good Smile Company', 'HoriPro International', 'Cloud22']",['Sentai Filmworks'],['SANZIGEN'],N/A,Music,N/A
38,Black Lagoon,539,152,8.03,460705,937574,17185,TV,12,Finished Airing,Spring,2006,"['Geneon Universal Entertainment', 'Shogakukan']","['Funimation', 'Geneon Entertainment USA']",['Madhouse'],N/A,"['Adult Cast', 'Organized Crime']",Seinen
39,Detective Conan Movie 03: The Last Wizard of the Century,540,2522,8.03,37867,62305,72,Movie,1,Finished Airing,N/A,1999,['add some'],['Funimation'],['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
40,Detective Conan Movie 04: Captured in Her Eyes,541,2607,8.03,35322,58784,95,Movie,1,Finished Airing,N/A,2000,['Polygram Japan'],['Funimation'],['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
41,FLCL,542,218,8.03,411117,771653,28336,OVA,6,Finished Airing,N/A,2000,"['Starchild Records', 'GANSIS']","['Funimation', 'Synch-Point']","['Gainax', 'Production I.G']","['Action', 'Avant Garde', 'Comedy', 'Sci-Fi']","['Mecha', 'Parody', 'Psychological']",N/A
42,Full Metal Panic? Fumoffu,543,755,8.03,170311,286040,2896,TV,12,Finished Airing,Summer,2003,"['Tatsunoko Production', 'Kadokawa Shoten', 'Fuji TV', 'Imagica', 'Rakuonsha', 'Kadokawa Pictures Japan', 'KlockWorx', 'Happinet Pictures', 'Animation Do']","['ADV Films', 'Funimation']",['Kyoto Animation'],"['Action', 'Comedy']","['Gag Humor', 'School']",N/A
43,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,544,3932,8.03,12492,26604,56,Movie,4,Finished Airing,N/A,2019,['Shochiku'],['add some'],['Production I.G'],"['Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",N/A
44,Golden Boy,545,581,8.03,196338,360948,5341,OVA,6,Finished Airing,N/A,1995,"['KSS', 'Shueisha']","['ADV Films', 'Media Blasters', 'Discotek Media']",['APPP'],"['Adventure', 'Comedy', 'Ecchi']","['Adult Cast', 'Gag Humor', 'Workplace']",Seinen
45,Haikyuu!! Movie 2: Shousha to Haisha,546,2106,8.03,30883,83758,87,Movie,1,Finished Airing,N/A,2015,['add some'],['add some'],['Production I.G'],N/A,"['School', 'Team Sports']",Shounen
46,Juuni Kokuki,547,1453,8.03,43420,140336,2370,TV,45,Finished Airing,Spring,2002,"['NHK', 'Sogo Vision']","['Media Blasters', 'Discotek Media']",['Pierrot'],"['Action', 'Adventure', 'Fantasy']",Isekai,N/A
47,Kamisama Hajimemashita OVA,548,1619,8.03,63371,121912,404,OVA,2,Finished Airing,N/A,2013,['add some'],['add some'],['TMS Entertainment'],"['Comedy', 'Fantasy', 'Romance']",Mythology,Shoujo
48,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,549,993,8.03,133235,218516,655,Movie,1,Finished Airing,N/A,2008,['Notes'],['Aniplex of America'],['ufotable'],"['Action', 'Drama', 'Mystery', 'Supernatural', 'Suspense']",N/A,N/A
49,Uma Musume: Pretty Derby Season 2,550,3100,8.03,17479,42497,668,TV,13,Finished Airing,Winter,2021,"['TOHO animation', 'Cygames']",['add some'],['Studio Kai'],N/A,Anthropomorphic,N/A
