,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
11,xxxHOLiC Movie: Manatsu no Yoru no Yume,662,2495,7.94,32847,63601,118,Movie,1,Finished Airing,N/A,2005,"['Shochiku', 'Kodansha', 'Movic']",['Funimation'],['Production I.G'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']",Psychological,Seinen
12,Yowamushi Pedal,663,968,7.94,111277,222933,2276,TV,38,Finished Airing,Fall,2013,"['TV Tokyo', 'MediaNet', 'TOHO animation', 'Akita Shoten']",['Discotek Media'],['TMS Entertainment'],N/A,Racing,Shounen
13,5-toubun no Hanayome Movie,664,1177,7.94,59210,181799,2544,Movie,1,Finished Airing,N/A,2022,"['Pony Canyon', 'Kodansha', 'Nichion']",['Crunchyroll'],['Bibury Animation Studios'],"['Comedy', 'Romance']","['Harem', 'School']",Shounen
14,Bishoujo Senshi Sailor Moon: Sailor Stars,665,1803,7.94,53921,107051,1172,TV,34,Finished Airing,Spring,1996,"['TV Asahi', 'Toei Advertising']",['VIZ Media'],['Toei Animation'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Mahou Shoujo,Shoujo
15,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",666,728,7.94,197346,296229,843,Special,1,Finished Airing,N/A,2008,['Pony Canyon'],['Sentai Filmworks'],['Kyoto Animation'],"['Drama', 'Romance']",School,N/A
16,Doupo Cangqiong 4th Season,667,7360,7.94,2810,5784,87,ONA,24,Finished Airing,N/A,2021,['Tencent Penguin Pictures'],['add some'],['Motion Magic'],"['Action', 'Adventure', 'Fantasy', 'Romance', 'Supernatural']","['Martial Arts', 'Mythology']",N/A
17,Fate/Grand Order: Zettai Majuu Sensen Babylonia,668,836,7.94,120826,257626,2424,TV,21,Finished Airing,Fall,2019,"['Aniplex', 'Notes', 'Delightworks']",['Aniplex of America'],['CloverWorks'],"['Action', 'Fantasy', 'Supernatural']",Isekai,N/A
18,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,669,2019,7.94,42586,89827,373,Movie,1,Finished Airing,N/A,2017,['add some'],['Sentai Filmworks'],['SILVER LINK.'],"['Action', 'Fantasy']",N/A,N/A
19,Full Moon wo Sagashite,670,1824,7.94,46355,105007,1759,TV,52,Finished Airing,Spring,2002,['Nihon Ad Systems'],['VIZ Media'],['Studio Deen'],"['Comedy', 'Drama', 'Romance', 'Supernatural']",Music,Shoujo
20,Kidou Senshi Gundam Thunderbolt,671,2779,7.94,25763,51776,373,ONA,4,Finished Airing,N/A,2015,['add some'],['add some'],['Sunrise'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",N/A
21,Kindaichi Shounen no Jikenbo,672,3807,7.94,7152,28578,225,TV,148,Finished Airing,Spring,1997,"['Dentsu', 'Yomiuri Telecasting']",['add some'],['Toei Animation'],N/A,N/A,Shounen
22,Kingdom,673,1081,7.94,68392,199771,1609,TV,38,Finished Airing,Summer,2012,"['NHK', 'Sogo Vision']",['Funimation'],['Pierrot'],N/A,"['Historical', 'Military']",Seinen
23,Full Metal Panic! The Second Raid,674,854,7.93,144685,252922,1257,TV,13,Finished Airing,Summer,2005,"['WOWOW', 'Kadokawa Shoten', 'KlockWorx', 'Happinet Pictures']","['ADV Films', 'Funimation', 'Kadokawa Pictures USA']",['Kyoto Animation'],N/A,"['Mecha', 'Military']",N/A
24,Gochuumon wa Usagi desu ka? Bloom,675,2615,7.93,20221,58223,455,TV,12,Finished Airing,Fall,2020,['add some'],['Sentai Filmworks'],['Encourage Films'],N/A,"['CGDCT', 'Iyashikei', 'Workplace']",N/A
25,Hanamonogatari,676,497,7.93,229362,408728,1069,TV,5,Finished Airing,Summer,2014,"['Aniplex', 'Kodansha']",['Aniplex of America'],['Shaft'],"['Comedy', 'Mystery', 'Supernatural']",N/A,N/A
26,Kidou Senshi Gundam Thunderbolt: December Sky,677,4345,7.93,11538,21431,168,Movie,1,Finished Airing,N/A,2016,['add some'],['NYAV Post'],['Sunrise'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",N/A
27,Kidou Senshi Gundam: Suisei no Majo,678,1866,7.93,41339,100663,815,TV,12,Finished Airing,Fall,2022,"['Sotsu', 'Mainichi Broadcasting System', 'Bandai Namco Filmworks']",['add some'],['Sunrise'],"['Action', 'Sci-Fi']","['Mecha', 'School', 'Space']",N/A
28,Kimi to Boku. 2,679,2092,7.93,40630,85354,370,TV,13,Finished Airing,Spring,2012,"['TV Tokyo', 'Aniplex', 'Square Enix', 'Nihon Ad Systems', 'Movic']",['add some'],['J.C.Staff'],"['Comedy', 'Drama', 'Romance', 'Slice of Life']","['Iyashikei', 'School']",Shounen
29,Log Horizon,680,124,7.93,554768,1065027,10079,TV,25,Finished Airing,Fall,2013,['NHK'],"['Funimation', 'Sentai Filmworks']",['Satelight'],"['Action', 'Adventure', 'Fantasy']","['Adult Cast', 'Video Game']",N/A
30,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,681,1619,7.93,58796,121948,473,Special,1,Finished Airing,N/A,2022,['Egg Firm'],['add some'],['Studio Bind'],"['Drama', 'Fantasy', 'Ecchi']","['Isekai', 'Reincarnation']",N/A
31,Nekomonogatari: Kuro,682,369,7.93,324133,528425,1197,TV,4,Finished Airing,Fall,2012,"['Aniplex', 'Kodansha']",['Aniplex of America'],['Shaft'],"['Comedy', 'Romance', 'Supernatural', 'Ecchi']",N/A,N/A
32,One Piece Film: Red,683,1757,7.93,47526,110436,1422,Movie,1,Finished Airing,N/A,2022,['add some'],['Crunchyroll'],['Toei Animation'],"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Drama', 'Fantasy']",Idols (Female),Shounen
33,Quanzhi Gaoshou 2,684,1754,7.93,39514,110505,547,ONA,12,Finished Airing,N/A,2020,"['Tencent Penguin Pictures', 'China Literature Limited', 'Colored Pencil Animation Japan']",['add some'],['Colored Pencil Animation'],N/A,Video Game,N/A
34,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,685,1911,7.93,42262,97942,1215,TV,26,Finished Airing,Fall,2005,"['VAP', 'Nippon Television Network']",['add some'],['Madhouse'],N/A,"['Adult Cast', 'High Stakes Game', 'Organized Crime', 'Psychological', 'Strategy Game']",Seinen
35,Trigun: Badlands Rumble,686,1508,7.93,71525,133585,240,Movie,1,Finished Airing,N/A,2010,"['flying DOG', 'Sunny Side Up', 'Studio Jack', 'Shounen Gahousha']",['Funimation'],['Madhouse'],"['Action', 'Adventure', 'Sci-Fi']",Adult Cast,Shounen
36,Violet Evergarden: Recollections,687,4575,7.93,2768,19108,116,Special,1,Finished Airing,N/A,2021,['add some'],['add some'],['Kyoto Animation'],"['Drama', 'Fantasy']",N/A,N/A
37,Wan Sheng Jie,688,4319,7.93,8218,21698,368,ONA,12,Finished Airing,N/A,2020,"['Tencent Penguin Pictures', 'Tianwen Kadokawa Animation & Comics']",['Aniplex of America'],['Fenz'],"['Comedy', 'Supernatural']",Mythology,N/A
38,Wan Sheng Jie 2,689,5934,7.93,5191,9964,53,ONA,12,Finished Airing,N/A,2020,['Tencent Penguin Pictures'],['add some'],['Fenz'],"['Comedy', 'Supernatural']",Mythology,N/A
39,Yakitate!! Japan,690,1960,7.92,40086,94275,892,TV,69,Finished Airing,Fall,2004,"['TV Tokyo', 'Aniplex', 'd-rights', 'Tohokushinsha Film Corporation', 'Atelier Musa']",['Nozomi Entertainment'],['Sunrise'],"['Comedy', 'Gourmet']",N/A,Shounen
40,Yuru Yuri San☆Hai!,691,1655,7.92,62902,119142,680,TV,12,Finished Airing,Fall,2015,"['Sotsu', 'Pony Canyon']",['add some'],['TYO Animations'],"['Comedy', 'Girls Love']","['CGDCT', 'Gag Humor', 'School']",N/A
41,Zetsuen no Tempest,692,339,7.92,253347,573021,6452,TV,24,Finished Airing,Fall,2012,"['Aniplex', 'Dentsu', 'Square Enix', 'Mainichi Broadcasting System', 'Yahoo! Japan']",['Aniplex of America'],['Bones'],"['Action', 'Drama', 'Fantasy', 'Mystery']",Psychological,Shounen
42,Boku no Hero Academia 4th Season,693,53,7.92,988987,1586915,8194,TV,25,Finished Airing,Fall,2019,"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Funimation'],['Bones'],N/A,"['School', 'Super Power']",Shounen
43,Bungou Stray Dogs: Dead Apple,694,883,7.92,137570,246003,1637,Movie,1,Finished Airing,N/A,2018,['add some'],['Crunchyroll'],['Bones'],"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Organized Crime', 'Super Power']",Seinen
44,City Hunter,695,2260,7.92,22414,74720,949,TV,51,Finished Airing,Spring,1987,['Yomiuri Telecasting'],"['ADV Films', 'Discotek Media']",['Sunrise'],"['Action', 'Comedy', 'Mystery']",N/A,Shounen
45,Darker than Black: Kuro no Keiyakusha Gaiden,696,871,7.92,138533,248922,819,Special,4,Finished Airing,N/A,2010,['Square Enix'],['Funimation'],['Bones'],"['Action', 'Mystery', 'Sci-Fi']",Super Power,N/A
46,Eyeshield 21,697,1220,7.92,85484,175446,1969,TV,145,Finished Airing,Spring,2005,"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music', 'Shueisha']","['VIZ Media', 'Sentai Filmworks']",['Gallop'],N/A,Team Sports,Shounen
47,Gake no Ue no Ponyo,698,372,7.92,350322,527440,3618,Movie,1,Finished Airing,N/A,2008,"['Dentsu', 'd-rights', 'Toho']","['Disney Platform Distribution', 'GKIDS']",['Studio Ghibli'],"['Adventure', 'Award Winning', 'Fantasy']",N/A,N/A
48,Hidamari Sketch x Honeycomb,699,4250,7.92,9868,22534,177,TV,12,Finished Airing,Fall,2012,"['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha', 'Grooove']",['Sentai Filmworks'],['Shaft'],N/A,"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",N/A
49,Kono Oto Tomare!,700,796,7.92,107708,273524,2188,TV,13,Finished Airing,Spring,2019,"['WOWOW', 'Movic', 'KlockWorx', 'Memory-Tech', 'King Records', 'Shueisha', 'Pony Canyon Enterprise']",['Funimation'],['Platinum Vision'],"['Drama', 'Romance']","['Music', 'Performing Arts', 'School']",Shounen
