,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
0,Yuru Yuri,1471,651,7.57,147293,326296,4420,TV,12,Finished Airing,Summer,2011,"['TV Tokyo', 'Daume', 'Sotsu', 'Pony Canyon', 'DAX Production', 'Studio Gram', 'PRA', 'Jumondo']","['NIS America, Inc.']",['Doga Kobo'],"['Award Winning', 'Comedy', 'Girls Love']","['CGDCT', 'Gag Humor', 'School']",N/A
1,Nande Koko ni Sensei ga!?,6629,652,6.51,165559,325277,959,TV,12,Finished Airing,Spring,2019,['add some'],['Sentai Filmworks'],['Tear Studio'],"['Comedy', 'Ecchi']",School,Seinen
2,Mahouka Koukou no Rettousei: Raihousha-hen,2621,653,7.29,146184,325178,1224,TV,13,Finished Airing,Fall,2020,"['Aniplex', 'Square Enix', 'Movic', 'Studio Mausu', 'Straight Edge', 'Kadokawa']",['Aniplex of America'],['8bit'],"['Action', 'Romance', 'Sci-Fi', 'Supernatural']",School,N/A
3,Gokukoku no Brynhildr,4650,654,6.87,163107,325137,1112,TV,13,Finished Airing,Spring,2014,['VAP'],['Sentai Filmworks'],['Arms'],"['Drama', 'Mystery', 'Sci-Fi']",N/A,Seinen
4,Kotoura-san,3262,655,7.17,170254,324774,1023,TV,12,Finished Airing,Winter,2013,"['AIC', 'CBC Television', 'KlockWorx', 'flying DOG']","['NIS America, Inc.']",['AIC Classic'],"['Comedy', 'Drama', 'Romance']",School,N/A
5,Naruto: Shippuuden Movie 6 - Road to Ninja,1199,656,7.68,195976,324762,553,Movie,1,Finished Airing,N/A,2012,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Toho', 'Shueisha']",['VIZ Media'],['Pierrot'],"['Action', 'Adventure', 'Fantasy']",Isekai,Shounen
6,Suisei no Gargantia,1862,657,7.46,170737,324641,1231,TV,13,Finished Airing,Spring,2013,"['Bandai Visual', 'Yomiuri Telecasting', 'Lantis', 'Nitroplus', 'Bushiroad', 'Good Smile Company']",['VIZ Media'],['Production I.G'],"['Action', 'Adventure', 'Sci-Fi']",Mecha,N/A
7,Assassins Pride,9853,658,5.93,161727,322514,746,TV,12,Finished Airing,Fall,2019,"['Sotsu', 'AT-X', 'KlockWorx', 'Nippon Television Network', 'Tokyo MX', 'Avex Pictures', 'GYAO!', 'Kadokawa', 'KLab', 'entama']",['Sentai Filmworks'],['EMT Squared'],N/A,N/A,N/A
8,Kanojo mo Kanojo,6369,659,6.55,154736,322492,2278,TV,12,Finished Airing,Summer,2021,"['Mainichi Broadcasting System', 'Kodansha', 'Half H.P Studio', 'Nikkatsu', 'NBCUniversal Entertainment Japan', 'Forecast Communications', 'Myrica Music']",['add some'],['Tezuka Productions'],"['Comedy', 'Romance']","['Harem', 'School']",Shounen
9,Phantom: Requiem for the Phantom,652,660,7.95,122321,322381,4416,TV,26,Finished Airing,Spring,2009,['Genco'],['Funimation'],['Bee Train'],"['Action', 'Drama', 'Suspense']",Organized Crime,Seinen
10,Karigurashi no Arrietty,750,661,7.89,202268,321241,1063,Movie,1,Finished Airing,N/A,2010,['add some'],['Disney Platform Distribution'],['Studio Ghibli'],"['Award Winning', 'Fantasy']",N/A,N/A
11,Beck,256,662,8.29,134656,320447,8031,TV,26,Finished Airing,Fall,2004,"['Marvelous', 'Starchild Records', 'Asatsu DK', 'Kodansha']",['Funimation'],['Madhouse'],"['Comedy', 'Drama', 'Slice of Life']",Music,Shounen
12,Motto To LOVE-Ru,2651,663,7.28,184474,320225,966,TV,12,Finished Airing,Fall,2010,"['Geneon Universal Entertainment', 'TBS', 'Magic Capsule', 'PRA']",['Sentai Filmworks'],['Xebec'],"['Comedy', 'Sci-Fi', 'Ecchi']","['Harem', 'School']",Shounen
13,Rikei ga Koi ni Ochita no de Shoumei shitemita.,2269,664,7.36,134274,320230,1098,TV,12,Finished Airing,Winter,2020,"['Flex Comix', 'Hokkaido Cultural Broadcasting', 'BS11', 'Yomiuri TV Enterprise', 'Kanetsu Investment', 'Toyo Recording', 'ibis Capital Partners', 'Y&N Brothers', 'SUPA LOVE']",['add some'],['Zero-G'],"['Comedy', 'Romance']","['Adult Cast', 'Educational']",N/A
14,Fullmetal Alchemist: The Conqueror of Shamballa,1666,665,7.52,200586,319347,616,Movie,1,Finished Airing,N/A,2005,"['Aniplex', 'Square Enix', 'Shochiku', 'Mainichi Broadcasting System']",['Funimation'],['Bones'],"['Award Winning', 'Comedy', 'Drama', 'Fantasy']","['Historical', 'Military']",Shounen
15,Azumanga Daiou The Animation,602,666,7.98,143718,319329,6048,TV,26,Finished Airing,Spring,2002,"['Genco', 'Lantis', 'Imagica', 'TV Tokyo Music', 'Cosmic Ray', 'King Records']","['ADV Films', 'Sentai Filmworks']",['J.C.Staff'],"['Comedy', 'Slice of Life']","['CGDCT', 'Gag Humor', 'School']",N/A
16,Witch Craft Works,4068,668,7.01,150813,318929,729,TV,12,Finished Airing,Winter,2014,"['Bandai Visual', 'Lantis', 'Kodansha', 'Movic', 'I Will']",['add some'],['J.C.Staff'],"['Action', 'Fantasy', 'Supernatural']",School,Seinen
17,Code:Breaker,5369,667,6.73,155621,318925,651,TV,13,Finished Airing,Fall,2012,"['Bandai Visual', 'Lantis', 'Kodansha', 'Memory-Tech', 'Bushiroad']",['Funimation'],['Kinema Citrus'],"['Action', 'Comedy', 'Supernatural']","['School', 'Super Power']",Shounen
