,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
13,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,265,4713,8.28,5835,17812,102,Movie,12,Finished Airing,N/A,2022,"['Shochiku', 'Wright Staff', 'Aiming']",['add some'],['Production I.G'],"['Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",N/A
14,Tsubasa: Tokyo Revelations,262,1984,8.28,44076,92287,831,OVA,3,Finished Airing,N/A,2007,['Kodansha'],['Funimation'],['Production I.G'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",N/A,Shounen
15,Yuru Camp△,272,446,8.27,197843,450260,10229,TV,12,Finished Airing,Winter,2018,"['Sotsu', 'AT-X', 'Sony Music Communications', 'MAGES.', '81 Produce', 'BS11', 'FuRyu', 'Crunchyroll SC Anime Fund']",['add some'],['C-Station'],N/A,"['CGDCT', 'Iyashikei']",N/A
16,Kono Subarashii Sekai ni Shukufuku wo! 2,267,75,8.27,934530,1403180,11592,TV,10,Finished Airing,Winter,2017,"['Kadokawa Shoten', 'Nippon Columbia', 'KlockWorx', 'Sony Music Communications', 'Toranoana', '81 Produce', 'Kadokawa Media House']",['Discotek Media'],['Studio Deen'],"['Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Parody', 'Reincarnation']",N/A
17,Koukaku Kidoutai,268,327,8.27,309001,590717,12023,Movie,1,Finished Airing,N/A,1995,"['Bandai Visual', 'Kodansha']",['Manga Entertainment'],['Production I.G'],"['Action', 'Award Winning', 'Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Mecha', 'Psychological']",Seinen
18,Nodame Cantabile,269,710,8.27,125625,302822,4892,TV,23,Finished Airing,Winter,2007,"['Dentsu', 'Genco', 'SKY Perfect Well Think', 'Kodansha', 'Fuji TV', 'Magic Capsule', 'Asmik Ace', 'Sony Music Entertainment', 'Fujipacific Music']",['add some'],['J.C.Staff'],"['Comedy', 'Romance']","['Adult Cast', 'Music']",Josei
19,Planetes,270,905,8.27,73302,238830,3796,TV,26,Finished Airing,Fall,2003,"['Bandai Visual', 'NHK']",['Bandai Entertainment'],['Sunrise'],"['Award Winning', 'Drama', 'Romance', 'Sci-Fi']","['Adult Cast', 'Space', 'Workplace']",Seinen
20,Stranger: Mukou Hadan,277,670,8.27,157721,317355,2892,Movie,1,Finished Airing,N/A,2007,"['Bandai Visual', 'Shochiku', 'Sony Music Entertainment', 'Hakuhodo DY Media Partners']","['Funimation', 'Bandai Entertainment']",['Bones'],"['Action', 'Adventure']","['Historical', 'Samurai']",N/A
21,Tokyo Godfathers,278,804,8.27,134955,270284,2364,Movie,1,Finished Airing,N/A,2003,"['Dentsu', 'Genco', 'Tohokushinsha Film Corporation']","['Sony Pictures Entertainment', 'GKIDS']",['Madhouse'],"['Award Winning', 'Comedy', 'Drama']",Childcare,N/A
22,86,266,282,8.27,325822,647104,15692,TV,11,Finished Airing,Spring,2021,"['Aniplex', 'Kadokawa', 'Bandai Spirits']",['add some'],['A-1 Pictures'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military']",N/A
23,Gin no Saji 2nd Season,267,1459,8.27,86264,139719,643,TV,11,Finished Airing,Winter,2014,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings']",['Aniplex of America'],['A-1 Pictures'],N/A,School,Shounen
24,Golden Kamuy 4th Season,268,2344,8.27,8377,70251,395,TV,13,Currently Airing,Fall,2022,"['NBCUniversal Entertainment Japan', 'Tokyo MX', 'Good Smile Company', 'Sammy', 'Shueisha', 'JR East Marketing & Communications', 'Twin Engine']",['add some'],"[""Brain's Base""]","['Action', 'Adventure']","['Adult Cast', 'Historical', 'Military']",Seinen
25,Gyakkyou Burai Kaiji: Ultimate Survivor,269,639,8.27,151560,332406,9592,TV,26,Finished Airing,Fall,2007,"['VAP', 'Nippon Television Network']",['Sentai Filmworks'],['Madhouse'],N/A,"['Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game']",Seinen
26,Holo no Graffiti,270,2810,8.27,16749,50720,1795,ONA,Unknown,Currently Airing,N/A,2019,['add some'],['add some'],['Hololive Production'],N/A,N/A,N/A
27,Initial D Final Stage,271,1556,8.27,65732,127766,855,TV,4,Finished Airing,Spring,2014,['Avex Entertainment'],['add some'],['SynergySP'],N/A,Racing,Seinen
28,Ao Ashi,283,1258,8.26,79837,170593,2646,TV,24,Finished Airing,Spring,2022,"['Shogakukan-Shueisha Productions', 'Marvelous', 'NHK Enterprises', 'Bandai Spirits']",['add some'],['Production I.G'],N/A,Team Sports,Seinen
29,Bakemono no Ko,280,511,8.26,213978,400649,3085,Movie,1,Finished Airing,N/A,2015,"['Dentsu', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Toho', 'Nippon Television Network', 'Arquebuse']",['Funimation'],['Studio Chizu'],"['Adventure', 'Supernatural']","['Anthropomorphic', 'Isekai']",N/A
30,Diamond no Ace: Act II,285,2116,8.26,40744,82726,918,TV,52,Finished Airing,Spring,2019,"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']",['add some'],['Madhouse'],N/A,"['School', 'Team Sports']",Shounen
31,Hajime no Ippo: Champion Road,286,1591,8.26,75811,124875,205,Special,1,Finished Airing,N/A,2003,['add some'],"['Discotek Media', 'Geneon Entertainment USA']",['Madhouse'],N/A,Combat Sports,Shounen
32,Hunter x Hunter: Greed Island Final,287,1475,8.26,74578,137247,233,OVA,14,Finished Airing,N/A,2004,['add some'],['add some'],['Nippon Animation'],"['Action', 'Adventure', 'Fantasy']",N/A,Shounen
33,Yuukoku no Moriarty Part 2,288,999,8.26,95510,216964,2786,TV,13,Finished Airing,Spring,2021,"['Mainichi Broadcasting System', 'Shueisha', 'Yomiuri TV Enterprise', 'Bandai Namco Arts', 'Bandai Spirits']",['Funimation'],['Production I.G'],"['Mystery', 'Suspense']","['Adult Cast', 'Historical', 'Psychological']",Shounen
34,Ramayana: The Legend of Prince Rama,279,6352,8.26,4267,8375,139,Movie,1,Finished Airing,N/A,1993,"['TEM Co., Ltd.']",['add some'],['Nippon Ramayana Film Co.'],N/A,N/A,N/A
35,Sono Bisque Doll wa Koi wo Suru,280,168,8.26,520170,880271,18084,TV,12,Finished Airing,Winter,2022,"['Aniplex', 'Square Enix', 'Movic', 'Studio Mausu', 'Tokyo MX', 'BS11']",['add some'],['CloverWorks'],"['Romance', 'Slice of Life']","['Otaku Culture', 'School']",Seinen
36,Space☆Dandy 2nd Season,281,1334,8.26,84405,158859,1786,TV,13,Finished Airing,Summer,2014,"['Bandai Visual', 'flying DOG', 'Bandai Namco Entertainment']",['Funimation'],['Bones'],"['Comedy', 'Sci-Fi']","['Adult Cast', 'Space']",N/A
37,Tenkuu no Shiro Laputa,282,447,8.26,282248,449302,3926,Movie,1,Finished Airing,N/A,1986,"['Tokuma Shoten', 'Streamline Pictures']","['Disney Platform Distribution', 'GKIDS']",['Studio Ghibli'],"['Adventure', 'Award Winning', 'Fantasy', 'Romance', 'Sci-Fi']",N/A,N/A
38,Kotarou wa Hitorigurashi,289,1640,8.25,68242,120315,1726,ONA,10,Finished Airing,N/A,2022,['Netflix'],['add some'],['LIDENFILMS'],"['Comedy', 'Slice of Life']",Childcare,Seinen
39,Kuroshitsuji Movie: Book of the Atlantic,290,1176,8.25,82256,181757,1369,Movie,1,Finished Airing,N/A,2017,"['Aniplex', 'WOWOW', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Hakuhodo DY Music & Pictures', 'Lawson', 'Kinoshita Group Holdings']",['Funimation'],['A-1 Pictures'],"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Mythology']",Shounen
40,Naruto: Shippuuden,291,15,8.25,1530044,2290946,105184,TV,500,Finished Airing,Winter,2007,"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],"['Action', 'Adventure', 'Fantasy']",Martial Arts,Shounen
41,Non Non Biyori Movie: Vacation,292,2305,8.25,33134,72283,203,Movie,1,Finished Airing,N/A,2018,['Lantis'],['Sentai Filmworks'],['SILVER LINK.'],N/A,"['CGDCT', 'Iyashikei']",Seinen
42,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,293,52,8.25,1012162,1592845,44125,TV,13,Finished Airing,Fall,2018,"['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa']",['Aniplex of America'],['CloverWorks'],"['Drama', 'Romance', 'Supernatural']",School,N/A
43,Sennen Joyuu,294,1264,8.25,76614,169412,2404,Movie,1,Finished Airing,N/A,2002,"['Bandai Visual', 'WOWOW', 'Genco', 'Kadokawa Shoten', 'KlockWorx']","['Eleven Arts', 'DreamWorks']",['Madhouse'],"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']","['Historical', 'Showbiz']",N/A
44,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,295,895,8.25,135005,242778,393,Special,1,Finished Airing,N/A,2015,"['Frontier Works', 'Media Factory', 'Movic', 'AT-X', 'Kadokawa Pictures Japan', 'Nitroplus']",['add some'],['White Fox'],"['Sci-Fi', 'Suspense']",Time Travel,N/A
45,Tonari no Totoro,296,143,8.25,641849,984662,7753,Movie,1,Finished Airing,N/A,1988,"['Studio Fantasia', 'Streamline Pictures']","['Disney Platform Distribution', 'GKIDS']",['Studio Ghibli'],"['Adventure', 'Award Winning', 'Supernatural']",N/A,N/A
46,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,297,4176,8.25,11463,23575,84,Movie,4,Finished Airing,N/A,2019,['Shochiku'],['add some'],['Production I.G'],"['Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",N/A
47,Gyakkyou Burai Kaiji: Hakairoku-hen,298,1171,8.25,100044,182380,2587,TV,26,Finished Airing,Spring,2011,"['VAP', 'Nippon Television Network']",['Sentai Filmworks'],['Madhouse'],N/A,"['Adult Cast', 'High Stakes Game', 'Psychological', 'Strategy Game']",Seinen
48,Danshi Koukousei no Nichijou,299,209,8.24,392631,778267,13650,TV,12,Finished Airing,Winter,2012,"['TV Tokyo', 'Square Enix', 'Trinity Sound', 'Happinet Pictures']","['NIS America, Inc.']",['Sunrise'],N/A,"['Gag Humor', 'School']",N/A
49,Detective Conan: Episode One - The Great Detective Turned Small,300,3797,8.24,13743,28788,60,Special,1,Finished Airing,N/A,2016,['YTV'],['Discotek Media'],['TMS Entertainment'],"['Adventure', 'Comedy', 'Mystery']",Detective,Shounen
