,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
35,Igano Kabamaru,886,5792,7.82,3980,10507,126,TV,24,Finished Airing,Fall,1983,['Toho'],['add some'],['Group TAC'],"['Action', 'Adventure', 'Comedy', 'Romance']",School,Shoujo
36,Baby Steps,887,1441,7.81,72010,142230,831,TV,25,Finished Airing,Spring,2014,['NHK'],['add some'],['Pierrot'],N/A,School,Shounen
37,Beastars 2nd Season,888,507,7.81,201967,402854,2139,TV,12,Finished Airing,Winter,2021,"['Movic', 'Fuji TV', 'Bandai', 'BS Fuji', 'TOHO animation', 'Q-Tec', 'Akita Shoten', 'Hakuhodo DY Media Partners', 'Bandai Spirits', 'Toho Music']",['add some'],['Orange'],"['Drama', 'Slice of Life']","['Anthropomorphic', 'Psychological', 'School']",Shounen
38,Break Blade Movie 5: Shisen no Hate,889,2711,7.81,33017,54555,27,Movie,1,Finished Airing,N/A,2011,['KlockWorx'],['Sentai Filmworks'],"['Production I.G', 'Xebec']","['Action', 'Fantasy']","['Adult Cast', 'Mecha', 'Military']",Shounen
39,Detective Conan Movie 08: Time Travel of the Silver Sky,890,4416,7.81,10134,20616,8,Special,1,Finished Airing,N/A,2004,['add some'],['add some'],['TMS Entertainment'],"['Adventure', 'Mystery']",N/A,N/A
40,Enen no Shouboutai: Ni no Shou,891,259,7.81,358800,689745,2650,TV,24,Finished Airing,Summer,2020,"['Mainichi Broadcasting System', 'Kodansha', 'bilibili', 'DMM pictures', 'DMM Music']",['Funimation'],['David Production'],"['Action', 'Supernatural']",N/A,Shounen
41,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,892,2473,7.81,23346,64583,379,Movie,1,Finished Airing,N/A,2021,['Aniplex'],['add some'],['CloverWorks'],"['Action', 'Fantasy', 'Supernatural']",Isekai,N/A
42,Goku Sayonara Zetsubou Sensei,893,2511,7.81,29972,62783,86,OVA,3,Finished Airing,N/A,2008,['add some'],['add some'],['Shaft'],N/A,"['Gag Humor', 'Parody', 'School']",Shounen
43,Jungle wa Itsumo Hare nochi Guu,894,3536,7.81,13922,32934,392,TV,26,Finished Airing,Spring,2001,"['Bandai Visual', 'Sotsu']","['Funimation', 'AN Entertainment']",['Shin-Ei Animation'],"['Comedy', 'Slice of Life']","['Gag Humor', 'School']",Shounen
44,Yi Nian Yong Heng,895,5316,7.81,3312,13102,129,ONA,52,Finished Airing,N/A,2020,['Tencent Penguin Pictures'],['add some'],['B.CMAY PICTURES'],"['Action', 'Comedy', 'Fantasy']","['Historical', 'Martial Arts']",N/A
45,Kuroko no Basket: Tip Off,896,1881,7.81,54663,99826,83,Special,1,Finished Airing,N/A,2013,"['Bandai Visual', 'Lantis']",['add some'],['Production I.G'],N/A,"['School', 'Team Sports']",Shounen
46,Lupin the IIIrd: Jigen Daisuke no Bohyou,897,3897,7.81,12663,27268,85,Movie,1,Finished Airing,N/A,2014,"['TMS Entertainment', 'TMS Music']",['Discotek Media'],['Telecom Animation Film'],"['Action', 'Adventure', 'Drama']",Adult Cast,Seinen
47,Maria-sama ga Miteru 3rd,898,4317,7.81,9956,21730,87,OVA,5,Finished Airing,N/A,2006,['add some'],['Nozomi Entertainment'],['Studio Deen'],"['Drama', 'Girls Love']",School,N/A
48,Marine Shukkou!!,899,8042,7.81,2731,4696,44,Music,1,Finished Airing,N/A,2022,['Hololive Production'],['add some'],['Frontier One'],N/A,Music,N/A
49,Owarimonogatari 2nd Season Recaps,900,4096,7.81,8644,24524,41,Special,2,Finished Airing,N/A,2017,['add some'],['add some'],['Shaft'],"['Comedy', 'Mystery', 'Supernatural']",Vampire,N/A
