,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
29,"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",7966,930,6.28,104982,232669,1428,TV,12,Finished Airing,Spring,2022,"['AT-X', 'Docomo Anime Store', 'Kadokawa Media House', 'BS NTV', 'Kadokawa', 'Kanade Creative', 'Bandai Namco Music Live']",['Crunchyroll'],"['SILVER LINK.', 'Blade']","['Action', 'Fantasy']","['Harem', 'Reincarnation', 'School']",N/A
30,Kuroshitsuji: Book of Murder,512,931,8.06,115065,232420,1086,OVA,2,Finished Airing,N/A,2015,['DeNA'],['Funimation'],['A-1 Pictures'],"['Action', 'Comedy', 'Mystery', 'Supernatural']","['Historical', 'Mythology']",Shounen
31,Diamond no Ace,443,932,8.11,109544,232352,4426,TV,75,Finished Airing,Fall,2013,"['TV Tokyo', 'Sotsu', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production']",['add some'],"['Production I.G', 'Madhouse']",N/A,"['School', 'Team Sports']",Shounen
32,Kamisama no Memochou,1777,933,7.49,93019,232343,780,TV,12,Finished Airing,Summer,2011,"['Lantis', 'AT-X', 'Warner Bros. Japan', 'KlockWorx', 'ASCII Media Works']",['Sentai Filmworks'],['J.C.Staff'],N/A,N/A,N/A
33,Ousama Game The Animation,12955,934,5.04,119306,232176,415,TV,12,Finished Airing,Fall,2017,"['AT-X', 'Warner Music Japan', 'Amuse', 'Hakuhodo DY Music & Pictures', 'Futabasha', 'Kakao Japan', 'Spacey Music Entertainment', 'A-Craft', 'Tohan Corporation']",['Funimation'],['Seven'],"['Drama', 'Horror', 'Mystery', 'Supernatural']","['Gore', 'High Stakes Game', 'School', 'Survival']",N/A
34,Naruto: Shippuuden Movie 5 - Blood Prison,1852,935,7.46,134986,231656,197,Movie,1,Finished Airing,N/A,2011,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['VIZ Media'],['Pierrot'],"['Action', 'Adventure', 'Fantasy']",N/A,Shounen
35,Ga-Rei: Zero,1411,936,7.59,93698,231581,2827,TV,12,Finished Airing,Fall,2008,"['AIC', 'Lantis', 'Kadokawa Shoten', 'Rakuonsha', 'Kadokawa Pictures Japan', 'KlockWorx']",['Funimation'],"['AIC Spirits', 'asread.']","['Action', 'Supernatural', 'Suspense']",Super Power,N/A
36,Ryuugajou Nanana no Maizoukin,3459,937,7.13,97514,231461,354,TV,11,Finished Airing,Spring,2014,"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'BIGLOBE', 'Kyoraku Industrial Holdings', 'Kadokawa']",['Aniplex of America'],['A-1 Pictures'],"['Adventure', 'Comedy', 'Mystery', 'Supernatural']",N/A,N/A
37,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,552,938,8.03,136415,231372,429,OVA,1,Finished Airing,N/A,2016,['5pb.'],['add some'],['feel.'],"['Comedy', 'Romance']","['Love Polygon', 'School']",N/A
38,11eyes,9120,939,6.07,124117,231223,434,TV,12,Finished Airing,Fall,2009,"['Marvelous', 'Pony Canyon', 'feng']",['Sentai Filmworks'],['Doga Kobo'],"['Action', 'Supernatural', 'Ecchi']",Super Power,N/A
39,Isekai Shokudou,2172,940,7.39,102519,231172,865,TV,12,Finished Airing,Summer,2017,"['TV Tokyo', 'Sotsu', 'flying DOG', 'Nikkatsu', 'Avex Pictures', 'Crunchyroll', 'Dai Nippon Printing', 'Shufunotomo']",['Funimation'],['SILVER LINK.'],"['Fantasy', 'Gourmet', 'Slice of Life']","['Iyashikei', 'Workplace']",N/A
40,Shingeki no Bahamut: Virgin Soul,1974,941,7.43,86335,231148,987,TV,24,Finished Airing,Spring,2017,['Cygames'],['add some'],['MAPPA'],"['Action', 'Adventure', 'Fantasy']",Mythology,N/A
41,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),966,942,7.78,142013,230598,450,Movie,1,Finished Airing,N/A,2007,['Notes'],['Aniplex of America'],['ufotable'],"['Action', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",N/A,N/A
42,Shakugan no Shana III (Final),1694,943,7.51,114669,230574,1121,TV,24,Finished Airing,Fall,2011,"['Geneon Universal Entertainment', 'Warner Bros. Japan', 'ASCII Media Works', 'Showgate']",['Funimation'],['J.C.Staff'],"['Action', 'Drama', 'Fantasy', 'Romance']","['Mahou Shoujo', 'School']",N/A
43,MM!,3853,944,7.05,121947,230453,665,TV,12,Finished Airing,Fall,2010,"['Lantis', 'Media Factory', 'AT-X']",['Sentai Filmworks'],['Xebec'],"['Comedy', 'Ecchi']","['Harem', 'School']",N/A
44,Death Billiards,742,945,7.89,132421,229973,326,Movie,1,Finished Airing,N/A,2013,['add some'],['Funimation'],['Madhouse'],"['Drama', 'Supernatural', 'Suspense']","['Adult Cast', 'High Stakes Game', 'Psychological']",N/A
45,Yu☆Gi☆Oh!,3017,946,7.22,133193,229711,1106,TV,27,Finished Airing,Spring,1998,['Nihon Ad Systems'],['add some'],['Toei Animation'],"['Action', 'Comedy', 'Fantasy']",Strategy Game,Shounen
46,Jahy-sama wa Kujikenai!,3818,947,7.06,75759,228483,1410,TV,20,Finished Airing,Summer,2021,"['Square Enix', 'Medicos Entertainment', 'King Records', 'Nagoya Broadcasting Network', 'ABC Animation', 'DMM pictures']",['add some'],['SILVER LINK.'],"['Comedy', 'Supernatural']",Isekai,Shounen
47,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,4927,948,6.82,85399,228286,1714,TV,12,Finished Airing,Summer,2022,"['Square Enix', 'Toei Video', 'Pony Canyon', 'AT-X', 'Studio Mausu', 'Hakuhodo DY Music & Pictures', 'BS11', 'APDREAM']",['Sentai Filmworks'],['Staple Entertainment'],"['Fantasy', 'Ecchi']",School,Shounen
48,Seiren,7892,949,6.29,85655,228125,449,TV,12,Finished Airing,Winter,2017,"['Pony Canyon', 'TBS', 'DAX Production', 'Pony Canyon Enterprise', 'Stardust Promotion', 'GYAO!']",['add some'],"['Studio Gokumi', 'AXsiZ']",N/A,"['Harem', 'School']",N/A
49,Kara no Kyoukai Movie 5: Mujun Rasen,108,950,8.53,126466,228027,4467,Movie,1,Finished Airing,N/A,2008,['Notes'],['Aniplex of America'],['ufotable'],"['Action', 'Drama', 'Mystery', 'Romance', 'Supernatural', 'Suspense']",N/A,N/A
