,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
10,Vivy: Fluorite Eye's Song,165,411,8.42,215172,479303,9745,TV,13,Finished Airing,Spring,2021,['Aniplex'],['Aniplex of America'],['Wit Studio'],"['Action', 'Sci-Fi', 'Suspense']","['Music', 'Time Travel']",N/A
11,Hinamatsuri (TV),402,412,8.15,236802,478714,4246,TV,12,Finished Airing,Spring,2018,"['Media Factory', 'Magic Capsule', 'Nippon Columbia', 'Kadokawa Media House', 'Akatsuki']",['Funimation'],['feel.'],"['Comedy', 'Supernatural']","['Childcare', 'Organized Crime']",Seinen
12,Shingeki no Kyojin: Kuinaki Sentaku,172,413,8.41,285755,478107,1835,OVA,2,Finished Airing,N/A,2014,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha']",['add some'],['Wit Studio'],N/A,N/A,N/A
13,Full Metal Panic!,1366,414,7.61,234511,476372,4288,TV,24,Finished Airing,Winter,2002,"['Kadokawa Shoten', 'KlockWorx']","['ADV Films', 'Funimation']",['Gonzo'],"['Action', 'Comedy', 'Sci-Fi']","['Mecha', 'Military']",N/A
14,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,407,415,8.15,244673,476166,7015,TV,13,Finished Airing,Summer,2022,"['Studio Hibari', 'Movic', 'AT-X', 'Sammy', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'Bandai Namco Music Live']",['add some'],['Lerche'],"['Drama', 'Suspense']","['Psychological', 'School']",N/A
15,Usagi Drop,193,416,8.37,234467,474256,5973,TV,11,Finished Airing,Summer,2011,"['Dentsu', 'Fuji TV', 'Toho', 'Tohokushinsha Film Corporation', 'Sony Music Entertainment', 'Sakura Create', 'Fujipacific Music', 'Shodensha']","['NIS America, Inc.']",['Production I.G'],N/A,"['Childcare', 'Iyashikei']",Josei
16,Yofukashi no Uta,552,417,8.03,187030,474140,6047,TV,13,Finished Airing,Summer,2022,"['Aniplex', 'Dentsu', 'Shogakukan-Shueisha Productions', 'Animax', 'Fuji TV', 'Ultra Super Pictures', 'Shogakukan', 'Fuji Creative', 'Tohan Corporation']",['Sentai Filmworks'],['LIDENFILMS'],"['Romance', 'Supernatural']",Vampire,Shounen
17,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",/A,418,6.08,252681,474130,2260,TV,12,Finished Airing,Fall,2010,"['Starchild Records', 'Studio Mausu', 'GANSIS', 'PRA']",['Media Blasters'],['feel.'],"['Drama', 'Romance', 'Erotica']",Harem,N/A
18,Mayo Chiki!,2852,419,7.24,257531,473972,1842,TV,13,Finished Airing,Summer,2011,"['Starchild Records', 'Media Factory', 'TBS', 'DAX Production', 'PRA', 'RAY']",['Sentai Filmworks'],['feel.'],"['Comedy', 'Romance', 'Ecchi']","['Crossdressing', 'Harem', 'School']",N/A
19,Seitokai Yakuindomo,1524,420,7.56,214120,473933,3234,TV,13,Finished Airing,Summer,2010,"['Starchild Records', 'Dream Force']",['Sentai Filmworks'],['GoHands'],N/A,"['Gag Humor', 'School']",Shounen
20,High School DxD Hero,2822,421,7.25,258213,471768,2477,TV,12,Finished Airing,Spring,2018,"['Genco', 'Movic', 'AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa', 'Bandai Namco Arts']",['Funimation'],['Passione'],"['Action', 'Comedy', 'Romance', 'Ecchi']","['Harem', 'Mythology', 'School']",N/A
21,Rurouni Kenshin: Meiji Kenkaku Romantan,251,422,8.29,227564,470943,9821,TV,94,Finished Airing,Winter,1996,"['Aniplex', 'SME Visual Works', 'Fuji TV']","['Media Blasters', 'Aniplex of America']","['Gallop', 'Studio Deen']","['Action', 'Adventure', 'Comedy', 'Romance']","['Historical', 'Samurai']",Shounen
22,Fairy Tail: Final Series,1491,423,7.57,229013,470424,4915,TV,51,Finished Airing,Fall,2018,"['TV Tokyo', 'Dentsu', 'Kodansha', 'Avex Pictures']",['Funimation'],"['A-1 Pictures', 'Bridge', 'CloverWorks']","['Action', 'Adventure', 'Fantasy']",N/A,Shounen
23,Death March kara Hajimaru Isekai Kyousoukyoku,6910,424,6.46,268606,470398,1726,TV,12,Finished Airing,Winter,2018,"['Sotsu', 'AT-X', 'DIVE II Entertainment', 'Tokyo MX', 'Avex Pictures', 'BS11', 'Kadokawa', 'KLab']",['Funimation'],"['SILVER LINK.', 'Connect']","['Adventure', 'Fantasy']","['Harem', 'Isekai']",N/A
24,Re:Creators,1570,425,7.55,185181,470211,3356,TV,22,Finished Airing,Spring,2017,"['Aniplex', 'Magic Capsule', 'Shogakukan', 'ABC Animation']",['add some'],['TROYCA'],"['Action', 'Fantasy', 'Sci-Fi']","['Isekai', 'Mecha']",N/A
25,Sora yori mo Tooi Basho,113,426,8.53,202771,469535,13330,TV,13,Finished Airing,Winter,2018,"['Media Factory', 'Movic', 'AT-X', 'Sony Music Communications', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa', 'NewGin', 'Crunchyroll SC Anime Fund']",['add some'],['Madhouse'],"['Adventure', 'Comedy', 'Drama']",CGDCT,N/A
26,Ookami to Koushinryou II,234,427,8.32,263099,469003,4188,TV,12,Finished Airing,Summer,2009,"['Imagin', 'flying DOG']",['Funimation'],"[""Brain's Base"", 'Marvy Jack']","['Adventure', 'Fantasy', 'Romance']",Adult Cast,N/A
27,Aho Girl,5205,428,6.76,259221,468140,1083,TV,12,Finished Airing,Summer,2017,"['Nihon Ad Systems', 'Kodansha', 'Movic', 'KlockWorx', 'Sony Music Entertainment', 'King Records', 'BS11', 'Animatic', 'Marui Group']",['Discotek Media'],['Diomedéa'],"['Comedy', 'Romance']",School,Shounen
28,Tokyo Ravens,1956,429,7.44,212874,467682,1984,TV,24,Finished Airing,Fall,2013,"['Geneon Universal Entertainment', 'Movic', 'Bushiroad', 'Showgate', 'Tokyo MX', 'i0+', 'Fujimi Shobo']",['Funimation'],['8bit'],"['Action', 'Romance', 'Supernatural']",School,N/A
29,Chobits,2100,430,7.4,246678,464266,3747,TV,26,Finished Airing,Spring,2002,"['TBS', 'Pioneer LDC']","['Funimation', 'Geneon Entertainment USA']",['Madhouse'],"['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Ecchi']",N/A,Seinen
30,Boku no Hero Academia 6th Season,220,431,8.33,95031,463752,5022,TV,25,Currently Airing,Fall,2022,"['Dentsu', 'Yomiuri Telecasting', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['add some'],['Bones'],N/A,"['School', 'Super Power']",Shounen
31,Vanitas no Karte,709,432,7.91,184118,463740,6561,TV,12,Finished Airing,Summer,2021,"['Aniplex', 'Square Enix', 'Hakuhodo DY Music & Pictures', 'Contents Seed']",['Funimation'],['Bones'],N/A,"['Historical', 'Vampire']",Shounen
32,Durarara!!x2 Shou,598,433,7.99,241230,463502,968,TV,12,Finished Airing,Winter,2015,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'ASCII Media Works']",['Aniplex of America'],['Shuka'],"['Action', 'Mystery', 'Supernatural']",N/A,N/A
33,Takt Op. Destiny,3357,434,7.15,187273,461600,4454,TV,12,Finished Airing,Fall,2021,"['DeNA', 'Bandai Namco Arts']",['add some'],"['Madhouse', 'MAPPA']","['Action', 'Fantasy']",Music,N/A
34,Zombieland Saga,1697,435,7.51,223338,461679,3009,TV,12,Finished Airing,Fall,2018,"['Avex Pictures', 'Cygames', 'dugout']",['Funimation'],['MAPPA'],"['Award Winning', 'Comedy', 'Supernatural']","['Idols (Female)', 'Music', 'Parody']",N/A
35,Higurashi no Naku Koro ni Kai,372,436,8.18,243973,460810,7192,TV,24,Finished Airing,Summer,2007,"['Geneon Universal Entertainment', 'Frontier Works', 'Sotsu', 'Movic']",['Sentai Filmworks'],['Studio Deen'],"['Mystery', 'Supernatural', 'Suspense']","['Gore', 'Psychological']",N/A
36,Maoyuu Maou Yuusha,2851,437,7.24,211149,460509,1406,TV,12,Finished Airing,Winter,2013,"['Genco', 'Animax']",['Sentai Filmworks'],['Arms'],"['Adventure', 'Fantasy', 'Romance']",Mythology,N/A
37,Sora no Otoshimono,2727,438,7.27,239976,460394,3822,TV,13,Finished Airing,Fall,2009,"['Kadokawa Shoten', 'Kadokawa Pictures Japan', 'KlockWorx', 'NTT Docomo']",['Funimation'],['AIC ASTA'],"['Comedy', 'Romance', 'Sci-Fi', 'Supernatural', 'Ecchi']",Harem,Shounen
38,Magi: Sinbad no Bouken (TV),806,439,7.85,247648,457376,1507,TV,13,Finished Airing,Spring,2016,"['Aniplex', 'Mainichi Broadcasting System', 'Shogakukan']",['add some'],['Lay-duce'],"['Action', 'Adventure', 'Fantasy']",N/A,Shounen
39,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",2243,440,7.37,247349,457009,3846,TV,12,Finished Airing,Fall,2021,"['Lantis', 'Movic', 'AT-X', 'Glovision', 'TV Aichi', 'Crunchyroll', 'Kadokawa Media House', 'Kadokawa', 'Bandai Namco Arts']",['add some'],"['SILVER LINK.', 'Studio Palette']","['Action', 'Drama', 'Fantasy', 'Mystery', 'Romance']","['Isekai', 'Reincarnation']",N/A
40,Owarimonogatari,144,441,8.45,222999,455262,2778,TV,12,Finished Airing,Fall,2015,['Aniplex'],['Aniplex of America'],['Shaft'],"['Comedy', 'Mystery', 'Supernatural']",Vampire,N/A
41,Fruits Basket 2nd Season,98,442,8.56,227864,454062,5565,TV,25,Finished Airing,Spring,2020,"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music', '8PAN']",['Funimation'],['TMS Entertainment'],"['Drama', 'Romance', 'Supernatural']",School,Shoujo
42,Gleipnir,4110,443,7.0,209797,453758,1837,TV,13,Finished Airing,Spring,2020,"['Kodansha', 'bilibili', 'Good Smile Film']",['Funimation'],['PINE JAM'],"['Action', 'Mystery', 'Supernatural', 'Ecchi']",N/A,Seinen
43,Kawaii dake ja Nai Shikimori-san,4380,444,6.93,177180,453416,4312,TV,12,Finished Airing,Spring,2022,"['Kodansha', 'NBCUniversal Entertainment Japan', 'ABC Animation', 'Kadokawa Media House', 'Kadokawa']","['Crunchyroll', 'Muse Communication']",['Doga Kobo'],"['Comedy', 'Romance']",School,N/A
44,Blue Lock,244,445,8.3,123077,452780,6932,TV,24,Currently Airing,Fall,2022,"['TV Asahi', 'Kodansha', ""Toy's Factory"", 'Crunchyroll', 'Bandai Spirits', 'Bit grooove promotion', 'Bandai Namco Filmworks', 'Bandai Namco Music Live']",['add some'],['8bit'],N/A,Team Sports,Shounen
45,Fate/Apocrypha,3155,446,7.19,237964,451949,2499,TV,25,Finished Airing,Summer,2017,"['Aniplex', 'Half H.P Studio', 'Notes', 'Tokyo MX', 'BS11']",['Aniplex of America'],['A-1 Pictures'],"['Action', 'Drama', 'Fantasy', 'Supernatural']",N/A,N/A
46,Yuru Camp△,273,447,8.27,198368,451287,10236,TV,12,Finished Airing,Winter,2018,"['Sotsu', 'AT-X', 'Sony Music Communications', 'MAGES.', '81 Produce', 'BS11', 'FuRyu', 'Crunchyroll SC Anime Fund']",['add some'],['C-Station'],N/A,"['CGDCT', 'Iyashikei']",N/A
47,Tenkuu no Shiro Laputa,283,448,8.26,282778,450297,3937,Movie,1,Finished Airing,N/A,1986,"['Tokuma Shoten', 'Streamline Pictures']","['Disney Platform Distribution', 'GKIDS']",['Studio Ghibli'],"['Adventure', 'Award Winning', 'Fantasy', 'Romance', 'Sci-Fi']",N/A,N/A
48,Ookami Shoujo to Kuro Ouji,3849,449,7.05,243514,447416,1833,TV,12,Finished Airing,Fall,2014,"['VAP', 'Yomiuri Telecasting', 'Nippon Television Network']",['Sentai Filmworks'],['TYO Animations'],"['Comedy', 'Romance']",School,Shoujo
49,Ishuzoku Reviewers,1931,450,7.44,268710,446139,9072,TV,12,Finished Airing,Winter,2020,"['AT-X', 'Docomo Anime Store', 'Kadokawa Media House', 'Kadokawa', 'Toyo Recording']",['Critical Mass Video'],['Passione'],"['Comedy', 'Fantasy', 'Ecchi']",Anthropomorphic,N/A
