,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
25,Natsume Yuujinchou Roku,76,1234,8.62,63062,173762,1024,TV,11,Finished Airing,Spring,2017,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha']",['add some'],['Shuka'],"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
26,Ping Pong the Animation,77,567,8.62,170950,365812,14870,TV,11,Finished Airing,Spring,2014,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kyoraku Industrial Holdings']",['Funimation'],['Tatsunoko Production'],"['Award Winning', 'Drama', 'Sports']",N/A,Seinen
27,Shingeki no Kyojin Season 3,78,18,8.62,1457784,2143805,19362,TV,12,Finished Airing,Summer,2018,"['Production I.G', 'Dentsu', 'Mainichi Broadcasting System', 'Pony Canyon', 'Kodansha', 'Techno Sound', 'Pony Canyon Enterprise']",['Funimation'],['Wit Studio'],"['Action', 'Drama']","['Gore', 'Military', 'Survival']",Shounen
28,Death Note,79,2,8.62,2563709,3632562,164655,TV,37,Finished Airing,Fall,2006,"['VAP', 'Konami', 'Ashi Productions', 'Nippon Television Network', 'Shueisha']",['VIZ Media'],['Madhouse'],"['Supernatural', 'Suspense']",Psychological,Shounen
29,Cyberpunk: Edgerunners,80,401,8.61,324854,490987,16207,ONA,10,Finished Airing,N/A,2022,['CD Projekt Red'],['add some'],['Trigger'],"['Action', 'Sci-Fi']","['Gore', 'Psychological']",N/A
30,Evangelion: 3.0+1.0 Thrice Upon a Time,81,638,8.61,131828,333082,6624,Movie,1,Finished Airing,N/A,2021,['add some'],['add some'],['Khara'],"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']","['Mecha', 'Psychological']",N/A
31,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,82,284,8.61,408050,644410,9741,Movie,1,Finished Airing,N/A,2019,"['Aniplex', 'Tokyo MX', 'Hakuhodo DY Music & Pictures', 'Nagoya Broadcasting Network', 'BS11', 'ABC Animation', 'Kadokawa']",['Aniplex of America'],['CloverWorks'],"['Drama', 'Romance', 'Supernatural']",School,N/A
32,Suzumiya Haruhi no Shoushitsu,83,333,8.61,296717,581852,13067,Movie,1,Finished Airing,N/A,2010,"['Kadokawa Shoten', 'Animation Do']","['Funimation', 'Bandai Entertainment']",['Kyoto Animation'],"['Award Winning', 'Mystery', 'Sci-Fi', 'Supernatural']",School,N/A
33,Mushishi Zoku Shou: Suzu no Shizuku,84,1629,8.6,47566,120959,210,Movie,1,Finished Airing,N/A,2015,"['Aniplex', 'Kodansha', 'Delfi Sound']",['add some'],['Artland'],"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",Seinen
34,Hajime no Ippo: Rising,85,921,8.59,129023,233980,1150,TV,25,Finished Airing,Fall,2013,"['VAP', 'Kodansha', 'Nippon Television Network']",['add some'],"['Madhouse', 'MAPPA']",N/A,Combat Sports,Shounen
35,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,86,154,8.58,616264,927397,29713,TV,39,Finished Airing,Fall,2018,"['Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shueisha']",['VIZ Media'],['David Production'],"['Action', 'Adventure', 'Supernatural']",Organized Crime,Shounen
36,Kizumonogatari II: Nekketsu-hen,87,488,8.58,251635,416641,2248,Movie,1,Finished Airing,N/A,2016,"['Aniplex', 'Kodansha']",['Aniplex of America'],['Shaft'],"['Action', 'Mystery', 'Supernatural']",Vampire,N/A
37,Natsume Yuujinchou San,88,903,8.58,111904,239471,1351,TV,13,Finished Airing,Summer,2011,"['Aniplex', 'Sakura Create']","['NIS America, Inc.']","[""Brain's Base""]","['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
38,Ookami Kodomo no Ame to Yuki,89,219,8.58,436775,770494,10972,Movie,1,Finished Airing,N/A,2012,"['Madhouse', 'VAP', 'Dentsu', 'Yomiuri Telecasting', 'Kadokawa Shoten', 'Toho', 'Hiroshima Television']",['Funimation'],['Studio Chizu'],"['Award Winning', 'Fantasy', 'Slice of Life']",Childcare,N/A
39,Natsume Yuujinchou Go,90,1238,8.57,69802,173071,793,TV,11,Finished Airing,Fall,2016,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha']",['add some'],['Shuka'],"['Drama', 'Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",Shoujo
40,Shouwa Genroku Rakugo Shinjuu,91,785,8.57,90132,277394,5652,TV,13,Finished Airing,Winter,2016,"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'DAX Production']",['add some'],['Studio Deen'],N/A,"['Historical', 'Love Polygon', 'Performing Arts']",Josei
41,Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,92,1060,8.57,95394,203606,930,Movie,1,Finished Airing,N/A,2009,['Aniplex'],['Aniplex of America'],['Gainax'],"['Action', 'Sci-Fi']","['Mecha', 'Space', 'Super Power']",N/A
42,Yojouhan Shinwa Taikei,93,483,8.57,135901,419864,17418,TV,11,Finished Airing,Spring,2010,"['Dentsu', 'Kadokawa Shoten', 'Fuji TV', 'Toho', 'Asmik Ace', 'Tohokushinsha Film Corporation', 'Sony Music Entertainment', 'Fujipacific Music']",['Funimation'],['Madhouse'],"['Award Winning', 'Comedy', 'Mystery', 'Romance']","['Psychological', 'Time Travel']",N/A
43,Ousama Ranking,94,359,8.56,275778,538258,11471,TV,23,Finished Airing,Fall,2021,"['Aniplex', 'Dentsu', 'Fuji TV', 'Kadokawa', 'Bandai Spirits']",['Funimation'],['Wit Studio'],"['Adventure', 'Fantasy']",N/A,N/A
44,Fate/Zero 2nd Season,95,128,8.56,673439,1056717,19929,TV,12,Finished Airing,Spring,2012,"['Aniplex', 'Nitroplus', 'Seikaisha', 'Notes']",['Aniplex of America'],['ufotable'],"['Action', 'Fantasy', 'Supernatural']",N/A,N/A
45,Fruits Basket 2nd Season,96,443,8.56,226945,452374,5549,TV,25,Finished Airing,Spring,2020,"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music', '8PAN']",['Funimation'],['TMS Entertainment'],"['Drama', 'Romance', 'Supernatural']",School,Shoujo
46,Karakai Jouzu no Takagi-san Movie,97,2833,8.56,15712,50079,550,Movie,1,Finished Airing,N/A,2022,['TOHO animation'],['Sentai Filmworks'],['Shin-Ei Animation'],N/A,"['Iyashikei', 'Romantic Subtext', 'School']",Shounen
47,Kenpuu Denki Berserk,98,328,8.56,313931,589412,24527,TV,25,Finished Airing,Fall,1997,"['VAP', 'Hakusensha', 'Nippon Television Network']","['Media Blasters', 'NYAV Post']",['OLM'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']","['Gore', 'Military', 'Mythology']",Seinen
48,Kimi no Suizou wo Tabetai,99,176,8.56,514804,863453,18947,Movie,1,Finished Airing,N/A,2018,"['Aniplex', 'ABC Animation']",['Aniplex of America'],['Studio VOLN'],"['Drama', 'Romance']",School,N/A
49,Haikyuu!! To the Top Part 2,100,236,8.55,428865,731175,5828,TV,12,Finished Airing,Fall,2020,"['Dentsu', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Entertainment', 'TOHO animation', 'Shueisha']",['Sentai Filmworks'],['Production I.G'],N/A,"['School', 'Team Sports']",Shounen
