,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
0,Trinity Seven,3729,201,7.07,440072,798467,3725,TV,12,Finished Airing,Fall,2014,"['TV Tokyo', 'Sotsu', 'Kadokawa Shoten', 'AT-X', 'Studio Mausu', 'Avex Pictures', 'Q-Tec', 'Docomo Anime Store', 'DeNA']",['Sentai Filmworks'],['Seven Arcs Pictures'],"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'School']",Shounen
1,Beastars,816,202,7.85,492547,791038,9356,TV,12,Finished Airing,Fall,2019,"['Movic', 'Fuji TV', 'Bandai', 'Toho', 'BS Fuji', 'TOHO animation', 'Q-Tec', 'Akita Shoten', 'Hakuhodo DY Media Partners', 'Bandai Spirits', 'Toho Music']",['add some'],['Orange'],"['Drama', 'Slice of Life']","['Anthropomorphic', 'Psychological', 'School']",Shounen
2,Banana Fish,133,203,8.49,339510,788944,28459,TV,24,Finished Airing,Summer,2018,"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'Shogakukan']",['add some'],['MAPPA'],"['Action', 'Adventure', 'Drama', 'Suspense']","['Delinquents', 'Organized Crime', 'Psychological']",Shoujo
3,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,145,204,8.45,453894,788824,11636,TV,12,Finished Airing,Winter,2021,"['AT-X', 'Memory-Tech', 'Hakuhodo DY Music & Pictures', 'Kadokawa Media House', 'Kadokawa']",['add some'],['White Fox'],"['Drama', 'Fantasy', 'Suspense']","['Isekai', 'Psychological', 'Time Travel']",N/A
4,Fumetsu no Anata e,191,205,8.37,322858,785672,13251,TV,20,Finished Airing,Spring,2021,"['NHK', 'Kodansha', 'NHK Enterprises']",['add some'],"[""Brain's Base""]","['Adventure', 'Drama', 'Supernatural']",N/A,Shounen
5,Zero no Tsukaima,2875,206,7.24,446706,784750,7809,TV,13,Finished Airing,Summer,2006,"['Genco', 'Media Factory', 'Shochiku', 'Bushiroad', 'Happinet Pictures']","['Sentai Filmworks', 'Geneon Entertainment USA']",['J.C.Staff'],"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'Isekai', 'School']",N/A
6,Akira,383,207,8.16,473329,784476,12609,Movie,1,Finished Airing,N/A,1988,"['Mainichi Broadcasting System', 'Kodansha', 'Toho', 'Streamline Pictures']","['Funimation', 'Bandai Entertainment', 'Geneon Entertainment USA']",['Tokyo Movie Shinsha'],"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Supernatural']","['Gore', 'Military']",Seinen
7,Mushishi,62,208,8.66,264458,781317,25639,TV,26,Finished Airing,Fall,2005,"['Avex Entertainment', 'Marvelous', 'SKY Perfect Well Think', 'Delfi Sound']",['Funimation'],['Artland'],"['Adventure', 'Fantasy', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",Seinen
8,Danshi Koukousei no Nichijou,299,209,8.24,393294,779740,13664,TV,12,Finished Airing,Winter,2012,"['TV Tokyo', 'Square Enix', 'Trinity Sound', 'Happinet Pictures']","['NIS America, Inc.']",['Sunrise'],N/A,"['Gag Humor', 'School']",N/A
9,"Komi-san wa, Comyushou desu.",644,210,7.95,400325,779646,11540,TV,12,Finished Airing,Fall,2021,"['TV Tokyo', 'Dentsu', 'Shogakukan-Shueisha Productions', 'Half H.P Studio', 'Nippon Columbia']",['add some'],['OLM'],N/A,"['Romantic Subtext', 'School']",Shounen
10,Toaru Majutsu no Index,2272,211,7.36,372914,778909,5411,TV,24,Finished Airing,Fall,2008,"['Geneon Universal Entertainment', 'Square Enix', 'AT-X', 'ASCII Media Works', 'Kadokawa Contents Gate']",['Funimation'],['J.C.Staff'],"['Action', 'Sci-Fi']",Super Power,N/A
11,Boku wa Tomodachi ga Sukunai,3239,212,7.17,438572,778435,3736,TV,12,Finished Airing,Fall,2011,"['AIC', 'Media Factory', 'TBS', 'Bushiroad', 'Bandai Namco Games', 'Good Smile Company']",['Funimation'],['AIC Build'],"['Comedy', 'Romance', 'Ecchi']","['Harem', 'School']",N/A
12,Hotarubi no Mori e,260,213,8.29,435600,777664,9930,Movie,1,Finished Airing,N/A,2011,"['TV Tokyo', 'Aniplex', 'Nihon Ad Systems', 'Hakusensha', 'DAX Production']",['add some'],"[""Brain's Base""]","['Award Winning', 'Drama', 'Romance', 'Supernatural']",N/A,Shoujo
13,Bungou Stray Dogs 2nd Season,350,214,8.2,446782,776866,6545,TV,12,Finished Airing,Fall,2016,"['Lantis', 'Movic', 'KlockWorx', 'Bandai Namco Live Creative', 'Glovision', 'Lawson HMV Entertainment', 'Sony PCL']","['Funimation', 'Crunchyroll']",['Bones'],"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Organized Crime', 'Super Power']",Seinen
