,Title,Rank,Popularity,Score,Score_Count,Members,Favorites,Type,Episodes,Status,Season,Year,Producers,Licensors,Studios,Genres,Themes,Demographic
10,Hajime no Ippo: Mashiba vs. Kimura,311,1880,8.23,61497,99781,166,OVA,1,Finished Airing,N/A,2003,['add some'],['Discotek Media'],['Madhouse'],N/A,Combat Sports,Shounen
11,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,312,1520,8.23,74182,131889,1524,TV,25,Finished Airing,Fall,2016,"['Sotsu', 'Asatsu DK', 'Mainichi Broadcasting System']",['Funimation'],['Sunrise'],"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Space']",N/A
12,Bungou Stray Dogs 3rd Season,313,349,8.22,290425,558008,4758,TV,12,Finished Airing,Spring,2019,"['WOWOW', 'Lantis', 'Movic', 'Bandai Namco Live Creative', 'Sony Music Entertainment', 'Glovision', 'Kadokawa Media House', 'Kadokawa', 'Bandai Namco Arts']",['add some'],['Bones'],"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Organized Crime', 'Super Power']",Seinen
13,Fruits Basket 1st Season,314,231,8.22,352737,746774,14485,TV,25,Finished Airing,Spring,2019,"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music', '8PAN']",['Funimation'],['TMS Entertainment'],"['Drama', 'Romance', 'Supernatural']","['Love Polygon', 'School']",Shoujo
14,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,315,5779,8.22,3432,10560,43,Movie,12,Finished Airing,N/A,2022,"['Shochiku', 'Wright Staff', 'Aiming']",['add some'],['Production I.G'],"['Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",N/A
15,JoJo no Kimyou na Bouken Part 6: Stone Ocean,316,478,8.22,219109,424070,6686,ONA,12,Finished Airing,N/A,2021,"['Warner Bros. Japan', 'KlockWorx', 'Medicos Entertainment', 'Shueisha']",['add some'],['David Production'],"['Action', 'Adventure', 'Supernatural']",N/A,Shounen
16,Kono Sekai no Katasumi ni,317,1223,8.22,72489,175164,1440,Movie,1,Finished Airing,N/A,2016,"['Genco', 'Animatsu Entertainment']",['Shout! Factory'],['MAPPA'],"['Award Winning', 'Drama']",Historical,Seinen
17,Kuroko no Basket 2nd Season,318,196,8.22,512088,804014,4295,TV,25,Finished Airing,Fall,2013,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Banpresto', 'Shueisha', 'BS11']",['add some'],['Production I.G'],N/A,"['School', 'Team Sports']",Shounen
18,Lycoris Recoil,319,543,8.22,169341,376833,6402,TV,13,Finished Airing,Summer,2022,"['Aniplex', 'BS11', 'ABC Animation']",['Aniplex of America'],['A-1 Pictures'],N/A,N/A,N/A
19,Magi: The Kingdom of Magic,320,197,8.22,437266,802359,7543,TV,25,Finished Airing,Fall,2013,"['Aniplex', 'Dentsu', 'Shogakukan-Shueisha Productions', 'Mainichi Broadcasting System', 'Movic', 'GYAO!']",['Aniplex of America'],['A-1 Pictures'],"['Action', 'Adventure', 'Fantasy']",N/A,Shounen
20,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,321,1124,8.22,96557,190004,897,Movie,1,Finished Airing,N/A,2012,"['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Nitroplus', 'Houbunsha']",['Aniplex of America'],['Shaft'],"['Drama', 'Suspense']","['Mahou Shoujo', 'Psychological']",N/A
21,Majo no Takkyuubin,322,367,8.22,345720,532019,5159,Movie,1,Finished Airing,N/A,1989,['Streamline Pictures'],"['Disney Platform Distribution', 'GKIDS']",['Studio Ghibli'],"['Adventure', 'Award Winning', 'Comedy', 'Drama', 'Fantasy']",N/A,N/A
22,Major S1,323,1925,8.22,49187,96926,1361,TV,26,Finished Airing,Fall,2004,"['Shogakukan-Shueisha Productions', 'NHK']",['add some'],['Studio Hibari'],N/A,Team Sports,Shounen
23,Mimi wo Sumaseba,324,647,8.22,184913,327571,4484,Movie,1,Finished Airing,N/A,1995,['Tokuma Shoten'],"['Disney Platform Distribution', 'GKIDS']",['Studio Ghibli'],"['Drama', 'Romance']",N/A,Shoujo
24,SKET Dance,325,1001,8.22,81466,216651,3166,TV,77,Finished Airing,Spring,2011,"['TV Tokyo', 'Avex Entertainment', 'Dentsu']",['add some'],['Tatsunoko Production'],N/A,School,Shounen
25,Trigun,326,246,8.22,347061,707187,14456,TV,26,Finished Airing,Spring,1998,['Victor Entertainment'],"['Funimation', 'Geneon Entertainment USA']",['Madhouse'],"['Action', 'Adventure', 'Sci-Fi']",Adult Cast,Shounen
26,Wu Liuqi: Zui Qiang Fa Xing Shi,327,2534,8.22,36078,61721,486,ONA,10,Finished Airing,N/A,2019,"['Sharefun Studio', 'AHA Entertainment']",['add some'],['add some'],"['Action', 'Comedy', 'Drama', 'Mystery']","['Martial Arts', 'Super Power']",N/A
27,xxxHOLiC◆Kei,328,1484,8.22,63735,136569,584,TV,13,Finished Airing,Spring,2008,"['TBS', 'BMG Japan', 'Kids Station', 'Kodansha', 'Movic']",['add some'],['Production I.G'],"['Comedy', 'Drama', 'Mystery', 'Supernatural']",Psychological,Seinen
28,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,329,141,8.22,644610,994328,15599,TV,13,Finished Airing,Spring,2015,"['TBS', 'Marvelous AQL', 'NBCUniversal Entertainment Japan']",['Sentai Filmworks'],['feel.'],"['Comedy', 'Romance']","['Love Polygon', 'School']",N/A
29,Vanitas no Karte Part 2,330,922,8.21,97606,233951,2461,TV,12,Finished Airing,Winter,2022,"['Aniplex', 'Square Enix', 'Hakuhodo DY Music & Pictures', 'Contents Seed']",['Funimation'],['Bones'],N/A,"['Historical', 'Vampire']",Shounen
30,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,331,1756,8.21,64275,110458,442,Movie,1,Finished Airing,N/A,2000,"['Bandai Visual', 'Shochiku', 'Kodansha', 'Shelty', 'Amber Film Works']","['Nelvana', 'Discotek Media', 'Geneon Entertainment USA']",['Madhouse'],"['Award Winning', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Mahou Shoujo,Shoujo
31,Detective Conan Movie 13: The Raven Chaser,332,2668,8.21,31794,56208,78,Movie,1,Finished Airing,N/A,2009,"['Shogakukan-Shueisha Productions', 'TMS Entertainment']",['add some'],['Tokyo Movie Shinsha'],"['Action', 'Mystery']",Detective,Shounen
32,Hachimitsu to Clover II,333,1838,8.21,52749,103181,953,TV,12,Finished Airing,Summer,2006,"['Dentsu', 'Genco', 'Fuji TV', 'Asmik Ace', 'Sony Music Entertainment', 'Shueisha']","['VIZ Media', 'Discotek Media']",['J.C.Staff'],"['Drama', 'Romance']","['Adult Cast', 'Love Polygon', 'Visual Arts']",Josei
33,IDOLiSH7 Third Beat!,334,4577,8.21,5658,19033,323,TV,13,Finished Airing,Summer,2021,['Lantis'],['add some'],['TROYCA'],N/A,"['Idols (Male)', 'Music']",N/A
34,Kaguya-hime no Monogatari,335,1030,8.21,109329,210353,2340,Movie,1,Finished Airing,N/A,2013,['add some'],['GKIDS'],['Studio Ghibli'],"['Award Winning', 'Fantasy']",Historical,N/A
35,Quanzhi Gaoshou Specials,336,1872,8.21,51496,100248,352,ONA,3,Finished Airing,N/A,2018,"['Tencent Animation & Comics', 'Tencent Penguin Pictures', 'China Literature Limited', 'Colored Pencil Animation Japan']",['add some'],['Colored Pencil Animation'],N/A,Video Game,N/A
36,ReLIFE: Kanketsu-hen,337,583,8.21,214454,360373,1693,Special,4,Finished Airing,N/A,2018,"['comico', 'TMS Music']",['Funimation'],['TMS Entertainment'],"['Drama', 'Romance']",School,N/A
37,Saiki Kusuo no Ψ-nan: Kanketsu-hen,338,1077,8.21,119761,200115,360,Special,1,Finished Airing,N/A,2018,['add some'],['add some'],"['J.C.Staff', 'Egg Firm']","['Comedy', 'Supernatural']","['Gag Humor', 'School', 'Super Power']",Shounen
38,Tanoshii Muumin Ikka,339,4085,8.21,11182,24729,637,TV,78,Finished Airing,Spring,1990,"['TV Tokyo', 'Starchild Records']",['add some'],['Telescreen'],"['Adventure', 'Comedy', 'Fantasy', 'Slice of Life']",Iyashikei,Kids
39,Major S2,340,2370,8.2,43662,68942,307,TV,26,Finished Airing,Winter,2006,"['Shogakukan-Shueisha Productions', 'NHK']",['add some'],['Studio Hibari'],N/A,Team Sports,Shounen
40,Major S4,341,2508,8.2,39198,62812,196,TV,26,Finished Airing,Winter,2008,"['Shogakukan-Shueisha Productions', 'NHK']",['add some'],['SynergySP'],N/A,Team Sports,Shounen
41,No Game No Life: Zero,342,190,8.2,442736,815726,7466,Movie,1,Finished Airing,N/A,2017,"['Frontier Works', 'Movic', 'AT-X', 'Kadokawa']",['Sentai Filmworks'],['Madhouse'],"['Drama', 'Fantasy', 'Romance']",Isekai,N/A
42,Nomad: Megalo Box 2,343,1149,8.2,73962,185712,1945,TV,13,Finished Airing,Spring,2021,"['Kodansha', 'Tohokushinsha Film Corporation', 'Bandai Namco Arts']",['Funimation'],['TMS Entertainment'],"['Sci-Fi', 'Sports']",Combat Sports,N/A
43,Paripi Koumei,344,878,8.2,115115,246889,2343,TV,12,Finished Airing,Spring,2022,"['Mainichi Broadcasting System', 'Kodansha', 'Avex Pictures', 'DMM pictures', 'Bit grooove promotion']",['Sentai Filmworks'],['P.A. Works'],N/A,"['Adult Cast', 'Music', 'Reincarnation']",N/A
44,Shoujo Shuumatsu Ryokou,345,685,8.2,118582,313715,6276,TV,12,Finished Airing,Fall,2017,"['AT-X', 'Shinchosha', 'Kadokawa Media House', 'Kadokawa']",['Sentai Filmworks'],['White Fox'],"['Adventure', 'Mystery', 'Sci-Fi', 'Slice of Life']",Iyashikei,N/A
45,xxxHOLiC Rou,346,2427,8.2,31023,66425,179,OVA,2,Finished Airing,N/A,2010,['Kodansha'],['add some'],['Production I.G'],"['Mystery', 'Supernatural']",N/A,Seinen
46,Berserk: Ougon Jidai-hen III - Kourin,347,1037,8.2,132476,209370,1532,Movie,1,Finished Airing,N/A,2013,"['Yahoo! Japan', 'Good Smile Company', 'Beyond C.', 'Rialto Entertainment']","['VIZ Media', 'NYAV Post']",['Studio 4°C'],"['Action', 'Adventure', 'Drama', 'Fantasy', 'Horror']","['Gore', 'Military', 'Mythology']",Seinen
47,Bungou Stray Dogs 2nd Season,348,214,8.2,445444,774475,6540,TV,12,Finished Airing,Fall,2016,"['Lantis', 'Movic', 'KlockWorx', 'Bandai Namco Live Creative', 'Glovision', 'Lawson HMV Entertainment', 'Sony PCL']","['Funimation', 'Crunchyroll']",['Bones'],"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Organized Crime', 'Super Power']",Seinen
48,Horimiya,349,100,8.2,707509,1186293,30509,TV,13,Finished Airing,Winter,2021,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Kanetsu Investment', 'My Theater D.D.', 'Global Solutions', 'Mirai-Kojo']",['Funimation'],['CloverWorks'],N/A,School,Shounen
49,InuYasha: Kanketsu-hen,350,811,8.2,135355,267318,2078,TV,26,Finished Airing,Fall,2009,"['Yomiuri Telecasting', 'Shogakukan']",['VIZ Media'],['Sunrise'],"['Action', 'Adventure', 'Fantasy', 'Romance']","['Historical', 'Mythology', 'Time Travel']",Shounen
